N	2gram	Voloshinov_1	Marksizm
1	может быть	8	28
2	и пр	7	25
3	и в	13	19
4	как бы	6	19
5	и не	8	19
6	в процессе	5	18
7	не может	8	18
8	абстрактного объективизма	10	17
9	точки зрения	7	17
10	то же	4	16
11	и его	12	16
12	в этом	2	15
13	языка и	5	15
14	таким образом	6	14
15	лишь в	4	14
16	не только	6	13
17	косвенной речи	1	13
18	с точки	5	13
19	связи с	1	13
20	речи и	1	13
21	в нем	2	11
22	высказывания и	1	11
23	если бы	2	11
24	монологическое высказывание	3	11
25	вовсе не	2	11
26	не в	3	10
27	речи в	1	10
28	так и	3	10
29	и т.п	7	10
30	но и	3	10
31	в пределах	3	10
32	прямая речь	1	10
33	том что	2	10
34	самом деле	3	9
35	при этом	2	9
36	как и	3	9
37	для него	2	9
38	языка как	3	9
39	в основе	1	9
40	а не	2	9
41	с его	1	8
42	по отношению	3	8
43	в то	1	8
44	же время	1	8
45	только в	6	8
46	отнюдь не	1	8
47	не является	4	8
48	отношению к	3	8
49	на самом	1	7
50	внутренней речи	1	7
51	его в	1	7
52	и более	1	7
53	одна из	1	7
54	никогда не	3	7
55	в том	2	7
56	в языке	2	7
57	прежде всего	9	7
58	в связи	2	7
59	и для	3	7
60	индивидуалистического субъективизма	1	7
61	но в	4	7
62	мы уже	2	6
63	социальной группы	4	6
64	и как	1	6
65	в самом	2	6
66	лингвистического мышления	1	6
67	слова и	2	6
68	того чтобы	1	6
69	к тому	2	6
70	для того	1	6
71	же самое	1	6
72	и следовательно	2	6
73	быть и	1	6
74	между тем	2	6
75	мы можем	4	6
76	более того	2	6
77	с помощью	2	6
78	и все	3	6
79	хотя бы	5	6
80	смысле слова	2	5
81	того же	1	5
82	к другому	1	5
83	первого направления	1	5
84	все же	5	5
85	выражение в	1	5
86	является не	1	5
87	в данном	2	5
88	в их	3	5
89	самого начала	2	5
90	речевого взаимодействия	1	5
91	с самого	2	5
92	монологического высказывания	1	5
93	и здесь	1	5
94	к нему	1	5
95	в его	7	5
96	системе языка	1	5
97	этого слова	1	5
98	в контексте	1	5
99	тем более	1	5
100	к этому	1	5
101	так же	2	5
102	а как	2	4
103	в жизненной	2	4
104	и ее	2	4
105	о слове	1	4
106	языковой формы	1	4
107	вполне понятно	4	4
108	конечно не	1	4
109	является лишь	1	4
110	только на	1	4
111	в себе	3	4
112	на то	1	4
113	данное слово	1	4
114	было бы	4	4
115	и тем	2	4
116	тому что	1	4
117	в отношении	2	4
118	данной социальной	1	4
119	и т.д	5	4
120	для себя	2	4
121	из одного	1	4
122	по мере	1	4
123	с ними	2	4
124	что он	1	4
125	чужого языка	1	4
126	речь в	1	4
127	и их	7	4
128	второго направления	1	4
129	связь с	1	4
130	бы в	2	4
131	то что	6	4
132	сказать что	1	4
133	контекста и	1	4
134	и то	3	3
135	и до	1	3
136	не имеют	1	3
137	на материале	1	3
138	общения в	1	3
139	в ней	2	3
140	еще не	1	3
141	столь же	1	3
142	в ее	3	3
143	менее всего	1	3
144	отличие от	1	3
145	за пределы	3	3
146	чем же	2	3
147	в истории	1	3
148	с этим	3	3
149	все эти	2	3
