N	2gram	Potebnia_M_3	Formalny
1	и в	30	24
2	художественного произведения	5	23
3	в его	4	23
4	прежде всего	3	22
5	и не	15	20
6	так и	11	18
7	точки зрения	2	16
8	не может	6	16
9	в этом	10	15
10	в нем	9	14
11	может быть	28	14
12	таким образом	14	13
13	с точки	1	13
14	и т	5	12
15	в своем	5	11
16	как и	10	11
17	в своей	2	11
18	в их	2	11
19	не менее	5	11
20	должно быть	5	11
21	в ней	8	10
22	то же	23	10
23	вовсе не	7	10
24	и ее	1	10
25	и его	4	10
26	а не	15	10
27	в то	10	9
28	в процессе	1	9
29	и потому	4	9
30	все это	4	9
31	и на	3	8
32	как в	10	8
33	т д	3	8
34	и с	2	8
35	лишь в	1	8
36	не в	15	8
37	же время	5	8
38	в ее	2	8
39	произведения и	1	8
40	именно в	3	8
41	то что	18	8
42	в свою	3	8
43	на самом	1	7
44	должна быть	1	7
45	не только	21	7
46	место в	3	7
47	жизни и	2	7
48	в единстве	1	7
49	и от	4	7
50	но и	19	7
51	отношения к	1	6
52	еще не	5	6
53	самом деле	2	6
54	более или	3	6
55	в целом	3	6
56	все эти	1	6
57	в этой	2	6
58	как бы	3	6
59	входит в	2	6
60	или менее	3	6
61	она не	2	6
62	свою очередь	3	6
63	и здесь	1	6
64	до сих	3	6
65	в том	32	6
66	было бы	9	6
67	художественное произведение	6	6
68	сих пор	3	6
69	и все	3	6
70	а в	12	6
71	бы ни	3	5
72	во всех	1	5
73	одним словом	2	5
74	но в	1	5
75	в самом	8	5
76	при этом	3	5
77	в понимании	1	5
78	по себе	16	5
79	не могло	1	5
80	и до	2	5
81	должен быть	1	5
82	как мы	7	5
83	искусства и	3	5
84	непосредственно в	1	5
85	что бы	1	5
86	того что	18	5
87	только на	3	5
88	со стороны	3	5
89	с другой	7	5
90	формы и	1	5
91	в искусстве	3	5
92	с его	1	4
93	по отношению	5	4
94	в истории	1	4
95	независимо от	5	4
96	в которой	3	4
97	главным образом	1	4
98	не как	2	4
99	в мире	1	4
100	с другими	5	4
101	искусства в	1	4
102	и может	3	4
103	как о	2	4
104	друг друга	3	4
105	как на	5	4
106	целом и	1	4
107	оно не	4	4
108	если бы	12	4
109	для этого	1	4
110	с одной	7	4
111	конечно не	1	4
112	т п	2	4
113	ближайшим образом	2	4
114	одной стороны	3	4
115	отношению к	5	4
116	стороны и	1	4
117	с этой	2	4
118	что в	17	4
119	так же	3	4
120	во всяком	1	4
121	художественном произведении	3	3
122	это и	2	3
123	действительности и	3	3
124	мы не	9	3
125	связи со	1	3
126	время в	3	3
127	бы то	1	3
128	но не	7	3
129	отношение к	2	3
130	и читатель	1	3
131	все же	2	3
132	когда он	1	3
133	целый ряд	2	3
134	и как	5	3
135	и наконец	2	3
136	в себе	16	3
137	человек не	2	3
138	так сказать	2	3
139	он не	4	3
140	перестает быть	4	3
141	он должен	1	3
142	так например	2	3
143	в каждом	3	3
144	на все	2	3
145	его в	3	3
146	в жизни	1	3
147	в них	5	3
148	поэтического произведения	2	3
149	тем самым	7	3
150	в систему	1	3
151	на язык	1	3
152	связи с	2	3
153	сводится к	1	3
154	отличается от	1	3
155	к тому	7	3
156	здесь не	1	3
157	ясно что	1	3
158	особенно в	1	3
159	жизнь и	1	3
160	бы в	2	3
161	один из	4	3
162	или же	4	3
163	для него	9	3
164	со всем	1	3
165	и даже	2	3
166	в области	2	3
167	и чем	1	3
168	не было	4	3
169	и непосредственно	1	3
170	его как	1	3
171	произведения искусства	2	3
172	смысле этого	7	3
173	в художественном	1	3
174	этого слова	11	3
175	но это	6	3
176	это последнее	2	3
177	каждой из	3	3
178	же в	2	3
179	между ними	1	3
180	что он	6	3
181	думать что	5	3
182	чтобы не	1	2
183	и это	4	2
184	тех же	1	2
185	самый предмет	2	2
186	оно было	1	2
187	и должен	1	2
188	входящих в	2	2
189	его не	1	2
190	а как	2	2
191	вопрос о	1	2
192	единство и	2	2
193	но напротив	1	2
194	не найдем	1	2
195	а только	3	2
196	друг от	1	2
197	нет и	1	2
198	за пределы	2	2
199	чем же	1	2
200	с этим	6	2
201	к новому	1	2
202	в действительности	5	2
203	от этого	2	2
204	в произведении	3	2
205	именно того	1	2
206	этот образ	4	2
207	не могла	2	2
208	и если	2	2
209	на его	2	2
210	к миру	1	2
211	и вот	1	2
212	том чтобы	2	2
213	из виду	2	2
214	и более	1	2
215	но все	2	2
216	могла бы	2	2
217	это не	1	2
218	ни в	2	2
219	единство в	1	2
220	в самую	1	2
221	с тем	7	2
222	мы видели	4	2
223	строгом смысле	1	2
224	что содержание	5	2
225	нисколько не	1	2
226	в эту	1	2
227	таким же	1	2
228	бы быть	2	2
229	раз и	1	2
230	виду что	1	2
231	на него	3	2
232	только не	2	2
233	следовательно и	1	2
234	проникать в	1	2
235	ничего не	1	2
236	жизни не	3	2
237	к ней	5	2
238	на языке	1	2
239	во всем	1	2
240	может и	1	2
241	содержания как	1	2
242	от того	8	2
243	настоящего времени	1	2
244	определенное место	1	2
245	стремлением к	1	2
246	его с	2	2
247	от нее	2	2
248	не есть	17	2
249	значения и	1	2
250	от друга	1	2
251	происходит и	1	2
252	на нее	1	2
253	не с	1	2
254	каждого из	2	2
255	с ним	6	2
256	художник в	1	2
257	и что	10	2
258	как ее	2	2
259	или на	2	2
260	и содержание	2	2
261	единства и	1	2
262	все в	2	2
263	между тем	9	2
264	ее от	1	2
265	что и	13	2
266	в другой	1	2
267	только в	21	2
268	уже не	6	2
269	не можем	3	2
270	если мы	1	2
271	и чисто	1	2
272	не дает	2	2
273	в душе	10	2
274	его и	1	2
275	не связанных	1	2
276	могло бы	1	2
277	в одном	2	2
278	иначе как	1	2
279	сами по	1	2
280	и со	1	2
281	в современном	1	2
282	лишь для	1	2
283	какие оно	1	2
284	или иначе	1	2
285	вопрос об	2	2
286	мысли об	2	2
287	сама по	2	2
288	не на	1	2
289	самое понятие	1	2
290	была бы	4	2
291	но есть	1	2
292	под влиянием	1	2
293	бы оно	1	2
294	вместе с	12	2
295	ко всем	2	2
296	его содержание	1	2
297	в строгом	1	2
298	она есть	1	2
299	научной мысли	1	2
300	в ряду	3	2
301	действительности как	1	2
302	прежде чем	2	2
303	в результате	1	2
304	места в	1	2
305	ни было	1	2
306	отношении к	2	2
307	жизни в	1	2
308	одной из	2	2
309	но эта	1	2
310	только как	5	2
311	в системе	2	2
312	что такое	2	2
313	нас не	1	2
314	эту последнюю	1	2
315	а между	2	1
316	например в	6	1
317	непосредственное отражение	1	1
318	мы здесь	1	1
319	п мы	1	1
320	к вопросу	1	1
321	он может	1	1
322	вне связи	1	1
323	в чистой	1	1
324	и есть	3	1
325	нам кажется	2	1
326	было как	1	1
327	чего не	1	1
328	в первом	3	1
329	явления и	1	1
330	по преимуществу	1	1
331	языка между	1	1
332	из его	1	1
333	в нашу	1	1
334	как сами	1	1
335	если представить	1	1
336	едва ли	1	1
337	мы уже	2	1
338	той же	2	1
339	со всех	1	1
340	бы уже	1	1
341	на первом	1	1
342	которую мы	1	1
343	содержания в	2	1
344	воспринимается только	1	1
345	нас это	1	1
346	как объекта	1	1
347	ему в	2	1
348	при таких	2	1
349	в каждой	4	1
350	всех сторон	1	1
351	под содержанием	1	1
352	и поэзия	1	1
353	говоря уже	1	1
354	оно ни	2	1
355	в чем	3	1
356	основанного на	1	1
357	его действительности	1	1
358	не имеющий	1	1
359	это бывает	1	1
360	совсем не	1	1
361	в данном	1	1
362	что язык	2	1
363	не входит	1	1
364	эта особенность	1	1
365	тогда как	2	1
366	а через	1	1
367	только путем	1	1
368	всех ее	1	1
369	о необходимости	2	1
370	вызывает в	1	1
371	общего с	1	1
372	бы при	1	1
373	этой стороны	2	1
374	что касается	1	1
375	перед нами	2	1
376	хотя и	1	1
