N	3gram	Potebnia_M_4	Istorich
1	и т д	3	18
2	с другой стороны	1	8
3	в этом случае	5	7
4	с одной стороны	1	7
5	в этих случаях	2	6
6	вместе с тем	3	6
7	о том что	5	4
8	в связи с	1	4
9	тем не менее	4	4
10	здесь мы имеем	1	3
11	не может быть	5	3
12	после того как	2	3
13	для того чтобы	4	3
14	по отношению к	8	2
15	о том как	1	2
16	до сих пор	4	2
17	уже после того	1	2
18	в это время	1	2
19	в данном случае	2	2
20	в том чтобы	1	2
21	если бы мы	1	2
22	и вместе с	1	2
23	но и в	1	2
24	но так как	1	2
25	мы видели что	1	2
26	таким образом мы	2	2
27	мы не знаем	1	2
28	и таким образом	3	2
29	это показывает что	1	2
30	в том что	7	2
31	на то что	4	2
32	как и в	1	2
33	что и в	2	2
34	мы это увидим	1	1
35	там где еще	1	1
36	большую роль в	1	1
37	так как человек	1	1
38	выше мы видели	1	1
39	говорит так как	1	1
40	мере того как	4	1
41	иметь в виду	1	1
42	в виду что	1	1
43	а не в	1	1
44	что перед нами	1	1
45	это было бы	1	1
46	на самом деле	3	1
47	в том числе	1	1
48	по мере того	4	1
49	другими словами мы	1	1
50	а потом и	1	1
51	с точки зрения	3	1
52	и не только	1	1
53	общее достояние всех	1	1
54	только в том	2	1
55	сам по себе	4	1
56	а именно на	1	1
57	никогда не были	1	1
58	можно сделать из	1	1
59	с тем что	4	1
60	том числе и	1	1
61	то же время	3	1
62	бы мы не	1	1
63	точно так же	1	1
64	и здесь мы	1	1
65	что все это	1	1
66	главным образом в	1	1
67	не может считаться	1	1
68	дело не в	1	1
69	таким образом развитие	1	1
70	и многие другие	1	1
71	том смысле в	1	1
72	в ту же	1	1
73	не в том	2	1
74	может быть не	1	1
75	этом случае мы	1	1
76	что у царя	1	1
77	ту же роль	1	1
78	выводы можно сделать	1	1
79	тем что знание	1	1
80	смысле в каком	1	1
81	потому что в	3	1
82	и потому не	1	1
83	только после того	1	1
84	носит в себе	1	1
85	во всяком случае	3	1
86	в одно целое	1	1
87	общества и его	1	1
88	не менее можно	1	1
89	причин по которым	1	1
90	и в таком	1	1
91	образом мы видим	1	1
92	же роль что	1	1
93	таким образом в	1	1
94	играет ту же	1	1
95	но тем не	2	1
96	на наших глазах	1	1
97	менее можно сказать	1	1
98	что может быть	1	1
99	в то время	1	1
100	в свою очередь	1	1
101	само по себе	5	1
102	на вопрос почему	2	1
103	с самого начала	1	1
104	вопрос о том	2	1
105	подобно тому как	2	1
106	можно сказать что	4	1
107	в то же	3	1
108	в том смысле	2	1
109	они могут быть	1	1
110	ее и тем	1	1
111	то же что	1	1
112	т д то	1	1
113	только тогда когда	4	1
114	не теряет своей	1	1
115	другой стороны в	1	1
