N	2gram	Losev_Dial_4	Narrotol
1	не только	8	31
2	но и	4	27
3	и не	30	23
4	при этом	2	19
5	может быть	17	15
6	в качестве	2	14
7	в частности	2	14
8	как и	7	13
9	а не	18	13
10	а в	1	13
11	в этом	11	12
12	только в	7	12
13	и в	15	11
14	в данном	3	11
15	и его	7	10
16	во времени	1	9
17	то что	16	9
18	то же	9	8
19	не может	11	8
20	данном случае	1	8
21	в том	11	8
22	уже не	9	8
23	со стороны	3	8
24	но в	3	7
25	том что	10	7
26	если бы	6	7
27	и он	1	6
28	в самом	2	6
29	не в	8	6
30	в этой	4	6
31	в себе	8	6
32	об этом	3	6
33	не мог	2	6
34	одного из	1	6
35	во втором	1	6
36	в его	4	6
37	как бы	14	6
38	один из	4	6
39	как раз	4	6
40	или в	7	6
41	жизни и	4	6
42	и на	5	5
43	той или	4	5
44	перед нами	6	5
45	так и	5	5
46	точки зрения	14	5
47	в своей	3	5
48	тем самым	3	5
49	потому что	10	5
50	можно сказать	5	5
51	точка зрения	1	5
52	то в	5	4
53	еще не	4	4
54	с его	5	4
55	как в	3	4
56	все же	2	4
57	хотя и	6	4
58	из этих	2	4
59	в нем	5	4
60	из них	2	4
61	по себе	13	4
62	и тем	6	4
63	в одном	4	4
64	вплоть до	1	4
65	в то	6	4
66	одна из	1	4
67	не по	2	4
68	того чтобы	5	4
69	никогда не	2	4
70	что на	2	4
71	к себе	1	4
72	в ней	5	4
73	о том	5	4
74	же время	6	4
75	к нему	1	4
76	того что	13	4
77	или иной	1	4
78	прежде всего	11	4
79	мира в	1	4
80	однако и	1	4
81	или не	4	4
82	речь идет	1	3
83	также и	4	3
84	и то	3	3
85	идет о	1	3
86	едва ли	3	3
87	мы имеем	5	3
88	мы не	9	3
89	он сам	1	3
90	но как	2	3
91	в своем	5	3
92	и как	4	3
93	в нашем	1	3
94	но именно	2	3
95	он не	1	3
96	для того	5	3
97	подобно тому	4	3
98	и с	4	3
99	это не	12	3
100	в жизни	5	3
101	не всегда	3	3
102	в современной	1	3
103	и ее	8	3
104	стало быть	15	3
105	тем не	2	3
106	их в	1	3
107	однако в	2	3
108	не менее	2	3
109	но они	2	3
110	как будто	2	3
111	у нас	3	3
112	и о	8	3
113	о ней	2	3
114	о нем	2	3
115	его жизни	1	3
116	лишь в	2	3
117	что он	7	3
118	не говорит	5	3
119	именно в	5	3
120	не было	2	3
121	как это	2	3
122	тому как	4	3
123	исходя из	1	3
124	быть не	2	3
125	но для	2	3
126	это уже	1	3
127	не является	1	3
128	и все	11	3
129	жизни а	1	3
130	что в	7	3
131	в сфере	5	2
132	и через	1	2
133	переход от	1	2
134	в зависимости	1	2
135	и для	5	2
136	происходит это	2	2
137	в сущности	5	2
138	более не	3	2
139	зависимости от	1	2
140	двух или	2	2
141	в чем	8	2
142	отличие от	2	2
143	в едином	1	2
144	во сне	1	2
145	отнюдь не	4	2
146	в той	1	2
147	если она	2	2
148	та же	3	2
149	в известном	1	2
150	лица и	1	2
151	роль в	1	2
152	история это	2	2
153	на то	5	2
154	и еще	1	2
155	и вот	11	2
156	что одно	1	2
157	одно и	1	2
158	человека в	1	2
159	не будет	2	2
160	говорил о	2	2
161	а его	1	2
162	входит в	1	2
163	это было	2	2
164	все равно	2	2
165	в москве	1	2
166	и тогда	2	2
167	в отличие	1	2
168	того кто	1	2
169	истории о	1	2
170	она не	4	2
171	в обоих	1	2
172	в детстве	1	2
173	не имеет	14	2
174	дело в	1	2
175	и сама	1	2
176	дело не	1	2
177	не могло	1	2
178	ничего не	17	2
179	связи с	1	2
180	к жизни	3	2
181	ни о	3	2
182	ли не	1	2
183	они и	1	2
184	оно не	2	2
185	как мы	1	2
186	с ее	10	2
187	свою очередь	2	2
188	другой стороны	2	2
189	в пределах	1	2
190	что может	1	2
191	с ним	3	2
192	подлинного смысла	1	2
193	имеем дело	1	2
194	своей истории	2	2
195	никак не	2	2
196	с другой	1	2
197	тем или	2	2
198	и только	2	2
199	от этих	2	2
200	с ними	4	2
201	сознания ни	1	2
202	себя в	2	2
203	ее из	1	2
204	до конца	1	2
205	его и	1	2
206	в конце	1	2
207	не о	4	2
208	мы можем	3	2
209	в особенности	4	2
210	нами не	1	2
211	и даже	6	2
212	в области	3	2
213	в результате	6	2
214	она в	3	2
215	или просто	1	2
216	было и	1	2
217	и притом	3	2
218	что не	3	2
219	только от	1	2
220	что мы	7	2
221	вместе с	2	2
222	ни от	2	2
223	да и	2	2
224	быть и	3	2
225	человека который	1	2
226	и действия	1	2
227	к двум	1	2
228	в связи	1	2
229	и от	1	2
230	она может	1	2
231	которая в	1	2
232	тот кто	2	2
233	хотя бы	4	2
234	только что	2	2
235	к ее	1	2
236	жизни в	1	2
237	в романе	1	2
238	сказать что	6	2
239	в свою	3	2
240	все что	2	2
241	во всяком	2	2
242	как все	1	1
243	говоря о	1	1
244	и т	17	1
245	о каких	1	1
246	же как	1	1
247	чтобы не	1	1
248	истории наконец	1	1
249	не знаем	1	1
250	сам по	2	1
251	а из	1	1
252	на самом	1	1
253	только потому	3	1
254	это и	9	1
255	причем все	1	1
256	и есть	19	1
257	за все	1	1
258	событию в	1	1
259	подобное рассуждение	1	1
260	мы уже	3	1
261	не приходится	1	1
262	мир не	2	1
263	он как	1	1
264	то и	2	1
265	в каждый	1	1
266	все четыре	1	1
267	что иное	8	1
268	из того	1	1
269	событий и	1	1
270	в некотором	1	1
271	из которых	3	1
272	жизни это	1	1
273	качестве одного	1	1
274	иное как	8	1
275	быть в	5	1
276	природы и	2	1
277	без которого	1	1
278	видит в	1	1
279	мы будем	2	1
280	после его	1	1
281	не то	1	1
282	не входит	1	1
283	тех же	2	1
284	значение и	1	1
285	с отцом	1	1
286	отношение к	1	1
287	тут же	1	1
288	событий а	3	1
289	и я	1	1
290	что именно	7	1
291	с этим	3	1
292	и лишь	1	1
293	так можно	1	1
294	на минуту	1	1
295	в полном	1	1
296	такое слово	1	1
297	когда он	3	1
298	целый ряд	1	1
299	и наконец	3	1
300	в противоположность	2	1
301	это то	1	1
302	означает то	1	1
303	в которой	2	1
304	что это	13	1
305	ни один	2	1
306	не понимает	2	1
307	за это	1	1
308	бы не	2	1
309	из другого	1	1
310	тоже не	2	1
311	ни одна	2	1
312	и тот	1	1
313	что даже	2	1
314	но ведь	1	1
315	как он	1	1
316	всей его	2	1
317	человек не	1	1
318	как принцип	1	1
319	что она	5	1
320	главным образом	2	1
321	т д	15	1
322	чтобы они	1	1
323	не как	4	1
324	в силу	4	1
325	новое и	1	1
326	содержит в	1	1
327	которое может	1	1
328	его от	1	1
329	и по	2	1
330	людей и	1	1
331	в нее	1	1
332	именно это	1	1
333	таким образом	5	1
334	но все	2	1
335	этом последнем	1	1
336	в одну	3	1
337	однако все	1	1
338	то ни	4	1
339	том случае	1	1
340	фактов не	1	1
341	той же	5	1
342	состояния и	1	1
343	нашем случае	1	1
344	говорить не	1	1
345	его в	1	1
346	с другими	1	1
347	бытия но	3	1
348	он есть	7	1
349	он является	1	1
350	на основании	3	1
351	в ее	2	1
352	с тем	4	1
353	первые два	1	1
354	и само	2	1
355	одна и	1	1
356	мы видели	1	1
357	или попросту	1	1
358	ведет к	1	1
359	в один	3	1
360	нисколько не	2	1
361	не подвергается	1	1
362	указывает и	1	1
363	и третий	1	1
364	в котором	2	1
365	с точки	9	1
366	в их	3	1
367	отождествление с	1	1
368	оказывается что	4	1
369	себе а	1	1
370	в которых	1	1
371	что стало	1	1
372	что я	5	1
373	и они	1	1
374	рождение и	1	1
375	мир и	4	1
376	что было	2	1
377	реальности в	1	1
378	по крайней	7	1
379	она или	1	1
380	что этот	2	1
381	необходимо чтобы	2	1
382	в предыдущем	3	1
383	для нее	2	1
384	даже в	1	1
385	что эта	2	1
386	можно ли	1	1
387	как будет	1	1
388	так как	14	1
389	не раз	2	1
390	о чуде	8	1
391	в некий	1	1
392	того как	2	1
393	к чуду	1	1
394	не говоря	3	1
395	душе и	1	1
396	своего существования	1	1
397	но такая	1	1
398	одним этим	1	1
399	с и	1	1
400	из их	1	1
401	и уже	4	1
402	для всех	3	1
403	до их	1	1
404	во всем	2	1
405	в изложении	1	1
406	как не	2	1
407	своей болезни	1	1
408	как-то особенно	1	1
409	даже самая	1	1
410	самих этих	1	1
411	однако это	1	1
412	ему не	1	1
413	на молитву	1	1
414	стремящееся к	1	1
415	в четвертом	1	1
416	именно оно	1	1
417	в специальном	1	1
418	могут быть	3	1
419	отличается от	1	1
420	по характеру	2	1
421	истории только	1	1
422	на самый	1	1
423	не предполагает	1	1
424	состояний или	1	1
425	от друга	1	1
426	здесь говорить	1	1
427	в виду	9	1
428	только то	1	1
429	верит в	1	1
430	и совершенно	1	1
431	и когда	2	1
432	переход к	1	1
433	ясно что	11	1
434	мог бы	2	1
435	осуществляется в	2	1
436	том как	2	1
437	встречу двух	1	1
438	и чтобы	1	1
439	и вообще	7	1
440	как формы	3	1
441	и смерть	1	1
442	как наивно	1	1
443	и вся	1	1
444	и здесь	1	1
445	границу а	1	1
446	и та	3	1
447	определенным образом	1	1
448	в глаза	1	1
449	свою историю	2	1
450	ее и	1	1
451	ни слова	1	1
452	к слову	1	1
453	солнца и	2	1
454	история а	1	1
455	под именем	1	1
456	в греческой	1	1
457	во всех	2	1
458	нем не	1	1
459	с нами	1	1
460	рассуждение о	1	1
461	что и	6	1
462	крайней мере	7	1
463	чем и	1	1
464	не более	1	1
465	вслед за	1	1
466	все время	1	1
467	человека как	1	1
468	как результат	1	1
469	в него	1	1
470	и мы	7	1
471	в вечно	1	1
472	с той	2	1
473	оно и	3	1
474	чуда как	5	1
475	тот же	1	1
476	одной из	2	1
477	но обычно	1	1
478	зрения в	1	1
479	не само	1	1
480	бы из	1	1
481	становления в	1	1
482	даже если	1	1
483	бы ни	2	1
484	их не	1	1
485	с одной	1	1
486	которые мы	2	1
487	внимание что	1	1
488	и событий	2	1
489	отрешенный от	1	1
490	но о	2	1
491	на всем	1	1
492	понятие которое	1	1
493	и у	1	1
494	уже в	1	1
495	у них	1	1
496	не из	1	1
497	времени когда	3	1
498	в душе	1	1
499	только одно	1	1
500	их как	1	1
501	этом в	1	1
502	а то	1	1
503	на лоне	1	1
504	бытия и	4	1
505	случае не	2	1
506	само по	4	1
507	которые могут	1	1
508	человек как	1	1
509	тем что	2	1
510	не просто	7	1
511	на том	1	1
512	и всякий	1	1
513	друг от	1	1
514	народов и	1	1
515	это будет	3	1
516	которое мы	1	1
517	только смысл	1	1
518	по смыслу	2	1
519	а стало	2	1
520	и смысловую	1	1
521	даже не	2	1
522	если только	1	1
523	до этого	1	1
524	и нельзя	2	1
525	а именно	6	1
526	для этого	2	1
527	которая обладает	1	1
528	же о	2	1
529	мы еще	2	1
530	и знает	1	1
531	что для	1	1
532	говорит о	3	1
533	и опять	1	1
534	на этот	1	1
535	а главное	1	1
536	выше и	1	1
537	уже до	1	1
538	его как	2	1
539	понятие о	2	1
540	когда она	3	1
541	тогда было	1	1
542	января г	1	1
543	и слово	2	1
544	ближе к	1	1
545	на фоне	1	1
546	о себе	1	1
547	в лесу	1	1
548	так же	4	1
549	из мира	1	1
550	субъекта и	5	1
551	и потому	3	1
552	не удается	1	1
553	надо было	3	1
554	в человеке	2	1
555	без которых	1	1
556	не художественные	1	1
557	она есть	10	1
558	формы бытия	1	1
559	наряду с	1	1
560	тем кто	1	1
561	его имело	1	1
562	это его	1	1
563	по условиям	1	1
564	не можем	1	1
565	ней не	1	1
566	в контексте	1	1
567	на другое	3	1
568	художественное произведение	2	1
569	установки и	1	1
570	под собой	2	1
571	как один	1	1
572	своей жизни	1	1
573	но это	4	1
574	при условии	2	1
575	все это	9	1
576	тут тоже	2	1
577	этой необходимости	1	1
578	и грубых	1	1
579	сам же	1	1
580	отношениях к	1	1
581	одного и	1	1
582	указать на	1	1
583	не имея	1	1
584	при таком	2	1
585	настоящего и	1	1
586	сознания и	3	1
587	какие только	1	1
588	о котором	1	1
589	человек и	1	1
590	в голову	1	1
591	не самого	1	1
592	или другой	3	1
593	собственно говоря	2	1
594	так она	1	1
595	тем более	6	1
596	у которого	1	1
597	будто бы	1	1
598	все они	1	1
599	теперь же	1	1
600	отношении к	2	1
601	историческое событие	1	1
602	не замечают	1	1
603	оказывается и	1	1
604	это все	2	1
605	не знает	1	1
606	совершенно не	3	1
607	остается на	1	1
608	поведения в	1	1
609	только о	3	1
610	в свое	2	1
611	жизни мы	1	1
612	не верят	1	1
613	сущности в	1	1
614	случае если	1	1
615	к этому	3	1
616	точно так	2	1
617	это время	1	1
618	не имеющее	1	1
619	которая не	2	1
