N	2gram	Tiupa_Disk_1	EvropaiE
1	и в	16	37
2	в пределах	2	25
3	точки зрения	3	23
4	что в	4	21
5	не только	28	18
6	с точки	1	17
7	в то	3	16
8	то же	7	15
9	хотя бы	3	15
10	отношении к	1	15
11	в своем	6	14
12	но в	8	14
13	же время	4	14
14	в качестве	34	14
15	но и	14	14
16	и не	11	14
17	в этом	15	12
18	в их	5	11
19	в области	1	11
20	в том	23	11
21	так и	8	10
22	отнюдь не	8	9
23	в себе	7	9
24	только в	7	9
25	прежде всего	11	9
26	не может	9	9
27	в смысле	1	9
28	в ее	3	8
29	было бы	1	8
30	в своей	5	8
31	к тому	5	8
32	между тем	4	8
33	с одной	9	8
34	одной стороны	9	8
35	также и	3	7
36	а также	8	7
37	того что	3	7
38	с другой	10	7
39	как и	16	7
40	по своему	3	7
41	может быть	17	6
42	и на	5	6
43	во всех	5	6
44	стороны и	2	6
45	на то	1	6
46	то есть	20	6
47	том что	19	6
48	вслед за	1	6
49	и даже	3	6
50	как бы	5	6
51	с этой	1	6
52	то что	5	6
53	столь же	3	5
54	но не	11	5
55	не в	7	5
56	в россии	1	5
57	и по	2	5
58	к мировому	1	5
59	тем самым	1	5
60	как мы	2	5
61	одной из	4	5
62	в виде	1	5
63	со стороны	7	5
64	от этого	1	5
65	в частности	9	5
66	и потому	3	5
67	в той	1	5
68	мы не	1	4
69	вопрос о	1	4
70	в полной	1	4
71	независимо от	1	4
72	россии в	1	4
73	в самом	3	4
74	того или	2	4
75	несмотря на	1	4
76	лежат в	1	4
77	как совокупность	1	4
78	не имеет	1	4
79	и притом	1	4
80	в процессе	5	4
81	той или	3	4
82	по себе	3	4
83	можно сказать	5	4
84	тем более	1	4
85	именно в	3	4
86	или иной	5	4
87	не на	1	4
88	мира в	3	4
89	как это	1	4
90	сказать что	3	4
91	или иного	1	4
92	культуры в	1	4
93	в каком	1	4
94	идет о	1	3
95	бы и	1	3
96	на себя	2	3
97	того же	3	3
98	как в	10	3
99	когда он	2	3
100	и к	4	3
101	себе не	3	3
102	или иную	1	3
103	всего лишь	1	3
104	представляет собой	17	3
105	в известном	1	3
106	в определенном	1	3
107	мы можем	1	3
108	не будет	1	3
109	большинстве случаев	1	3
110	и мы	1	3
111	этом смысле	1	3
112	и тем	2	3
113	в них	4	3
114	с тем	1	3
115	мы видели	1	3
116	во второй	1	3
117	в которых	4	3
118	их отношении	1	3
119	дело в	1	3
120	никогда не	2	3
121	потому что	4	3
122	во все	1	3
123	о том	8	3
124	что и	3	3
125	отметить что	1	3
126	известном смысле	1	3
127	всяком случае	1	3
128	различия в	1	3
129	в данной	3	3
130	из них	3	3
131	ту или	1	3
132	очевидно что	1	3
133	в известной	1	3
134	в прошлом	1	3
135	к ним	3	3
136	тем что	3	3
137	этом отношении	1	3
138	по своим	4	3
139	и прежде	1	3
140	в свою	3	3
141	говорит о	1	3
142	связано с	1	3
143	в данном	5	3
144	в культуре	2	3
145	не является	4	3
146	известной степени	2	3
147	и от	1	3
148	в результате	1	3
149	не более	2	3
150	жизни в	2	3
151	на своем	1	3
152	в таком	1	3
153	во всяком	2	3
154	и то	1	2
155	по преимуществу	1	2
156	из того	1	2
157	меньшей степени	1	2
158	культурной традиции	1	2
159	на них	1	2
160	между собой	2	2
161	он сам	1	2
162	но как	2	2
163	точка зрения	2	2
164	в сторону	4	2
165	и чем	1	2
166	как их	2	2
167	в истории	4	2
168	более чем	2	2
169	его на	1	2
170	с этим	3	2
171	хотя и	2	2
172	целый ряд	2	2
173	тому или	1	2
174	и как	6	2
175	что это	1	2
176	в этой	2	2
177	всего к	1	2
178	что к	1	2
179	в случае	1	2
180	этот процесс	1	2
181	он не	1	2
182	или иному	1	2
183	в силу	5	2
184	таким образом	3	2
185	в мире	1	2
186	заключается в	3	2
187	с другими	1	2
188	например с	1	2
189	для них	1	2
190	далеко не	10	2
191	в своих	3	2
192	иначе говоря	2	2
193	и того	3	2
194	в этих	1	2
195	или точнее	1	2
196	в котором	5	2
197	представление о	1	2
198	не к	1	2
199	и более	1	2
200	без посредства	1	2
201	по своей	11	2
202	как будто	1	2
203	что на	1	2
204	к той	3	2
205	не могут	1	2
206	могут быть	4	2
207	случаях когда	1	2
208	всего в	1	2
209	но также	1	2
210	имеет место	3	2
211	но по	1	2
212	как не	3	2
213	свою очередь	3	2
214	говоря уже	2	2
215	данном случае	2	2
216	мог бы	1	2
217	если бы	1	2
218	и что	2	2
219	в значительной	2	2
220	и во	2	2
221	к нему	1	2
222	во втором	4	2
223	в его	7	2
224	и существенно	1	2
225	мы должны	1	2
226	в сферу	3	2
227	в какой	2	2
228	начало в	1	2
229	и теперь	1	2
230	есть в	2	2
231	в большинстве	1	2
232	если в	1	2
233	при помощи	1	2
234	и других	1	2
235	в одном	2	2
236	какой-либо иной	1	2
237	заметить что	2	2
238	а именно	1	2
239	а не	22	2
240	следовало бы	1	2
241	вместе с	1	2
242	наряду с	1	2
243	что же	2	2
244	для понимания	2	2
245	или в	2	2
246	культуры не	1	2
247	и все	2	2
248	ни столь	2	2
249	всех прочих	1	2
250	исключительно в	1	2
251	а в	5	2
252	не есть	2	2
253	не говоря	2	2
254	другой стороны	3	2
255	частности в	2	2
256	как известно	1	1
257	например в	2	1
258	в тех	2	1
259	не делает	1	1
260	некоторые из	1	1
261	и это	1	1
262	с природой	1	1
263	от своей	1	1
264	и до	1	1
265	речь идет	1	1
266	противном случае	1	1
267	состояния в	1	1
268	той же	1	1
269	например то	1	1
270	определенного рода	1	1
271	чтобы не	1	1
272	говорить о	1	1
273	которое не	1	1
274	когда мы	1	1
275	в каждой	3	1
276	чем то	1	1
277	не важнейшим	1	1
278	быть в	1	1
279	что его	1	1
280	истории в	1	1
281	с его	4	1
282	по отношению	9	1
283	в новом	2	1
284	тогда как	19	1
285	отличие от	5	1
286	за пределы	2	1
287	в одной	3	1
288	в рамках	5	1
289	человеческого бытия	1	1
290	все же	3	1
291	в противном	1	1
292	не утратила	1	1
293	тех случаях	1	1
294	не являются	1	1
295	его к	1	1
296	более или	2	1
297	таковы например	1	1
298	он в	1	1
299	в нашем	1	1
300	которые в	1	1
301	поскольку в	2	1
302	прав и	1	1
303	для возникновения	1	1
304	с их	1	1
305	значение так	1	1
306	но его	1	1
307	тому же	5	1
308	и те	1	1
309	на его	4	1
