N	3gram	Bakhtin_Fr_8	slovoVRo
1	то же время	10	12
2	в то же	10	12
3	в узком смысле	2	10
4	в той или	1	9
5	той или иной	1	9
6	или иной степени	1	9
7	с точки зрения	2	8
8	в большинстве случаев	6	6
9	и в то	5	5
10	зрения на мир	1	4
11	и в особенности	2	4
12	как мы сказали	1	4
13	с одной стороны	2	4
14	с другой стороны	2	4
15	большей или меньшей	3	4
16	но в то	2	4
17	и единственного языка	1	3
18	в данном случае	2	3
19	в большей или	3	3
20	или меньшей степени	3	3
21	более или менее	2	3
22	таким образом в	1	3
23	так и в	1	3
24	выходит за пределы	1	3
25	во всех сферах	1	3
26	точка зрения на	1	2
27	мы уже сказали	1	2
28	и там где	1	2
29	до сих пор	8	2
30	стилистической жизни слова	1	2
31	до известной степени	1	2
32	в основе их	2	2
33	и др и	1	2
34	эти слова и	1	2
35	единого национального языка	1	2
36	автора к языку	1	2
37	в то время	2	2
38	к языку и	1	2
39	в известном смысле	1	2
40	и в этом	1	2
41	на том же	1	2
42	до конца ни	1	2
43	слова в романе	1	2
44	как бы ни	1	2
45	в пределах одной	1	2
46	в особенности на	2	2
47	как мы уже	2	2
48	можно было бы	1	2
49	друг с другом	1	2
50	результате этой работы	1	1
51	а не к	1	1
52	а следовательно и	1	1
53	в нем до	1	1
54	прямо сказать что	1	1
55	здесь как бы	2	1
56	между собой в	1	1
57	говорит не на	1	1
58	прежде всего в	1	1
59	дело в том	2	1
60	бы ни был	1	1
61	как мы видим	1	1
62	с одним из	2	1
63	то есть уже	1	1
64	и так сказать	1	1
65	и других языков	1	1
66	является в сущности	1	1
67	в этом языке	1	1
68	в нем и	2	1
69	к диалектам и	1	1
70	уст которых он	1	1
71	же время в	1	1
72	только в условиях	1	1
73	большинстве случаев не	1	1
74	в отличие от	1	1
75	заложенные в них	1	1
76	бы то ни	2	1
77	но и в	1	1
78	одна из существеннейших	1	1
79	на самом же	1	1
80	в этом отношении	1	1
81	или наоборот как	1	1
82	во всех областях	2	1
83	вовсе не были	1	1
84	перед нами типичная	1	1
85	интерес к диалектам	1	1
86	языка и стиля	1	1
87	жизни слова в	1	1
88	может быть и	1	1
89	он присутствовал при	1	1
90	языков и диалектов	1	1
91	и в частности	1	1
92	национального языка и	1	1
93	ни с одним	2	1
94	и в них	2	1
95	начинает звучать как	1	1
96	то ни было	1	1
97	есть таких которые	1	1
98	как у рабле	1	1
99	высказываний в пределах	1	1
100	а также и	1	1
101	и в отношении	1	1
102	обстоит дело с	1	1
103	сложнее обстоит дело	1	1
104	во всех этих	1	1
105	нем до конца	1	1
106	автора и его	1	1
107	бы оно ни	1	1
108	можно прямо сказать	1	1
109	все эти формы	1	1
110	не может быть	2	1
111	в свое время	1	1
112	до наших дней	1	1
113	и до наших	1	1
114	здесь перед нами	1	1
115	о том что	2	1
116	оно ни было	1	1
117	они не только	1	1
118	основе их лежат	1	1
119	не был бы	1	1
120	и некоторые другие	1	1
121	не на языке	1	1
122	в сущности и	1	1
123	все эти слова	1	1
124	никогда не может	1	1
125	как раз те	1	1
126	же время этот	1	1
127	на протяжении всего	1	1
128	еще далеко не	1	1
129	если бы мы	1	1
130	в результате этой	1	1
131	какая бы то	1	1
132	с самого начала	1	1
133	никогда не бывает	1	1
134	не только не	2	1
135	эпохи и в	2	1
136	и прежде всего	1	1
137	включает в себя	1	1
138	и не могут	1	1
139	можно сказать что	2	1
140	существенную роль в	2	1
141	к языку как	1	1
142	труда и быта	1	1
143	органически и стройно	1	1
144	лишь там где	1	1
145	мы видим что	2	1
146	и борьба с	1	1
147	с жизнью и	1	1
148	самом же деле	1	1
149	для того чтобы	2	1
150	в том что	6	1
151	как и в	4	1
152	языковой и речевой	1	1
153	как мы видели	2	1
154	на мир и	1	1
