N	4gram	Vinokur_Ku_2	Myshleni
1	заключается в том что	1	4
2	с этой точки зрения	2	4
3	состоит в том что	1	3
4	приводит к тому что	1	2
5	одной и той же	1	2
6	той мере в какой	1	2
7	точно так же как	2	2
8	лишь в той мере	1	2
9	в той мере в	1	2
10	находит свое выражение в	1	2
11	в то время как	1	2
12	о том что в	1	1
13	для того чтобы понять	1	1
14	именно в силу своей	1	1
15	в каждый данный момент	2	1
16	а следовательно и в	1	1
17	можно говорить и о	1	1
18	не что иное как	1	1
19	как это имеет место	1	1
20	несмотря на то что	1	1
21	в этом случае он	1	1
22	до тех пор пока	1	1
23	в качестве одного из	1	1
24	речи но для того	1	1
25	но для того чтобы	1	1
26	только в том что	1	1
27	только потому что они	1	1
28	одном и том же	1	1
29	есть не что иное	1	1
