N	2gram	Losev_Prob_1	Tvorches
1	у достоевского	1	28
2	и в	32	21
3	как бы	14	17
4	в то	6	15
5	то же	10	13
6	из подполья	2	13
7	времени в	1	13
8	в его	6	13
9	то есть	33	12
10	как и	3	12
11	что в	12	12
12	с его	2	11
13	том что	12	11
14	все это	7	10
15	в романе	1	10
16	как в	4	8
17	он не	3	8
18	то что	42	8
19	в году	1	7
20	и на	8	7
21	но в	14	7
22	не только	17	7
23	при этом	6	7
24	тем самым	4	7
25	и не	31	7
26	в том	9	7
27	в этом	19	6
28	человека в	1	6
29	в котором	5	6
30	не менее	19	6
31	и его	3	6
32	он сам	2	6
33	о том	11	6
34	и все	7	6
35	что он	7	6
36	для него	2	6
37	xix века	1	6
38	а в	4	6
39	преступление и	1	5
40	отнюдь не	10	5
41	все же	1	5
42	в этой	10	5
43	таким образом	6	5
44	вовсе не	35	5
45	потому что	16	5
46	как будто	3	5
47	только в	7	5
48	может быть	14	5
49	а не	15	5
50	но это	8	5
51	хотя бы	3	5
52	не имеют	5	4
53	из всех	1	4
54	в своем	5	4
55	и как	6	4
56	в записках	1	4
57	это не	6	4
58	в своей	8	4
59	не случайно	1	4
60	прежде всего	10	4
61	в момент	1	4
62	не может	8	4
63	и наказание	1	4
64	и от	1	4
65	в основном	1	4
66	один из	4	4
67	с большой	1	4
68	одним из	1	4
69	я и	2	3
70	ту же	1	3
71	и т	11	3
72	на самом	6	3
73	той же	1	3
74	я не	1	3
75	что я	1	3
76	со всеми	2	3
77	хотя и	6	3
78	в самом	6	3
79	сливается с	1	3
80	тут и	1	3
81	в нем	13	3
82	в россии	1	3
83	на его	2	3
84	в каждом	1	3
85	что все	3	3
86	и с	2	3
87	и других	1	3
88	на протяжении	1	3
89	далеко не	5	3
90	в их	4	3
91	место в	1	3
92	представление о	1	3
93	даже в	1	3
94	дело не	1	3
95	дело в	3	3
96	никогда не	7	3
97	с ее	1	3
98	в бесах	1	3
99	в дальнейшем	4	3
100	с ним	3	3
101	в ту	1	3
102	того что	7	3
103	который в	1	3
104	уже не	3	3
105	уже в	3	3
106	записках из	1	3
107	в виде	15	3
108	говорит о	3	3
109	не так	1	3
110	так как	11	3
111	в которой	2	3
112	связан с	1	3
113	и даже	11	3
114	с другой	3	3
115	но и	9	3
116	что человек	1	3
117	к человеку	1	3
118	в идиоте	1	3
119	ни на	4	3
120	но не	9	3
121	он говорит	1	3
122	не существует	6	3
123	просто не	1	3
124	утверждал что	1	3
125	но если	2	3
126	жизни и	1	3
127	ее в	2	3
128	это в	1	3
129	так же	9	3
130	себя как	1	2
131	в нашей	1	2
132	того же	3	2
133	самом деле	6	2
134	в первом	2	2
135	по преимуществу	2	2
136	действительности и	5	2
137	есть не	6	2
138	на первом	1	2
139	но она	3	2
140	кто же	1	2
141	и высокое	1	2
142	не нужно	3	2
143	во имя	1	2
144	в чем	3	2
145	не то	2	2
146	если в	1	2
147	в одной	1	2
148	говорит что	1	2
149	то в	5	2
150	но его	1	2
151	в себе	15	2
152	что она	5	2
153	тем не	18	2
154	отношений между	1	2
155	у пушкина	2	2
156	не будет	2	2
157	о котором	1	2
158	а по	1	2
159	действительности в	3	2
160	известно что	1	2
161	и тем	13	2
162	в данном	9	2
163	и того	2	2
164	в этих	3	2
165	и диалектика	1	2
166	не в	4	2
167	самое время	4	2
168	но он	3	2
169	по крайней	2	2
170	т п	1	2
171	однако в	2	2
172	между людьми	1	2
173	сам достоевский	1	2
174	одна из	1	2
175	и притом	4	2
176	в основе	1	2
177	но только	2	2
178	к ней	1	2
179	свидетельствует о	3	2
180	которого он	2	2
181	иван карамазов	1	2
182	могут быть	2	2
183	является одним	1	2
184	к тому	3	2
185	а что	1	2
186	отказаться от	1	2
187	где он	1	2
188	в жизни	3	2
189	это время	1	2
190	в виду	6	2
191	данном случае	8	2
192	мысль о	1	2
193	этот роман	1	2
194	на том	4	2
195	так и	12	2
196	здесь нет	2	2
197	об этом	10	2
198	можно сказать	5	2
199	из других	2	2
200	слова из	1	2
201	и та	1	2
202	настоящее время	3	2
203	и будет	1	2
204	одного из	1	2
205	что его	3	2
206	переходит в	1	2
207	во всей	3	2
208	крайней мере	2	2
209	вот в	2	2
210	в литературе	4	2
211	значит что	3	2
212	тот же	1	2
213	больше чем	2	2
214	в качестве	2	2
215	человека с	1	2
216	так что	6	2
217	же и	3	2
218	от других	2	2
219	при помощи	13	2
220	из них	3	2
221	мы находим	2	2
222	только на	4	2
223	именно в	4	2
224	что не	3	2
225	что для	2	2
226	с которым	1	2
227	его как	2	2
228	мира в	1	2
229	вместе с	2	2
230	в него	2	2
231	времени а	1	2
232	вокруг себя	1	2
233	перед нами	5	2
234	в одно	4	2
235	для этой	1	2
236	или в	4	2
237	который является	2	2
238	ее и	1	2
239	из себя	1	2
240	медный всадник	1	2
241	только что	2	2
242	на смену	1	2
243	не знает	1	2
244	сказать что	13	2
245	одновременно и	1	2
246	себе не	3	2
247	время он	1	2
248	к этому	1	2
249	точно так	4	2
250	гораздо более	2	2
251	говорили о	1	1
252	этого в	1	1
253	говорили уже	1	1
254	же как	2	1
255	чтобы не	1	1
256	переход от	1	1
257	основан на	1	1
258	и есть	6	1
259	не признает	1	1
260	очень много	3	1
261	из самых	1	1
262	и до	2	1
263	сам автор	1	1
264	оно было	1	1
265	от которых	1	1
266	был и	1	1
267	которое может	1	1
268	и этот	1	1
269	уже по	1	1
270	также и	11	1
271	мы уже	5	1
272	которые вовсе	1	1
273	мы имеем	2	1
274	что если	2	1
