N	2gram	Bakhtin_Fr_3	RusskieA
1	и в	40	36
2	не только	13	22
3	том что	4	19
4	что в	12	19
5	в том	8	17
6	но и	11	16
7	так как	4	15
8	во время	8	14
9	и другие	2	13
10	в этом	15	12
11	в других	3	11
12	и т	1	10
13	в xix	1	10
14	и на	8	10
15	в этот	2	10
16	это не	2	10
17	как и	11	10
18	как мы	10	10
19	вместе с	3	10
20	потому что	2	10
21	об этом	3	9
22	а в	3	9
23	и по	1	8
24	с тем	1	8
25	у нас	4	8
26	о том	4	8
27	один из	4	8
28	мы увидим	2	8
29	из них	4	8
30	может быть	9	8
31	как это	1	8
32	что они	1	7
33	так и	3	7
34	между тем	3	7
35	что и	3	7
36	и других	6	7
37	мы не	2	6
38	в виде	1	6
39	так например	1	6
40	таким образом	10	6
41	при этом	3	6
42	видно что	4	6
43	не имеет	1	6
44	в них	9	6
45	и не	13	6
46	все это	4	6
47	будто бы	1	6
48	то что	5	6
49	как в	3	5
50	все же	2	5
51	во многих	1	5
52	показывает что	1	5
53	при изучении	1	5
54	как будто	1	5
55	там же	1	5
56	год и	1	5
57	с ними	1	5
58	и у	2	5
59	одно из	3	5
60	в течение	2	5
61	как бы	3	5
62	этом случае	1	5
63	с в	2	4
64	г в	1	4
65	мы имеем	1	4
66	не совсем	1	4
67	еще не	3	4
68	во всех	6	4
69	в эти	2	4
70	представляет собой	1	4
71	праздников и	1	4
72	по улицам	1	4
73	из этих	2	4
74	в их	4	4
75	что этот	1	4
76	тому что	1	4
77	вплоть до	3	4
78	одна из	3	4
79	связи с	6	4
80	изображается как	1	4
81	что на	1	4
82	так в	4	4
83	еще в	3	4
84	и что	1	4
85	и их	1	4
86	тем что	3	4
87	и др	7	4
88	в тех	1	4
89	того что	1	4
90	но это	3	4
91	в связи	5	4
92	не может	3	4
93	только в	3	4
94	к этому	6	4
95	представление о	2	3
96	своего рода	2	3
97	в своем	7	3
98	что это	1	3
99	думать что	2	3
100	связанные с	3	3
101	в основном	4	3
102	на этом	2	3
103	то же	7	3
104	но все	3	3
105	для них	1	3
106	далеко не	2	3
107	несмотря на	1	3
108	в этих	6	3
109	точки зрения	2	3
110	к тем	2	3
111	таким же	1	3
112	с точки	1	3
113	она в	1	3
114	но они	1	3
115	их в	3	3
116	не менее	2	3
117	улицам и	1	3
118	в разных	2	3
119	ничего не	1	3
120	к жизни	2	3
121	не с	1	3
122	других местах	3	3
123	начиная с	3	3
124	то есть	18	3
125	настоящее время	1	3
126	а также	4	3
127	от них	1	3
128	связаны с	5	3
129	всякого рода	1	3
130	этого праздника	1	3
131	в качестве	1	3
132	только на	4	3
133	слова в	2	3
134	в одном	7	3
135	много и	1	3
136	из приведенных	1	3
137	в области	4	3
138	и из	1	3
139	о чем	2	3
140	так же	1	3
141	по содержанию	1	3
142	в уже	1	3
143	в это	1	3
144	этого слова	2	3
145	в настоящее	1	3
146	в целях	1	3
147	и к	3	3
148	в праздник	1	3
149	в свою	1	3
150	ко времени	1	3
151	как известно	2	2
152	труд о	1	2
153	например в	2	2
154	переход от	2	2
155	на тех	1	2
156	что иное	1	2
157	они были	3	2
158	в числе	1	2
159	в ней	4	2
160	он был	3	2
161	иное как	1	2
162	это имеет	1	2
163	на самом	3	2
164	но не	2	2
165	к слову	1	2
166	обряды и	1	2
167	отнюдь не	1	2
168	как по	1	2
169	с этим	2	2
170	и как	3	2
171	его к	2	2
172	но в	8	2
173	в целом	2	2
174	все эти	8	2
175	в нашем	4	2
176	в дальнейшем	2	2
177	и до	8	2
178	как он	2	2
179	после чего	1	2
180	для обозначения	1	2
181	к весне	1	2
182	в нем	5	2
183	всех этих	3	2
184	в году	5	2
185	главным образом	1	2
186	и с	8	2
187	особенно широко	1	2
188	такой же	1	2
189	в один	2	2
190	месяца в	2	2
191	и более	1	2
192	том же	2	2
193	для этого	3	2
194	этой работы	1	2
195	новым годом	1	2
196	у него	8	2
197	судя по	1	2
198	именно с	1	2
199	так называемый	1	2
200	до того	2	2
201	но даже	1	2
202	и здесь	4	2
203	сходство с	1	2
204	области изучения	1	2
205	они и	2	2
206	как они	1	2
207	свою очередь	1	2
208	эти представления	1	2
209	в в	1	2
210	интересный и	1	2
211	в более	3	2
212	в образе	1	2
213	с ним	1	2
214	можно объяснить	1	2
215	на все	1	2
216	на что	1	2
217	связь между	3	2
218	к борьбе	2	2
219	в его	13	2
220	в свете	3	2
221	так что	1	2
222	в прошлом	1	2
223	но что	1	2
224	тут же	2	2
225	он так	1	2
226	не было	5	2
227	в особенности	5	2
228	не были	2	2
229	чем в	1	2
230	народного творчества	1	2
231	такое же	1	2
232	по нескольку	1	2
233	до конца	6	2
234	не на	1	2
235	а не	5	2
236	на весь	1	2
237	в частности	3	2
238	и потому	4	2
239	относятся к	1	2
240	судить по	1	2
241	там где	3	2
242	довольно много	1	2
243	быть и	1	2
244	только для	3	2
245	судить о	1	2
246	между собой	1	2
247	мы видим	5	2
248	и для	5	2
249	или в	1	2
250	когда он	1	2
251	в народной	1	2
252	не что	1	2
253	в своих	5	2
254	нас не	1	2
255	границы между	1	1
256	говоря о	1	1
257	не думает	1	1
258	также и	4	1
259	переходит к	1	1
260	самом деле	3	1
261	в приведенном	3	1
262	в первом	1	1
263	из самых	2	1
264	по преимуществу	2	1
265	и ее	2	1
266	оно было	1	1
267	собственном смысле	1	1
268	с таким	1	1
269	над ней	1	1
270	включая и	2	1
271	мы уже	13	1
272	из всех	4	1
273	в несколько	1	1
274	и свободы	1	1
275	или наоборот	1	1
276	не во	1	1
277	на глазах	1	1
278	фигурируют в	1	1
279	был еще	2	1
280	того же	2	1
281	и он	1	1
282	и был	2	1
283	в отличие	3	1
284	на них	2	1
285	не был	2	1
286	всего этого	1	1
287	с его	3	1
288	а следовательно	1	1
289	на основе	2	1
290	свидетельствует ряд	1	1
291	необходимо еще	1	1
292	после смерти	1	1
293	по отношению	3	1
294	в общем	1	1
295	себе и	1	1
296	отличие от	3	1
297	значение имеет	1	1
298	относится к	1	1
299	всякой меры	1	1
300	в истории	4	1
301	что во	1	1
302	и соответствующих	1	1
303	эта связь	1	1
304	его на	1	1
305	сочетается с	2	1
306	и исследователи	1	1
307	значение его	1	1
308	народа в	1	1
309	к новому	2	1
310	перед нами	1	1
311	и наконец	3	1
312	что этим	1	1
313	тем же	2	1
314	от этого	1	1
315	поэтому и	3	1
316	в которой	2	1
317	говорят о	2	1
318	за это	1	1
319	земля и	1	1
320	по форме	1	1
321	в себе	3	1
322	материал из	1	1
323	для народа	1	1
324	что было	2	1
325	он не	9	1
326	с новым	1	1
327	он должен	1	1
328	не к	2	1
329	не как	1	1
330	в начале	3	1
331	однако он	1	1
332	подобно тому	1	1
333	с первым	1	1
334	встречаются и	1	1
335	а затем	1	1
336	здесь мы	2	1
337	в совершенно	1	1
338	о котором	1	1
339	те же	5	1
340	его в	1	1
341	xvii в	1	1
342	всех народов	1	1
343	и фарсы	1	1
344	последние строки	1	1
345	на почве	1	1
346	свою доктрину	1	1
347	этот по-видимому	1	1
348	весь мир	1	1
349	и тем	1	1
350	по всему	1	1
351	ни в	4	1
352	в этой	3	1
353	жизни то	1	1
354	не всегда	1	1
355	он и	7	1
356	мы видели	3	1
357	и благополучия	1	1
358	в развитии	1	1
359	года и	2	1
360	ряде других	1	1
361	смысл и	1	1
362	веков в	1	1
363	что между	1	1
364	и при	1	1
365	никак не	3	1
366	во времена	1	1
367	работы не	1	1
368	одном из	2	1
369	из своей	1	1
370	ее на	1	1
371	тебя в	1	1
372	но эта	1	1
373	которые в	1	1
374	такую же	1	1
375	и эти	1	1
376	не могли	1	1
377	что сам	1	1
378	сам он	1	1
379	был уже	1	1
380	изображаются как	1	1
381	в то	6	1
382	для каждого	1	1
383	дело не	3	1
384	и прочие	1	1
385	дело в	2	1
386	должны служить	1	1
387	что их	1	1
388	ее с	1	1
389	тому кто	1	1
390	описание его	1	1
391	было не	1	1
392	в основе	5	1
393	до великой	1	1
394	считает что	2	1
395	значение этого	2	1
396	ложную картину	1	1
397	каждый из	1	1
398	следовательно и	2	1
399	и проклятия	1	1
400	на землю	2	1
401	этом так	1	1
402	подробное описание	1	1
403	все стороны	1	1
404	они связаны	1	1
405	видим что	1	1
406	прежде чем	1	1
407	и его	17	1
408	особое значение	2	1
409	и сама	2	1
410	весь этот	3	1
411	доказать что	1	1
412	этом отношении	2	1
413	котором в	1	1
414	характерен для	1	1
415	ему не	2	1
416	риме во	1	1
417	в духе	7	1
418	была только	1	1
419	те кто	1	1
420	должны быть	2	1
421	более широкой	1	1
422	можно судить	1	1
423	и это	2	1
424	они должны	1	1
425	основываясь на	1	1
426	и о	4	1
427	в виду	7	1
428	данном случае	2	1
429	которые как	1	1
430	известны и	1	1
431	вина и	1	1
432	в собственном	1	1
433	нами выше	1	1
434	года этот	1	1
435	время которого	1	1
436	для нового	2	1
437	на том	1	1
438	ними иногда	1	1
439	работ и	1	1
440	и сам	2	1
441	можно было	3	1
442	здесь он	2	1
443	было в	1	1
444	каждого из	1	1
445	вошел в	1	1
446	связанных с	1	1
447	имеется в	1	1
448	которого они	1	1
449	жизнь и	1	1
450	имеется довольно	1	1
451	если бы	3	1
452	но ему	1	1
453	приводит его	2	1
454	и вообще	1	1
455	и формами	1	1
456	но здесь	2	1
457	свидетельствует о	2	1
458	что часто	1	1
459	очень ярко	1	1
460	внимание на	1	1
461	при котором	1	1
462	в риме	2	1
463	рождения и	1	1
464	можно сказать	2	1
465	нас в	2	1
466	к нему	2	1
467	но весь	1	1
468	и во	4	1
469	во втором	1	1
470	материал не	1	1
471	во всей	3	1
472	в форме	2	1
473	является по	1	1
474	наконец в	1	1
475	что бы	1	1
476	и следовательно	3	1
477	имеют более	1	1
478	мы ограничимся	1	1
479	было бы	4	1
480	не так	3	1
481	веселье и	1	1
482	что здесь	1	1
483	в отрыве	1	1
484	обе эти	1	1
485	к праздникам	1	1
486	что он	2	1
487	к их	1	1
488	и так	2	1
489	год с	1	1
490	до нас	7	1
491	который в	2	1
492	жизни как	1	1
493	том чтобы	1	1
494	плодородие земли	1	1
495	вот что	1	1
496	уже в	2	1
497	в нашей	2	1
498	же в	1	1
499	всяком случае	1	1
500	нуждается в	3	1
501	с этими	1	1
502	заметить что	1	1
503	не могут	1	1
504	перед ними	1	1
505	смерти и	1	1
506	раза в	1	1
507	что пишет	1	1
508	дают в	1	1
509	влияние на	2	1
510	с той	1	1
511	даже отдаленно	1	1
512	еще и	2	1
513	тому как	1	1
514	мы еще	6	1
515	что не	1	1
516	чем свидетельствует	1	1
517	что для	2	1
518	говорит о	1	1
519	связано с	1	1
520	в любой	1	1
521	на реку	1	1
522	об изучении	1	1
523	на которых	1	1
524	и самый	1	1
525	однако и	1	1
526	жизнь в	3	1
527	точек зрения	1	1
528	подобного рода	1	1
529	долгое время	1	1
530	мы остановимся	2	1
531	которые по	1	1
532	год на	2	1
533	под влиянием	1	1
534	прямо на	2	1
535	мы знаем	2	1
536	на год	5	1
537	но этого	1	1
538	в старом	1	1
539	некоторые из	1	1
540	с рождением	3	1
541	настоящей работы	1	1
542	из которых	1	1
543	восхваления и	1	1
544	в пределах	1	1
545	в данном	4	1
546	не дают	1	1
547	в той	6	1
548	и смерти	3	1
549	ко всему	2	1
550	в первой	2	1
551	как средство	1	1
552	есть и	2	1
553	поэтому они	1	1
554	характер этой	1	1
555	жизнь смерть	1	1
556	эти сроки	1	1
557	между формами	1	1
558	но для	1	1
559	кроме того	3	1
560	же значение	1	1
561	это как	1	1
562	под названием	1	1
563	очень интересный	1	1
564	много но	1	1
565	всем этим	2	1
566	в ноги	1	1
567	и все	9	1
568	важное значение	1	1
569	и полезно	1	1
570	его жизнь	1	1
571	на такой	2	1
572	для людей	1	1
573	в праздничные	2	1
574	но оно	1	1
575	в ад	1	1
576	как были	1	1
577	согласиться с	1	1
578	слово в	3	1
579	между ними	3	1
580	не знает	1	1
581	сказать что	3	1
582	столом и	1	1
583	с xvii	1	1
584	отношению к	2	1
585	находящихся в	1	1
586	и две	1	1
587	в заключение	4	1
588	и состоит	1	1
589	всегда была	2	1
590	жизни и	4	1
591	в таком	1	1
592	также не	1	1
593	именно здесь	1	1
