N	3gram	Medvedev_F_2	Tvorches
1	в то же	5	13
2	то же время	5	12
3	в том что	2	6
4	но в то	1	4
5	с самого начала	2	3
6	на самом деле	3	2
7	в одной из	1	2
8	является одним из	1	2
9	и т п	9	2
10	по крайней мере	1	2
11	в данном случае	1	2
12	и в то	3	2
13	в этом романе	1	2
14	тем не менее	1	2
15	что иное как	1	1
16	такое представление о	2	1
17	потому что не	1	1
18	прежде всего на	1	1
19	чуть ли не	1	1
20	гоголь и достоевский	1	1
21	как один из	1	1
22	равно как и	1	1
23	имеем в виду	1	1
24	в настоящее время	1	1
25	нам кажется что	1	1
26	что же касается	1	1
27	в отрыве от	1	1
28	в этом пункте	2	1
29	с установкой на	1	1
30	до сих пор	1	1
31	и в других	1	1
32	сами по себе	2	1
33	без всякой иронии	1	1
34	что он не	1	1
35	в отличие от	2	1
36	только то что	1	1
37	не могут быть	4	1
38	бы то ни	1	1
39	к которому стремится	1	1
40	во всей ее	1	1
41	то и другое	2	1
42	вместе с тем	4	1
43	все более и	1	1
44	совершенно естественно что	1	1
45	в этой области	1	1
46	могут быть названы	1	1
47	с одной стороны	1	1
48	в конце концов	2	1
49	но при этом	1	1
50	в связи с	10	1
51	а так сказать	1	1
52	только в качестве	1	1
53	один из возможных	1	1
54	можно только в	1	1
55	по себе а	2	1
56	в свою очередь	1	1
57	связанные с ними	1	1
58	рассказе и в	1	1
59	более и более	1	1
60	он не может	1	1
61	в более широком	1	1
62	мы имеем в	1	1
63	с другой стороны	3	1
64	не что иное	1	1
65	к тому что	2	1
66	к вопросу о	1	1
67	как и в	1	1
68	отметить что в	1	1
69	в основе этой	2	1
70	и т д	5	1
71	особое место в	1	1
