N	2gram	Propp_Isto_3	Problemy
1	и в	22	34
2	и не	12	29
3	как бы	1	27
4	что он	9	23
5	в его	3	22
6	в нем	9	19
7	может быть	11	19
8	не может	4	19
9	и все	3	19
10	как и	3	18
11	о себе	3	18
12	к себе	1	17
13	в этом	17	16
14	но в	10	16
15	и его	4	16
16	все это	1	16
17	он не	5	15
18	и с	4	15
19	прежде всего	3	15
20	то же	6	14
21	к нему	5	14
22	самом деле	1	13
23	и к	3	12
24	в то	2	12
25	потому что	3	12
26	но и	12	12
27	т е	16	12
28	на самом	2	11
29	вовсе не	2	11
30	с другим	1	11
31	то что	7	11
32	не только	14	10
33	а я	2	10
34	не в	4	9
35	героя и	1	9
36	а не	6	9
37	и т	16	8
38	с самого	1	8
39	самого начала	1	8
40	никогда не	3	8
41	с ним	1	8
42	в другом	2	8
43	себя и	1	8
44	так же	3	8
45	что же	1	8
46	и для	2	8
47	точки зрения	2	8
48	я не	3	7
49	как будто	2	7
50	как мы	8	7
51	и даже	2	7
52	что не	2	7
53	там где	7	7
54	этого слова	1	7
55	все же	5	7
56	что в	15	7
57	мы уже	6	6
58	и на	4	6
59	отношение к	4	6
60	что они	8	6
61	в пределах	4	6
62	что у	3	6
63	в плане	1	6
64	я все	1	6
65	у меня	5	6
66	так и	2	6
67	только в	4	6
68	от него	2	6
69	с ними	3	6
70	не знает	1	6
71	отношению к	2	6
72	на них	1	5
73	он сам	1	5
74	в чем	3	5
75	по отношению	2	5
76	и у	3	5
77	что это	1	5
78	в целом	3	5
79	и вот	2	5
80	но все	2	5
81	с тем	2	5
82	он и	3	5
83	не мог	2	5
84	даже в	2	5
85	таким образом	10	5
86	к тому	3	5
87	и сам	1	5
88	я теперь	2	5
89	и что	2	5
90	что и	9	5
91	это не	6	5
92	все время	2	5
93	того что	5	5
94	и так	2	5
95	так что	5	5
96	из них	7	5
97	всяком случае	2	5
98	в одном	2	5
99	себе и	2	5
100	ну так	1	5
101	к своему	1	5
102	и от	3	5
103	мы должны	7	5
104	хотя бы	1	5
105	а в	6	5
106	что ты	4	5
107	героя в	1	5
108	во всяком	2	5
109	смерти отца	1	4
110	еще не	10	4
111	но не	7	4
112	но как	1	4
113	как в	2	4
114	он в	1	4
115	все эти	4	4
116	на его	3	4
117	при этом	2	4
118	на этом	4	4
119	в мире	1	4
120	его в	3	4
121	с другими	1	4
122	ни в	2	4
123	все равно	3	4
124	с точки	1	4
125	но это	3	4
126	друг другу	2	4
127	меня не	1	4
128	ничего не	6	4
129	и это	2	4
130	если бы	6	4
131	и прежде	1	4
132	только на	2	4
133	в виде	2	4
134	в начале	1	4
135	так как	7	4
136	у него	3	4
137	с другой	7	4
138	тем что	4	4
139	человека как	1	4
140	вместе с	9	4
141	мы остановимся	1	4
142	да и	2	4
143	из своего	1	4
144	бы его	1	4
145	кто бы	1	3
146	в такой	1	3
147	и то	2	3
148	как я	1	3
149	в ней	2	3
150	что его	1	3
151	нет и	1	3
152	в одной	3	3
153	хотя и	2	3
154	и как	3	3
155	уже в	1	3
156	героя из	1	3
157	не как	1	3
158	их в	3	3
159	он все	3	3
160	его и	4	3
161	далеко не	3	3
162	мы видели	13	3
163	такой же	2	3
164	в своей	1	3
165	в котором	2	3
166	не менее	5	3
167	но он	4	3
168	по себе	1	3
169	с миром	2	3
170	как можно	1	3
171	том что	8	3
172	во всем	1	3
173	уже говорили	1	3
174	есть только	2	3
175	его за	1	3
176	где он	1	3
177	с ее	1	3
178	в ее	1	3
179	для этого	1	3
180	между тем	2	3
181	в него	2	3
182	в том	9	3
183	большинстве случаев	2	3
184	свое лицо	2	3
185	под влиянием	1	3
186	по своему	1	3
187	сам не	1	3
188	но для	1	3
189	если не	2	3
190	его к	1	3
191	только с	1	3
192	другой стороны	7	3
193	им и	1	3
194	жизни и	2	3
195	например в	2	2
196	это и	1	2
197	здесь и	2	2
198	не хочет	1	2
199	все те	1	2
200	и этот	1	2
201	той же	2	2
202	а как	1	2
203	время от	2	2
204	же ты	1	2
205	из братьев	4	2
206	мы и	1	2
207	и он	2	2
208	меня в	1	2
209	в которых	2	2
210	столь же	1	2
211	мысль что	1	2
212	бы не	1	2
213	в сторону	2	2
214	ними а	1	2
215	с этим	8	2
216	по которому	1	2
217	в своем	2	2
218	в этот	2	2
219	уже с	3	2
220	в большинстве	1	2
221	тому же	2	2
222	вообще не	1	2
223	т д	15	2
224	всех этих	2	2
225	друг с	1	2
226	подобно тому	1	2
227	же не	2	2
228	входит в	1	2
229	было бы	3	2
230	в жизни	2	2
231	по всему	1	2
232	в них	6	2
233	если я	3	2
234	всю жизнь	2	2
235	что такое	1	2
236	она в	1	2
237	от времени	1	2
238	своего рода	1	2
239	которые в	1	2
240	тем не	5	2
241	войти в	1	2
242	однако в	1	2
243	на всю	1	2
244	во время	6	2
245	о них	1	2
246	этом случае	5	2
247	к ней	4	2
248	как она	1	2
249	такая же	1	2
250	как на	1	2
251	ли это	2	2
252	с другом	1	2
253	очень часто	3	2
254	нет ни	1	2
255	отнюдь не	1	2
256	лежит в	1	2
257	отличается от	1	2
258	вы не	1	2
259	и говорит	9	2
260	так в	6	2
261	находится в	4	2
262	и должно	1	2
263	о том	3	2
264	на нее	3	2
265	и только	1	2
266	еще более	2	2
267	не знаю	8	2
268	быть и	3	2
269	один из	5	2
270	тот же	1	2
271	мы увидим	3	2
272	и ее	3	2
273	со всеми	1	2
274	не то	1	2
275	конечно не	1	2
276	не входит	1	2
277	уже не	7	2
278	него и	2	2
279	за ним	3	2
280	мы знаем	2	2
281	ты меня	1	2
282	остановимся только	1	2
283	друг друга	6	2
284	тогда в	1	2
285	были бы	1	2
286	связан с	2	2
287	говорит о	1	2
288	не было	2	2
289	которых мы	1	2
290	а так	1	2
291	о чем	1	2
292	вступает в	3	2
293	и потому	2	2
294	но этот	2	2
295	это в	1	2
296	смысле этого	1	2
297	тому как	1	2
298	вне этой	1	2
299	тенденция к	1	2
300	с этой	1	2
301	которой он	1	2
302	это уже	1	2
303	вопрос о	2	2
304	в другой	4	2
305	человек и	1	2
306	обращается к	1	2
307	не с	2	2
308	сказать что	3	2
309	фигурирует и	1	1
310	если вы	1	1
311	ту же	2	1
312	они думают	1	1
313	одним из	4	1
314	также и	1	1
315	человека и	1	1
316	начинается с	1	1
317	мы здесь	4	1
318	но тем	2	1
319	ясно что	1	1
320	этого он	1	1
321	в доме	12	1
322	вот бы	1	1
323	несколько иной	1	1
324	из всех	1	1
325	в несколько	1	1
326	со всех	1	1
327	а уж	1	1
328	или наоборот	2	1
329	и лицо	1	1
330	что никто	1	1
331	приводят к	1	1
332	время как	2	1
333	но она	2	1
334	то это	2	1
335	не совсем	3	1
336	уже перед	1	1
337	и заставляет	1	1
338	такое же	1	1
339	свою очередь	1	1
340	все так	1	1
341	героев или	1	1
342	тем как	1	1
343	бы она	2	1
344	видели что	4	1
345	к которой	1	1
346	всего он	1	1
347	нельзя говорить	1	1
348	к богу	1	1
349	не все	6	1
350	вступают в	2	1
351	считать ее	1	1
352	тут же	1	1
353	не просто	1	1
354	мы сейчас	2	1
355	тебе и	1	1
356	чем же	1	1
357	трудно сказать	1	1
358	сих пор	5	1
359	независимо от	2	1
360	ней в	2	1
361	и пр	11	1
362	перед нами	1	1
363	еще больше	1	1
364	бы я	1	1
365	что по	2	1
366	и каждое	1	1
367	он невидим	1	1
368	ясно и	1	1
369	и между	1	1
370	еще на	1	1
371	ни один	2	1
372	сказать о	1	1
373	за это	2	1
374	в этой	5	1
375	этому я	1	1
376	и тот	1	1
377	бы только	1	1
378	и до	1	1
379	и кто	1	1
380	роль в	2	1
381	говорит не	1	1
382	говорят о	1	1
383	говорить с	1	1
384	во многих	2	1
385	не могла	2	1
386	человек не	1	1
387	этот процесс	1	1
388	главным образом	1	1
389	после этого	2	1
390	одному из	1	1
391	весь и	1	1
392	что еще	2	1
393	в корне	1	1
394	из него	1	1
