N	3gram	Nazirov_Vr_1	Tvorches
1	преступлении и наказании	1	10
2	в преступлении и	1	10
3	то же время	4	7
4	в то же	4	7
5	в романе достоевского	1	5
6	в соответствии с	1	4
7	по нашему мнению	1	4
8	м м бахтин	1	4
9	до сих пор	1	3
10	записках из подполья	1	3
11	в зимних заметках	1	3
12	не может быть	2	3
13	зимних заметках о	1	2
14	о летних впечатлениях	1	2
15	он сам в	1	2
16	и не может	1	2
17	и в то	1	2
18	по крайней мере	1	2
19	едва ли не	1	2
20	в этой сцене	1	2
21	так же как	1	2
22	преступления и наказания	1	2
23	в том же	1	2
24	в окончательный текст	1	2
25	все же не	1	2
26	во всяком случае	1	2
27	с другой стороны	1	2
28	записки из подполья	1	2
29	заметках о летних	1	2
30	о том что	1	2
31	в том что	2	2
32	тургенев в году	1	1
33	односторонним интересно в	1	1
34	достоевского не стоит	1	1
35	а одна из	1	1
36	в в виноградов	2	1
37	кихота сервантеса достоевский	1	1
38	сервантеса смеявшегося над	1	1
39	современного испанского писателя	1	1
40	архаического смеха и	1	1
41	мая года достоевский	1	1
42	нас интересует другое	1	1
43	н к михайловского	1	1
44	любил и что	1	1
45	грустной из книг	1	1
46	и их прототипы	1	1
47	сравнивал достоевского с	1	1
48	преступление и наказание	1	1
49	о забитой лошади	1	1
50	в париже в	1	1
51	от архаического смеха	1	1
52	романа идиот и	1	1
53	о том как	1	1
54	над тем что	1	1
55	сложности понятия юмор	1	1
56	явление новых времен	1	1
57	неудачу наше чувство	1	1
58	юмор достоевского не	1	1
59	книгой в истории	1	1
60	время самой грустной	1	1
61	а н майкову	1	1
62	отличается от архаического	1	1
63	и далее я	1	1
64	для нас испанцев	1	1
65	герои романа идиот	1	1
66	по сей день	1	1
67	же быть может	1	1
68	не стоит преувеличивать	1	1
69	сам в глубине	1	1
70	что в нем	1	1
71	самой сложности понятия	1	1
72	в конце х	1	1
73	в этот период	1	1
74	начинается с дон	1	1
75	точно так же	1	1
76	в письме к	2	1
77	может как и	1	1
78	в мае года	2	1
79	сам достоевский в	1	1
80	с дон кихота	1	1
81	подменяя специальных обзоров	1	1
82	это меланхолическая улыбка	1	1
83	и считает односторонним	1	1
84	достоевского не подменяя	1	1
85	романтизма и считает	1	1
86	и что в	2	1
87	в письмах достоевского	1	1
88	такое понимание юмора	1	1
89	что он сам	1	1
90	и у чехова	1	1
91	текущей истории нравов	1	1
92	смеявшегося над тем	1	1
93	о прототипе ставрогина	1	1
94	войне и мире	1	1
95	но в то	2	1
96	тем что он	1	1
97	считает односторонним интересно	1	1
98	апреля года достоевский	1	1
99	в году в	2	1
100	начала дать лишь	1	1
101	от апреля года	1	1
102	но при этом	1	1
103	и сам достоевский	1	1
104	в году и	2	1
105	в известном смысле	1	1
106	и в этом	1	1
107	а с другой	1	1
108	глубине души любил	1	1
109	маркизом де садом	1	1
110	истории человечества и	1	1
111	в свою очередь	1	1
112	этот роман величайшей	1	1
113	в связи с	3	1
114	идиот и их	1	1
115	смеха и начинается	1	1
116	быть может как	1	1
117	конце х годов	1	1
118	что у него	1	1
119	достоевский не мог	1	1
120	книг такое понимание	1	1
121	и апреля года	1	1
122	и начинается с	1	1
123	это юмор сервантеса	1	1
124	для начала дать	1	1
125	из книг такое	1	1
126	нас испанцев настоящий	1	1
127	писателя для нас	1	1
128	же время самой	1	1
129	величайшей книгой в	2	1
130	в третий раз	1	1
131	дать лишь характеристику	1	1
132	отцов и детей	4	1
133	интересует другое достоевский	1	1
134	в то время	1	1
135	человечества и в	1	1
136	чувство юмора так	1	1
137	не дают оснований	1	1
138	признавал этот роман	1	1
139	потерпело неудачу наше	1	1
140	души любил и	1	1
141	достоевского хотя и	1	1
142	всяком случае о	1	1
143	юмор сервантеса смеявшегося	1	1
144	однако в мире	1	1
145	в истории человечества	1	1
146	у тургенева достоевский	1	1
147	это и есть	1	1
148	обзоров попытаемся для	1	1
149	достоевский признавал этот	1	1
150	попытаемся для начала	1	1
151	и никогда не	1	1
152	испанского писателя для	1	1
153	освобождения крестьян и	1	1
154	мнение современного испанского	1	1
155	этот период достоевский	1	1
156	специальных обзоров попытаемся	1	1
157	роман величайшей книгой	1	1
158	в русской литературе	3	1
159	в ту эпоху	1	1
160	еще не знал	1	1
161	так же быть	1	1
162	эпохой романтизма и	1	1
163	самом потерпело неудачу	1	1
164	но нас интересует	1	1
165	не подменяя специальных	1	1
166	юмора так же	1	1
167	характеристику самой сложности	1	1
168	в призраках и	1	1
169	сервантеса достоевский признавал	1	1
170	но это не	1	1
171	это не просто	1	1
172	как и у	3	1
173	позволительно предположить что	1	1
174	в нем самом	1	1
175	в конце жизни	1	1
176	дон кихота сервантеса	1	1
177	в твери в	1	1
178	у себя на	1	1
179	в высшей степени	1	1
180	испанцев настоящий юмор	1	1
181	нем самом потерпело	1	1
182	же время с	1	1
183	наше чувство юмора	1	1
184	с маркизом де	1	1
185	в глубине души	1	1
186	лишь характеристику самой	1	1
187	самой грустной из	1	1
188	писателя за год	1	1
189	достоевского с маркизом	1	1
