N	3gram	Losev_Dial_2	Vvedenie
1	и т д	15	36
2	в том что	6	12
3	о том что	4	12
4	в этом смысле	1	8
5	не может быть	3	8
6	тем не менее	2	8
7	до сих пор	2	6
8	в самом деле	3	6
9	то же время	4	6
10	к выводу что	1	6
11	в то же	3	6
12	и т п	2	5
13	с другой стороны	4	5
14	в широком смысле	2	5
15	что иное как	3	4
16	в этом отношении	1	4
17	по крайней мере	9	4
18	т е в	3	4
19	в данном случае	2	4
20	не только в	2	4
21	и в этом	1	4
22	по сравнению с	1	4
23	так или иначе	2	4
24	во всяком случае	2	4
25	само по себе	2	4
26	не что иное	3	4
27	с одной стороны	1	4
28	одной стороны и	1	3
29	вместе с тем	1	3
30	вопрос о том	1	3
31	в том отношении	1	3
32	и в том	1	3
33	заключается в том	1	3
34	большей или меньшей	1	3
35	том отношении что	1	3
36	можно сказать что	3	3
37	сама по себе	7	3
38	но все же	1	3
39	в свое время	1	3
40	потому что он	2	2
41	что несмотря на	1	2
42	не говоря уже	2	2
43	подобно тому как	1	2
44	то же самое	2	2
45	как будто бы	3	2
46	с точки зрения	8	2
47	принять во внимание	3	2
48	по самой своей	1	2
49	всего то что	1	2
50	что в нем	2	2
51	точно так же	1	2
52	самой своей природе	1	2
53	может быть и	3	2
54	можно представить себе	1	2
55	в самом своем	1	2
56	в конце концов	1	2
57	на задний план	1	2
58	не могут быть	2	2
59	не в том	1	2
60	в связи с	4	2
61	т д все	1	2
62	есть не что	2	2
63	вовсе не в	3	2
64	как мы уже	1	2
65	это еще не	1	2
66	это не только	1	2
67	мы уже знаем	3	2
68	может быть в	3	2
69	т д в	1	2
70	той или иной	1	2
71	но уже и	1	1
72	много общего с	1	1
73	а потому что	1	1
74	не может не	3	1
75	по себе не	3	1
76	тех пор пока	1	1
77	в той или	2	1
78	сказать что он	1	1
79	мы говорим о	1	1
80	только потому что	1	1
81	того что в	1	1
82	более или менее	2	1
83	так как и	2	1
84	тему о том	1	1
85	чтобы убедиться в	1	1
86	но зато она	1	1
87	на самом деле	1	1
88	но это только	1	1
89	том что обе	1	1
90	что в общем	1	1
91	и от того	1	1
92	тогда когда оно	2	1
93	что это только	2	1
94	он мог бы	1	1
95	в этом пункте	1	1
96	то или иное	4	1
97	как это было	2	1
98	месте в системе	1	1
99	говоря уже о	2	1
100	в таком случае	3	1
101	и даже прямо	1	1
102	сам по себе	3	1
103	но что такое	1	1
104	но и в	1	1
105	бы оно было	1	1
106	только то что	4	1
107	что не только	1	1
108	из них и	1	1
109	и говорить о	2	1
110	самого по себе	1	1
111	теснейшим образом связана	1	1
112	может быть только	2	1
113	д все это	1	1
114	нечего и говорить	1	1
115	ту или иную	1	1
116	не то что	1	1
117	и то что	1	1
118	в зависимости от	2	1
119	одно и то	4	1
120	в виду их	1	1
121	это не просто	1	1
122	бы и не	1	1
123	а потому принципиально	1	1
124	так же как	1	1
125	а не только	1	1
126	это может быть	1	1
127	нисколько не мешает	1	1
128	как раз в	1	1
129	и то же	4	1
130	отсюда следует что	1	1
131	в том как	1	1
132	то что можно	1	1
133	которые были бы	1	1
134	а не самый	1	1
135	одно из двух	1	1
136	т д мы	1	1
137	уже само по	1	1
138	исторического бытия и	1	1
139	потому что она	5	1
140	в разной мере	1	1
141	в нем не	1	1
142	бы то ни	1	1
143	на тему о	1	1
144	в одном месте	1	1
145	о котором мы	1	1
146	когда мы говорим	1	1
147	потому что они	2	1
148	о котором уже	1	1
149	до тех пор	1	1
150	крайней мере не	1	1
151	от того что	2	1
152	в подлинном смысле	1	1
153	не потому что	6	1
154	говорить о том	1	1
155	образом связана с	1	1
156	и что такое	1	1
157	имея в виду	1	1
158	та или иная	2	1
159	всего того что	1	1
160	но дело не	1	1
161	связи с этим	1	1
162	того или иного	1	1
163	с самого начала	2	1
164	и прежде всего	2	1
165	т е по	1	1
166	что обе эти	1	1
167	в разной степени	1	1
168	уже знаем это	1	1
169	если принять во	2	1
170	только тогда когда	4	1
171	каждой из них	1	1
172	т д и	2	1
173	когда мы имеем	1	1
174	обратим внимание на	1	1
175	к тому что	1	1
176	могут быть в	1	1
177	не значит что	3	1
178	по глубине и	1	1
179	т д однако	1	1
180	но в силу	1	1
181	но ведь это	2	1
182	все это не	1	1
183	в своей природе	1	1
184	не в этом	1	1
185	себе не есть	1	1
