N	3gram	Vinokur_St_1	Literetu
1	то же время	4	7
2	в то же	4	7
3	в этом отношении	7	5
4	по отношению к	3	4
5	не говоря уже	1	4
6	в данном случае	6	4
7	с одной стороны	2	4
8	о том что	11	4
9	в том что	17	4
10	в том числе	2	3
11	в соответствии с	1	3
12	с точки зрения	8	3
13	говоря уже о	1	3
14	не может быть	5	3
15	в самом деле	5	2
16	потому что не	1	2
17	бы то ни	1	2
18	но и в	2	2
19	том числе и	2	2
20	в то что	1	2
21	в том чтобы	1	2
22	не только в	4	2
23	так или иначе	2	2
24	с другой стороны	6	2
25	в одном из	1	2
26	и в самом	3	2
27	той или иной	1	2
28	на то что	4	2
29	в другом месте	1	1
30	для него не	1	1
31	одних и тех	1	1
32	именно там где	1	1
33	в той или	1	1
34	в начале своего	1	1
35	может быть вообще	1	1
36	на самом деле	6	1
37	о том как	1	1
38	как будто бы	1	1
39	друг от друга	1	1
40	о пушкине и	2	1
41	только в том	3	1
42	хотя бы и	2	1
43	собственную личность но	1	1
44	в первую очередь	2	1
45	то что в	2	1
46	и т п	9	1
47	но это не	1	1
48	некоторые из них	1	1
49	и то что	2	1
50	и тех же	1	1
51	то что было	1	1
52	ту или иную	1	1
53	как раз в	2	1
54	содержит в себе	1	1
55	то что для	1	1
56	а во втором	1	1
57	на мой взгляд	1	1
58	и только в	3	1
59	и находя в	1	1
60	вопрос о том	2	1
61	я не могу	1	1
62	в целом ряде	1	1
63	для того чтобы	10	1
64	и в том	2	1
65	даже по отношению	1	1
66	художественного произведения в	1	1
67	свою собственную личность	1	1
68	ничего общего с	3	1
69	с того что	1	1
70	в этой системе	1	1
71	по собственному усмотрению	1	1
72	к тому что	1	1
73	тем не менее	2	1
74	быть не может	1	1
75	и не имеет	1	1
76	что он в	1	1
