N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	16	28
2	и в	29	21
3	как бы	19	17
4	романах достоевского	5	15
5	в то	10	15
6	то же	14	13
7	из подполья	10	13
8	времени в	1	13
9	в его	24	13
10	в романах	7	13
11	достоевского в	12	12
12	как и	12	12
13	же время	9	12
14	что в	8	12
15	с его	9	11
16	том что	7	11
17	подпольного человека	1	11
18	все это	6	10
19	в романе	9	10
20	как в	6	8
21	он не	5	8
22	достоевского с	3	8
23	то что	15	8
24	и на	7	7
25	но в	7	7
26	что достоевский	1	7
27	не только	15	7
28	при этом	2	7
29	во многом	1	7
30	у него	5	7
31	и не	31	7
32	в том	8	7
33	в свою	1	7
34	в этом	22	6
35	достоевского не	12	6
36	в творчестве	5	6
37	человека в	4	6
38	в котором	2	6
39	и его	14	6
40	по природе	1	6
41	он сам	3	6
42	о том	1	6
43	и все	1	6
44	что он	8	6
45	для него	18	6
46	а в	7	6
47	мира достоевского	2	5
48	все же	9	5
49	в этой	4	5
50	таким образом	12	5
51	вовсе не	7	5
52	в бедных	1	5
53	в своих	3	5
54	его романов	3	5
55	в русской	1	5
56	потому что	8	5
57	как будто	3	5
58	только в	10	5
59	творчестве достоевского	5	5
60	может быть	24	5
61	а не	22	5
62	бедных людях	1	5
63	но это	4	5
64	хотя бы	2	5
65	из всех	1	4
66	в своем	8	4
67	и как	7	4
68	та же	1	4
69	в целом	6	4
70	в человеке	3	4
71	это не	9	4
72	в своей	8	4
73	мысли и	5	4
74	своего рода	1	4
75	достоевский не	3	4
76	творчества достоевского	8	4
77	достоевским в	1	4
78	в мире	6	4
79	времени и	1	4
80	поэтики достоевского	1	4
81	одной из	1	4
82	для достоевского	5	4
83	герои достоевского	3	4
84	достоевского это	1	4
85	прежде всего	7	4
86	в момент	1	4
87	не может	12	4
88	и от	2	4
89	в основном	1	4
90	один из	2	4
91	одним из	6	4
92	и т	4	3
93	на самом	5	3
94	это и	5	3
95	той же	5	3
96	я не	3	3
97	что я	1	3
98	достоевского к	4	3
99	творчество достоевского	5	3
100	хотя и	1	3
101	героев достоевского	1	3
102	в самом	10	3
103	сливается с	6	3
104	тут и	2	3
105	в нем	19	3
106	он ни	2	3
107	первой части	1	3
108	в россии	2	3
109	на его	2	3
110	времени он	1	3
111	и по	1	3
112	в каждом	8	3
113	что все	1	3
114	и с	4	3
115	и других	1	3
116	авторской позиции	1	3
117	достоевского и	7	3
118	далеко не	3	3
119	в их	3	3
120	место в	1	3
121	даже в	4	3
122	человека но	2	3
123	романа достоевского	12	3
124	самого начала	2	3
125	дело в	1	3
