N	4gram	Vinokur_Ku_1	Problema
1	и т д и	2	4
2	т д и т	2	3
3	в литературе и искусстве	1	3
4	одного и того же	2	2
5	д и т д	2	2
6	не что иное как	1	2
7	свидетельствует о том что	1	2
8	т д все это	1	1
9	и во многих других	1	1
10	и с точки зрения	1	1
11	в данный момент в	1	1
12	еще и потому что	1	1
13	вопросом о том как	1	1
14	одно и то же	1	1
15	т п тем не	1	1
16	оно заключается в том	1	1
17	и т д все	1	1
18	сводится к тому что	1	1
19	не для того чтобы	1	1
20	не только потому что	1	1
21	и т п тем	1	1
22	обратить внимание на то	2	1
23	заключается в том что	2	1
24	во всех этих случаях	1	1
25	не говоря уже об	1	1
26	что же касается истории	1	1
27	п тем не менее	1	1
28	то во всяком случае	1	1
29	и в самом деле	2	1
30	и в то же	1	1
31	в этом смысле есть	1	1
