N	3gram	Losev_Vlad_1	FransuaR
1	то же время	4	10
2	в то же	4	10
3	в том что	7	6
4	и в то	2	5
5	в настоящее время	1	3
6	в связи с	1	3
7	до настоящего времени	1	3
8	в те времена	5	2
9	более или менее	3	2
10	и в особенности	1	2
11	бы то ни	1	2
12	но в то	1	2
13	с одной стороны	1	2
14	дело в том	4	2
15	в то время	2	2
16	о том что	7	2
17	не только не	1	2
18	можно сказать что	2	2
19	с другой стороны	3	2
20	как мы уже	3	2
21	для того чтобы	2	2
22	не может быть	3	2
23	как к своему	1	1
24	но и все	1	1
25	а следовательно и	1	1
26	и вообще в	1	1
27	о том насколько	1	1
28	в которой он	1	1
29	во всем он	1	1
30	потому что в	1	1
31	на свою сторону	1	1
32	а также и	1	1
33	мы уже сказали	2	1
34	вовсе не был	2	1
35	в самом деле	1	1
36	во время своего	1	1
37	он не только	2	1
38	а не к	1	1
39	в таких случаях	1	1
40	и во многом	1	1
41	вместе с тем	1	1
42	к концу века	1	1
43	уже после смерти	1	1
44	на самом же	1	1
45	в этом отношении	1	1
46	но он не	1	1
47	он не был	1	1
48	в те годы	3	1
49	в науке и	1	1
50	свидетельствуют о том	2	1
51	что даже в	1	1
52	из которых мы	1	1
53	в значительной мере	1	1
54	когда он был	1	1
55	не мог найти	1	1
56	один из ближайших	1	1
57	так что и	1	1
58	главным образом в	2	1
59	и то что	4	1
60	и в частности	2	1
61	до конца он	1	1
62	не потому что	1	1
63	если бы мы	1	1
64	те годы были	1	1
65	то ни было	1	1
66	так и в	1	1
67	в году и	2	1
68	и в этом	1	1
69	великих и малых	1	1
70	и вместе с	1	1
71	а с другой	1	1
72	и что она	1	1
73	кроме того в	1	1
74	это конечно не	1	1
75	самом же деле	1	1
76	и в своих	1	1
77	в свое время	5	1
78	нет ни одного	1	1
79	только то что	1	1
80	у него в	1	1
81	мы не будем	1	1
82	заключается в том	1	1
83	в этом смысле	4	1
84	более далекого от	1	1
85	в особенности же	1	1
86	это было в	1	1
87	этот момент к	1	1
88	к тому же	2	1
89	то он не	1	1
90	и только в	1	1
