N	2gram	Potebnia_M_3	Mirosoze
1	может быть	28	30
2	не только	21	29
3	и в	30	28
4	не может	6	28
5	но и	19	25
6	а не	15	25
7	он не	4	24
8	о человеке	1	23
9	человеческой природы	1	20
10	в этом	10	20
11	не было	4	18
12	у него	2	17
13	не в	15	16
14	потому что	46	16
15	в ней	8	15
16	в своей	2	15
17	человека и	5	14
18	и есть	3	14
19	он был	1	14
20	в нем	9	13
21	и он	1	12
22	и это	4	12
23	в самом	8	11
24	для него	9	11
25	и не	15	11
26	в своем	5	10
27	человек не	2	10
28	было бы	9	10
29	что в	17	10
30	в мире	1	10
31	прежде всего	3	10
32	что он	6	10
33	был бы	2	10
34	и потому	4	10
35	и все	3	10
36	с тем	7	9
37	но он	1	9
38	и его	4	9
39	не есть	17	9
40	в его	4	9
41	человеке и	2	8
42	в котором	4	8
43	но не	7	8
44	в человеке	3	8
45	но в	1	7
46	в себе	16	7
47	быть может	3	7
48	к нему	3	7
49	того что	18	7
50	и свобода	1	7
51	должна быть	1	6
52	и на	3	6
53	он сам	1	6
54	в которой	3	6
55	лишь в	1	6
56	в этой	2	6
57	все в	2	6
58	только в	21	6
59	он уже	1	6
60	вместе с	12	6
61	человек должен	1	6
62	все это	4	6
63	человек и	1	6
64	в том	32	6
65	нет и	1	5
66	свободы но	1	5
67	от нее	2	5
68	это не	1	5
69	в самую	1	5
70	как и	10	5
71	если нет	1	5
72	что есть	2	5
73	не могут	5	5
74	то что	18	5
75	и человека	1	5
76	у человека	1	5
77	и я	1	5
78	отношения к	1	4
79	это и	2	4
80	есть не	7	4
81	отношение к	2	4
82	за пределы	2	4
83	увидим что	1	4
84	не к	4	4
85	не как	2	4
86	в человеческой	3	4
87	и по	4	4
88	должен был	1	4
89	в них	5	4
90	в этих	1	4
91	точки зрения	2	4
92	в их	2	4
93	в которых	2	4
94	человека но	1	4
95	к ней	5	4
96	она не	2	4
97	свободу и	1	4
98	мог бы	1	4
99	что и	13	4
100	значит что	1	4
101	один из	4	4
102	уже не	6	4
103	уже в	5	4
104	есть уже	11	4
105	ни с	1	4
106	а в	12	4
107	тем что	7	4
108	и вместе	3	4
109	и там	1	4
110	с этой	2	4
111	на пути	1	4
112	от него	2	4
113	не знает	3	4
114	небо и	1	4
115	вряд ли	1	3
116	его не	1	3
117	из глубины	1	3
118	не знают	1	3
119	с его	1	3
120	с этим	6	3
121	когда он	1	3
122	духа в	1	3
123	когда человек	1	3
124	на том	1	3
125	и вот	1	3
126	заключает в	5	3
127	и с	2	3
128	то есть	34	3
129	его в	3	3
130	его личности	1	3
131	в жизни	1	3
132	только одно	1	3
133	том что	18	3
134	но если	1	3
135	человека есть	1	3
136	не имеет	6	3
137	ничего не	1	3
138	природы в	2	3
139	глубины человеческой	1	3
140	к тому	7	3
141	которая есть	1	3
142	в ее	2	3
143	особенно в	1	3
144	все его	1	3
145	себя в	1	3
146	конечно не	1	3
147	одно из	5	3
148	так как	13	3
149	что человек	2	3
150	себя и	4	3
151	людьми и	1	3
152	ко всем	2	3
153	для человека	4	3
154	это значит	1	3
155	должно быть	5	3
156	он должен	1	3
157	от человека	1	3
158	для нас	20	3
159	есть и	1	3
160	о человеческой	1	3
161	одним из	1	2
162	чтобы не	1	2
163	не остается	1	2
164	к чему	1	2
165	а как	2	2
166	мир не	1	2
167	вопрос о	1	2
168	который был	1	2
169	время как	1	2
170	в виду	1	2
171	не иметь	1	2
172	природу в	1	2
173	не все	4	2
174	по отношению	5	2
175	себе и	1	2
176	человек может	2	2
177	относится к	4	2
178	в истории	1	2
179	как в	10	2
180	к новому	1	2
181	все же	2	2
182	на человека	2	2
183	и как	5	2
184	от этого	2	2
185	и переходит	1	2
186	под ним	2	2
187	все эти	1	2
188	бы не	4	2
189	самого себя	3	2
190	только один	2	2
191	как он	1	2
192	если бы	12	2
