N	2gram	Nazirov_Tv_2	Dialekti
1	не есть	1	47
2	и не	9	30
3	может быть	8	20
4	не только	13	19
5	и в	20	19
6	по себе	1	18
7	и т	13	17
8	а не	6	16
9	в себе	3	15
10	т д	11	15
11	что она	4	14
12	потому что	7	14
13	то что	3	14
14	в том	8	14
15	так как	3	14
16	и даже	5	14
17	как бы	11	14
18	вовсе не	2	13
19	то же	7	12
20	не просто	1	12
21	но и	8	12
22	значит что	1	12
23	и как	1	10
24	что это	1	10
25	в нем	3	10
26	ни в	1	10
27	как и	6	10
28	том что	4	10
29	сказать что	1	10
30	так и	6	10
31	это не	7	10
32	по крайней	2	9
33	никогда не	11	9
34	крайней мере	2	9
35	не может	7	9
36	мы уже	1	8
37	в этом	8	8
38	в своей	6	8
39	не в	4	8
40	личности в	2	8
41	она не	1	8
42	прежде всего	8	8
43	так что	2	7
44	и к	1	7
45	должно быть	1	7
46	как это	1	7
47	в поэзии	1	7
48	в душе	4	7
49	как будто	1	7
50	совершенно не	1	7
51	но это	5	7
52	что в	7	7
53	я не	2	6
54	но не	5	6
55	что они	4	6
56	отнюдь не	4	6
57	мифический образ	1	6
58	в то	10	6
59	и вообще	2	6
60	что он	6	6
61	что не	3	6
62	от личности	1	5
63	и потому	4	5
64	и это	3	5
65	говорить о	2	5
66	в силу	1	5
67	жизнь и	1	5
68	же время	7	5
69	и его	9	5
70	на свете	1	5
71	и с	8	5
72	в виду	1	5
73	о том	5	5
74	и что	2	5
75	но как	1	5
76	не мешает	2	5
77	не то	1	5
78	что и	1	5
79	с другой	2	5
80	как раз	1	5
81	в самом	3	5
82	только в	2	5
83	и есть	2	4
84	мифа в	3	4
85	еще не	5	4
86	быть в	1	4
87	самом деле	2	4
88	таково же	1	4
89	тут же	2	4
90	или иное	1	4
91	в одной	3	4
92	все же	5	4
93	только то	1	4
94	и если	2	4
95	при этом	8	4
96	он не	3	4
97	же это	1	4
98	и вот	1	4
99	содержит в	1	4
100	и по	2	4
101	таким образом	10	4
102	заключается в	1	4
103	в одном	2	4
104	но он	1	4
105	все это	6	4
106	с ним	3	4
107	связи с	1	4
108	в таком	3	4
109	не могут	1	4
110	что оно	1	4
111	той или	1	4
112	в ее	2	4
113	то или	1	4
114	ясно что	1	4
115	говорят что	1	4
116	в другом	1	4
117	может не	1	4
118	и только	2	4
119	как нечто	1	4
120	без этого	1	4
121	уже в	2	4
122	то время	1	4
123	в связи	1	4
124	в меру	1	4
125	могут быть	2	4
126	том смысле	1	4
127	а в	4	4
128	другой стороны	2	4
129	же как	3	3
130	таком случае	2	3
131	это и	1	3
132	как мы	1	3
133	что если	1	3
134	и тут	1	3
135	в чем	4	3
136	а только	1	3
137	в этой	5	3
138	с этим	1	3
139	после этого	1	3
140	не значит	1	3
141	же не	2	3
142	об этом	4	3
143	его в	3	3
144	и мы	3	3
145	было бы	1	3
146	в один	1	3
147	и тогда	2	3
148	в этих	1	3
149	личности это	2	3
150	сами по	1	3
151	и более	1	3
152	что этот	2	3
153	даже в	1	3
154	не менее	2	3
155	ничего не	4	3
156	как только	1	3
157	но только	1	3
158	уже не	3	3
159	нуждается в	1	3
160	все время	2	3
161	сразу же	1	3
162	будто бы	1	3
163	у меня	1	3
164	из них	2	3
165	и их	1	3
166	не было	2	3
167	себе не	1	3
168	мы говорим	1	3
169	нет ни	1	3
170	и от	4	3
171	его с	1	3
172	это как	1	3
173	или нет	1	3
174	в целях	1	3
175	только как	1	3
176	была бы	1	3
177	смысле что	1	3
178	как известно	2	2
179	в сфере	1	2
180	человека и	3	2
181	связана с	1	2
182	есть форма	1	2
183	только потому	1	2
184	он всегда	2	2
185	например в	5	2
186	из всего	1	2
187	повседневной жизни	1	2
188	что уже	1	2
189	как я	1	2
190	то это	1	2
191	первого взгляда	1	2
192	во всех	1	2
193	что я	2	2
194	мы же	1	2
195	если в	1	2
196	и я	1	2
197	в истории	2	2
198	как в	4	2
199	и нет	1	2
200	перед нами	1	2
201	но в	4	2
202	в противоположность	1	2
203	еще на	1	2
204	в которой	2	2
205	личности но	1	2
206	мы получаем	1	2
207	все эти	4	2
208	но ведь	2	2
209	на его	4	2
210	в каждом	1	2
211	в мире	5	2
212	об этой	1	2
213	говорил что	2	2
214	в жизни	1	2
215	бытие и	1	2
216	несмотря на	1	2
217	и потом	1	2
218	во время	1	2
219	в их	3	2
220	их в	2	2
221	тому что	1	2
222	что с	1	2
223	виду что	1	2
224	самого начала	1	2
225	на него	2	2
226	у пушкина	3	2
227	к поэзии	1	2
228	мире и	1	2
229	это уже	2	2
230	что на	2	2
231	в области	1	2
232	однако это	2	2
233	от их	1	2
234	во все	1	2
235	сама жизнь	1	2
236	к тому	1	2
237	ли что	1	2
238	в конце	6	2
239	и человек	1	2
240	с самого	1	2
241	культуры и	1	2
242	только через	2	2
243	в бесконечность	1	2
244	что у	4	2
245	том как	1	2
246	от идеи	1	2
247	и должно	1	2
248	это я	1	2
249	и нечто	1	2
250	самый принцип	1	2
251	между тем	3	2
252	его личности	1	2
253	всяком случае	2	2
254	нем и	1	2
255	не знаю	1	2
256	и она	1	2
257	в сферу	1	2
258	д и	2	2
259	мы видим	4	2
260	с ними	2	2
261	на мир	1	2
262	с одной	1	2
263	себя в	2	2
264	а потому	1	2
265	т п	2	2
266	тем что	3	2
267	до сих	3	2
268	именно в	6	2
269	и прежде	1	2
270	души и	1	2
271	в любой	1	2
272	зависит от	2	2
273	жизнь в	1	2
274	как ни	1	2
275	ни о	1	2
276	в частности	2	2
277	вместе с	3	2
278	с первого	1	2
279	так же	5	2
280	я уже	1	2
281	в изображении	1	2
282	что же	1	2
283	и эстетика	2	2
284	и символа	1	2
285	сих пор	3	2
286	личность как	1	2
287	которые были	1	2
288	содержанием и	1	2
289	мы только	1	2
290	и всякая	1	2
291	в результате	1	2
292	это еще	1	2
293	это все	2	2
294	может и	1	2
295	не быть	1	2
296	в виде	2	2
297	а я	2	2
298	того или	1	2
299	в искусстве	2	2
300	в своих	3	2
301	во всяком	2	2
302	от этой	2	1
303	речь идет	1	1
304	не остается	1	1
305	перед лицом	1	1
306	достоевского в	9	1
307	по преимуществу	2	1
308	и до	1	1
309	в какой-то	1	1
310	неотделима от	2	1
311	века в	1	1
312	быть действительно	1	1
313	по европе	2	1
314	и значение	1	1
315	бы уже	1	1
316	случае это	1	1
317	не была	1	1
318	мы и	1	1
319	личности с	1	1
320	и ни	1	1
321	не все	1	1
