N	2gram	Medvedev_F_3	RusskieA
1	и в	27	36
2	не только	9	22
3	том что	4	19
4	что в	8	19
5	в том	7	17
6	т е	32	17
7	но и	10	16
8	так как	9	15
9	п в	2	13
10	в этом	18	12
11	в других	1	11
12	и т	11	10
13	и на	3	10
14	это не	3	10
15	как и	14	10
16	как мы	8	10
17	вместе с	6	10
18	потому что	7	10
19	т д	6	9
20	об этом	1	9
21	а в	1	9
22	в другие	1	8
23	и по	1	8
24	с тем	7	8
25	у нас	3	8
26	о том	4	8
27	один из	1	8
28	мы увидим	2	8
29	из них	2	8
30	может быть	25	8
31	как это	4	8
32	е в	1	8
33	что они	5	7
34	так и	21	7
35	между тем	7	7
36	что и	2	7
37	и других	1	7
38	мы не	4	6
39	так например	1	6
40	таким образом	18	6
41	при этом	8	6
42	уже не	3	6
43	в них	3	6
44	и не	30	6
45	все это	7	6
46	для нас	3	6
47	то что	8	6
48	а и	3	5
49	иногда и	1	5
50	как в	4	5
51	все же	6	5
52	в которых	3	5
53	того как	1	5
54	там же	1	5
55	и у	1	5
56	одно из	1	5
57	в течение	1	5
58	как бы	8	5
59	этом случае	1	5
60	с в	1	4
61	мы имеем	1	4
62	в первый	1	4
63	еще не	6	4
64	во всех	3	4
65	в эти	1	4
66	следующим образом	1	4
67	в россии	2	4
68	входит в	8	4
69	из этих	2	4
70	в их	1	4
71	что этот	2	4
72	тому что	3	4
73	а иногда	2	4
74	одна из	2	4
75	связи с	5	4
76	к тому	4	4
77	его с	1	4
78	так в	2	4
79	еще в	3	4
80	и что	3	4
81	и их	5	4
82	тем что	5	4
83	и др	2	4
84	того что	3	4
85	по существу	1	4
86	но это	2	4
87	в связи	4	4
88	не может	24	4
89	только в	8	4
90	к этому	2	4
91	то на	1	3
92	в своем	2	3
93	не можем	2	3
94	что это	3	3
95	и те	4	3
96	в основном	2	3
97	на этом	2	3
98	то же	15	3
99	но все	1	3
100	чаще всего	1	3
101	для них	7	3
102	в этих	3	3
103	точки зрения	16	3
104	таким же	2	3
105	с точки	14	3
106	она в	1	3
107	тем не	2	3
108	их в	3	3
109	не менее	7	3
110	в разных	1	3
111	ничего не	2	3
112	и другой	1	3
113	вывод что	1	3
114	можно сделать	1	3
115	не с	1	3
116	настоящее время	1	3
117	или на	2	3
118	от них	1	3
119	связаны с	2	3
120	в середине	1	3
121	как например	1	3
122	в качестве	1	3
123	только на	4	3
124	слова в	1	3
125	в одном	1	3
126	в области	2	3
127	и из	2	3
128	о чем	1	3
129	так же	9	3
130	пишет в	1	3
131	в это	1	3
132	этого слова	2	3
133	в настоящее	1	3
134	в целях	2	3
135	как известно	1	2
136	можно говорить	4	2
137	к материалу	3	2
138	переход от	1	2
139	между двумя	1	2
140	к другому	2	2
141	в доме	1	2
142	как не	2	2
143	это время	1	2
144	в ней	5	2
145	он был	4	2
146	на самом	14	2
147	но не	5	2
148	значение и	1	2
149	к слову	1	2
150	не просто	1	2
151	отнюдь не	8	2
152	как по	1	2
153	независимо от	5	2
154	что именно	5	2
155	с этим	1	2
156	мы можем	4	2
157	хотя и	1	2
158	и как	4	2
159	в круг	1	2
160	но в	6	2
161	та же	1	2
162	в целом	4	2
163	все эти	6	2
164	в нашем	1	2
165	в дальнейшем	5	2
166	и до	1	2
167	были связаны	1	2
168	как он	2	2
169	и всей	1	2
170	что она	2	2
171	в нем	15	2
172	всех этих	2	2
173	не значит	2	2
174	его от	2	2
175	в каждом	5	2
176	же не	1	2
177	главным образом	2	2
178	и с	3	2
179	в жизни	11	2
180	такой же	2	2
181	должны были	1	2
182	и более	3	2
183	том же	1	2
184	для этого	2	2
185	этой работы	1	2
186	она не	4	2
187	или другие	1	2
188	с религией	1	2
189	но даже	1	2
190	и здесь	1	2
191	могут быть	4	2
192	они и	3	2
193	имеет место	3	2
194	в в	1	2
195	с ним	1	2
196	на все	2	2
197	связь между	4	2
198	в его	7	2
199	в какой	3	2
200	так что	1	2
201	в большинстве	4	2
202	они могли	1	2
203	за счет	2	2
204	его и	3	2
205	и нового	1	2
206	не было	1	2
207	чем в	1	2
208	же а	2	2
209	и пр	15	2
210	до конца	4	2
211	не на	3	2
212	а не	17	2
213	большинстве случаев	5	2
214	в частности	1	2
215	и потому	5	2
216	там где	7	2
217	быть и	1	2
218	только для	1	2
219	направления в	1	2
220	между собой	4	2
221	мы видим	1	2
222	и для	6	2
223	тем и	1	2
224	не объясняет	1	2
225	интерес к	1	2
226	мы должны	2	2
227	года в	1	2
228	обычно не	1	2
229	в отдельности	1	2
230	в своих	6	2
231	который должен	1	1
232	границы между	1	1
233	ту же	2	1
234	же как	3	1
235	таком случае	1	1
