N	2gram	Vygotskiy__2	Komedia
1	и в	15	22
2	том что	27	12
3	но и	10	11
4	в том	33	11
5	не только	15	10
6	из них	3	10
7	как и	6	9
8	может быть	9	9
9	таким образом	14	8
10	должны были	3	8
11	о том	9	8
12	и его	4	8
13	в одном	2	8
14	и не	7	8
15	едва ли	7	7
16	в этой	6	7
17	и других	2	7
18	то же	5	6
19	тому же	1	6
20	и по	3	6
21	не в	8	6
22	в отношении	6	6
23	ни в	2	6
24	одного из	1	6
25	что он	12	6
26	между и	1	6
27	к тому	7	6
28	а в	4	6
29	в которой	4	6
30	что в	14	6
31	в истории	6	5
32	как в	4	5
33	при этом	3	5
34	во время	3	5
35	потому что	7	5
36	так и	8	5
37	и даже	5	5
38	между тем	1	5
39	один из	1	5
40	уже в	5	5
41	в его	2	5
42	прежде всего	4	5
43	о которых	3	5
44	с другой	6	5
45	когда же	1	5
46	все это	4	5
47	другой стороны	1	5
48	по которым	1	4
49	что они	3	4
50	но в	6	4
51	в нем	1	4
52	и вот	1	4
53	в другом	2	4
54	на протяжении	2	4
55	известно что	1	4
56	несмотря на	4	4
57	точки зрения	26	4
58	в котором	2	4
59	в их	2	4
60	одном из	1	4
61	так как	4	4
62	как мы	6	4
63	на него	1	4
64	а также	2	4
65	что и	2	4
66	в качестве	4	4
67	мы можем	10	4
68	тем что	2	4
69	именно в	2	4
70	и особенно	3	4
71	в результате	3	4
72	по поводу	4	4
73	к этому	4	4
74	речь идет	2	3
75	же как	2	3
76	в тех	1	3
77	идет о	3	3
78	мы не	10	3
79	и о	1	3
80	и на	1	3
81	в чем	1	3
82	как правило	1	3
83	с одной	7	3
84	в этом	19	3
85	все же	4	3
86	и как	2	3
87	в целом	10	3
88	на то	6	3
89	да и	1	3
90	он не	7	3
91	и еще	1	3
92	здесь мы	1	3
93	и с	4	3
94	его в	1	3
95	в них	4	3
96	на основании	1	3
97	и ее	3	3
98	место в	1	3
99	вопрос о	5	3
100	однако в	1	3
101	на всю	1	3
102	даже в	4	3
103	по отношению	6	3
104	того как	4	3
105	к этим	1	3
106	казалось бы	8	3
107	ничего не	3	3
108	на землю	1	3
109	в сознании	1	3
110	этом отношении	3	3
111	у нас	1	3
112	могут быть	2	3
113	и сам	3	3
114	после того	1	3
115	там же	1	3
116	в частности	6	3
117	и одновременно	1	3
118	тот же	7	3
119	одной из	3	3
120	только в	4	3
121	в виде	1	3
122	в начале	4	3
123	у него	2	3
124	как раз	4	3
125	к которому	6	3
126	все более	1	3
127	так же	4	3
