N	2gram	Bakhtin_Fr_3	DiskursI
1	в себе	3	19
2	при этом	3	17
3	в этом	15	16
4	как и	11	16
5	и в	40	16
6	в качестве	1	16
7	может быть	9	16
8	и не	13	15
9	а не	5	14
10	отличие от	3	12
11	то есть	18	12
12	в отличие	3	12
13	и т.п	10	12
14	в частности	3	12
15	но в	8	11
16	представляет собой	1	11
17	в мире	4	11
18	но и	11	11
19	не только	13	10
20	том что	4	10
21	своего рода	2	10
22	так и	3	9
23	не может	3	9
24	такого рода	3	9
25	как в	3	8
26	в том	8	8
27	а также	4	8
28	но не	2	7
29	в данном	4	7
30	в нем	5	7
31	ни в	4	7
32	не менее	2	7
33	прежде всего	16	7
34	то же	7	6
35	еще не	3	6
36	с его	3	6
37	данном случае	2	6
38	отнюдь не	1	6
39	все же	2	6
40	в своей	6	6
41	тем самым	1	6
42	по своей	1	6
43	в своих	5	6
44	и на	8	5
45	в своем	7	5
46	в то	6	5
47	нового времени	2	5
48	хвала и	5	5
49	с другой	2	5
50	же время	6	5
51	что в	12	5
52	для него	5	5
53	то что	5	5
54	ни к	1	5
55	по отношению	3	4
56	в этой	3	4
57	роль в	4	4
58	в основе	5	4
59	потому что	2	4
60	этом отношении	2	4
61	о том	4	4
62	в пределах	1	4
63	одного из	2	4
64	с одной	1	4
65	одно из	3	4
66	в одном	7	4
67	как бы	3	4
68	ни для	4	4
69	мира и	1	4
70	точки зрения	2	4
71	к этому	6	4
72	отношению к	2	4
73	также и	4	3
74	например в	2	3
75	в строгом	1	3
76	и ее	2	3
77	принадлежит к	1	3
78	к жизни	2	3
79	перед нами	1	3
80	и как	3	3
81	и наконец	3	3
82	все эти	8	3
83	из этих	2	3
84	он не	9	3
85	в другом	3	3
86	его в	1	3
87	это не	2	3
88	в этих	6	3
89	в котором	2	3
90	одном из	2	3
91	не в	1	3
92	мире и	1	3
93	той или	2	3
94	еще в	3	3
95	прошлым и	1	3
96	в его	13	3
97	только в	3	3
98	и его	17	3
99	из них	4	3
100	в них	9	3
101	или иной	2	3
102	здесь в	4	3
103	не было	5	3
104	не знает	1	3
105	мира в	1	3
106	было в	1	3
107	в творчестве	1	3
108	как будто	1	3
109	в контексте	1	3
110	можно сказать	2	3
111	но это	3	3
112	и все	9	3
113	жизни и	4	3
114	как на	1	3
115	того же	2	2
116	и это	2	2
117	по преимуществу	2	2
118	характер как	1	2
119	той же	8	2
120	хвалы и	4	2
121	жизни как	1	2
122	в ней	4	2
123	к своему	1	2
124	мы имеем	1	2
125	всякий раз	1	2
126	отношение к	8	2
127	тут же	2	2
128	из важнейших	2	2
129	лежит на	2	2
130	в целом	2	2
131	по словам	1	2
132	не к	2	2
133	с таким	1	2
134	свое время	1	2
135	подобно тому	1	2
136	что ни	1	2
137	одно и	1	2
138	и с	8	2
139	на почве	1	2
140	должно быть	1	2
141	такой же	1	2
142	все это	4	2
143	на первый	1	2
144	этом случае	1	2
145	с точки	1	2
146	речи в	1	2
147	их в	3	2
148	дело в	2	2
149	между жизнью	3	2
150	никогда не	1	2
151	при котором	1	2
152	что на	1	2
153	в области	4	2
154	и смертью	4	2
155	жизнью и	4	2
156	здесь не	3	2
157	говорит об	2	2
158	в себя	1	2
159	времени и	2	2
160	не с	1	2
161	отсюда и	1	2
162	в результате	1	2
163	жанров и	1	2
164	но здесь	2	2
165	произведения как	1	2
166	основе своей	2	2
167	там же	1	2
168	последних двух	1	2
169	между тем	3	2
170	в языке	2	2
171	что и	3	2
172	и одновременно	1	2
173	с фигурой	1	2
174	к их	1	2
175	который не	1	2
176	слова не	1	2
177	этом в	1	2
178	а ну	1	2
179	момент в	2	2
180	не подлежит	3	2
181	именно в	2	2
182	с той	1	2
183	далеко не	2	2
184	и прежде	3	2
185	не на	1	2
186	вместе с	3	2
187	о чем	2	2
188	в той	6	2
189	тому как	1	2
190	в ряду	1	2
191	в свое	1	2
192	в формах	1	2
193	и для	5	2
194	на языке	1	2
195	ключом к	1	2
196	а в	3	2
197	другой стороны	1	2
198	что он	2	2
199	и состоит	1	2
200	практики и	1	2
201	это в	2	2
202	причастности к	1	2
203	как нечто	2	1
204	одним из	2	1
205	художественного произведения	1	1
206	переходит к	1	1
207	самом деле	3	1
208	переход от	2	1
209	это и	2	1
210	и есть	3	1
211	в первом	1	1
212	жеста и	1	1
213	др в	1	1
214	в году	5	1
215	есть не	1	1
216	мы не	2	1
217	в поход	1	1
218	начало в	1	1
219	в детских	1	1
220	не была	1	1
221	в сущности	9	1
222	а для	1	1
223	этом так	1	1
224	они были	3	1
225	но даже	1	1
226	начала в	1	1
227	и брани	4	1
