N	2gram	Bakhtin_fo_1	EvropaiE
1	и в	50	37
2	в отношении	3	32
3	в пределах	5	25
4	точки зрения	5	23
5	что в	5	21
6	не только	9	18
7	с точки	2	17
8	в то	9	16
9	то же	11	15
10	хотя бы	2	15
11	в своем	4	14
12	но в	10	14
13	же время	9	14
14	в качестве	3	14
15	но и	8	14
16	и не	14	14
17	в этом	25	12
18	в их	6	11
19	в том	9	11
20	так и	12	10
21	отнюдь не	5	9
22	в себе	3	9
23	только в	4	9
24	прежде всего	15	9
25	все более	1	9
26	не может	6	9
27	так же	6	9
28	в ее	6	8
29	было бы	2	8
30	в своей	2	8
31	к тому	3	8
32	с одной	3	8
33	одной стороны	2	8
34	также и	2	7
35	а также	2	7
36	того что	2	7
37	так как	6	7
38	с другой	2	7
39	как и	8	7
40	по своему	1	7
41	между прочим	1	7
42	может быть	11	6
43	и на	8	6
44	во всех	6	6
45	стороны и	2	6
46	на то	1	6
47	то есть	33	6
48	том что	4	6
49	того чтобы	5	6
50	вовсе не	13	6
51	для того	5	6
52	и даже	2	6
53	как бы	2	6
54	то что	6	6
55	же как	2	5
56	но не	5	5
57	не в	5	5
58	и по	2	5
59	как мы	14	5
60	одной из	3	5
61	от этого	2	5
62	в частности	6	5
63	и потому	3	5
64	в течение	2	5
65	в той	4	5
66	мы не	3	4
67	вопрос о	2	4
68	в ней	4	4
69	независимо от	1	4
70	в самом	8	4
71	руководящие центры	1	4
72	чем в	2	4
73	лежат в	2	4
74	в предыдущем	1	4
75	не имеет	4	4
76	в процессе	4	4
77	к ней	2	4
78	той или	2	4
79	по себе	2	4
80	тем более	1	4
81	именно в	3	4
82	или иной	2	4
83	не на	1	4
84	мира в	3	4
85	для нас	2	4
86	сказать что	3	4
87	культуры в	1	4
88	в каком	2	4
89	идет о	1	3
90	из всех	1	3
91	с более	1	3
92	бы и	1	3
93	на себя	2	3
94	и со	1	3
95	того же	8	3
96	время в	6	3
97	как в	6	3
98	и к	2	3
99	себе не	1	3
100	но на	4	3
101	вообще не	3	3
102	в определенном	3	3
103	мы можем	1	3
104	в них	4	3
105	с тем	3	3
106	и некоторые	1	3
107	в которых	2	3
108	дело в	2	3
109	никогда не	2	3
110	потому что	4	3
111	с другом	1	3
112	во все	2	3
113	о том	1	3
114	от них	1	3
115	место в	2	3
116	что и	3	3
117	и только	1	3
118	в стороне	2	3
119	всяком случае	1	3
120	в данной	2	3
121	из них	1	3
122	к ним	2	3
123	тем что	2	3
124	этом отношении	3	3
125	и прежде	2	3
126	в свою	2	3
127	говорит о	1	3
128	там где	2	3
129	в данном	2	3
130	к настоящему	2	3
131	друг с	1	3
132	в остальном	1	3
133	не является	2	3
134	известной степени	1	3
135	и для	4	3
136	и от	1	3
137	в результате	6	3
138	не более	1	3
139	жизни в	8	3
140	ее в	2	3
141	в таком	3	3
142	во всяком	3	3
143	и наиболее	1	2
144	сплошь и	2	2
145	и то	4	2
146	по преимуществу	3	2
147	ведь и	1	2
148	есть не	3	2
149	именно к	1	2
150	из того	1	2
151	на них	2	2
152	между собой	4	2
153	он сам	1	2
154	и человеческой	1	2
155	но как	1	2
156	точка зрения	1	2
157	в свои	1	2
158	как их	1	2
159	же мало	1	2
160	в истории	2	2
161	его на	2	2
162	с этим	6	2
163	хотя и	3	2
164	и как	10	2
165	что это	1	2
166	в этой	1	2
167	этот процесс	5	2
168	как оно	2	2
169	главным образом	1	2
170	он не	5	2
171	на одну	1	2
172	и еще	2	2
173	проблемы и	1	2
174	таким образом	11	2
175	в мире	1	2
176	и с	4	2
177	с другими	3	2
178	все другие	2	2
