N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	35
2	как бы	7	31
3	и не	2	27
4	что он	9	24
5	в его	8	21
6	но в	5	19
7	как и	9	18
8	к себе	5	18
9	не может	7	18
10	себе самому	3	18
11	о себе	1	17
12	к другому	4	16
13	в нем	3	16
14	то же	9	15
15	и все	4	15
16	в сущности	1	14
17	в этом	11	14
18	и его	5	14
19	для него	10	14
20	может быть	5	14
21	но и	5	14
22	все это	2	14
23	он не	4	13
24	что я	2	13
25	с другим	2	13
26	и с	4	12
27	в другом	2	12
28	прежде всего	11	12
29	и к	4	12
30	в пределах	3	11
31	в то	8	11
32	самом деле	5	10
33	не только	12	10
34	не в	7	10
35	же время	8	10
36	героя и	5	10
37	рассказа в	6	10
38	то что	8	10
39	на самом	2	9
40	в отношении	1	9
41	мы уже	4	8
42	я не	1	8
43	все же	3	8
44	к герою	1	8
45	самого начала	1	8
46	как мы	3	8
47	с самого	1	8
48	так и	13	8
49	себя и	2	8
50	и слово	1	8
51	и для	3	8
52	потому что	5	8
53	еще не	7	7
54	на них	1	7
55	с его	5	7
56	себе и	2	7
57	лишь в	3	7
58	там где	1	7
59	я сам	1	7
60	для себя	3	7
61	вовсе не	1	7
62	что же	2	7
63	точки зрения	5	7
64	с ним	4	7
65	а в	7	7
66	отношению к	8	7
67	и на	3	6
68	он сам	1	6
69	но не	3	6
70	по отношению	8	6
71	отношение к	1	6
72	что они	1	6
73	в самом	4	6
74	что у	3	6
75	в плане	1	6
76	в слове	1	6
77	в речах	1	6
78	к тому	7	6
79	в одном	1	6
80	и что	2	6
81	только в	5	6
82	слова в	2	6
83	и т.п	1	6
84	но это	1	6
85	от него	3	6
86	не знает	2	6
87	что в	6	6
88	и то	1	5
89	как в	8	5
90	в себе	11	5
91	он и	1	5
92	от себя	2	5
93	в конце	4	5
94	даже в	3	5
95	на него	2	5
96	да и	2	5
97	уже говорили	1	5
98	и это	4	5
99	я теперь	1	5
100	в исповеди	1	5
101	в том	12	5
102	с ними	2	5
103	так что	2	5
104	и даже	3	5
105	к своему	2	5
106	в романах	1	5
107	как к	3	5
108	самому и	1	5
109	героя в	2	5
110	ведь и	1	4
111	в мире	3	4
112	он в	1	4
113	в чем	1	4
114	нет и	1	4
115	же и	1	4
116	та же	4	4
117	но на	1	4
118	на его	2	4
119	и вот	1	4
120	друг с	1	4
121	но все	1	4
122	же не	1	4
123	его в	3	4
124	рядом с	1	4
