N	3gram	Tiupa_Anal_3	TeoriaLi
1	по отношению к	7	8
2	в отличие от	2	7
3	я в мире	2	7
4	присутствия я в	3	6
5	в том что	7	6
6	то же время	3	6
7	в то же	3	6
8	присутствия в мире	1	5
9	роли в миропорядке	3	5
10	так и не	5	5
11	в данном случае	3	5
12	не сводится к	1	5
13	того или иного	1	5
14	в первой строфе	3	4
15	во второй строфе	4	4
16	в конечном счете	2	4
17	и а а	3	3
18	в своем составе	1	3
19	внимательно взглянула на	1	3
20	взглянула на меня	1	3
21	а всего лишь	3	3
22	с другой стороны	5	3
23	тем не менее	2	3
24	читателя зрителя слушателя	1	3
25	можно сказать что	2	3
26	в свою очередь	4	3
27	висит на волоске	1	3
28	той или иной	3	3
29	в этом смысле	1	3
30	данту диктовала страницы	1	2
31	по своей природе	1	2
32	и того же	3	2
33	в сочетании с	3	2
34	в этом мире	1	2
35	а и а	2	2
36	всех без исключения	3	2
37	они хотят и	1	2
38	мы имеем дело	4	2
39	в русской поэзии	2	2
40	что в имени	2	2
41	в слове о	2	2
42	относительно своей роли	2	2
43	так и его	2	2
44	ль данту диктовала	1	2
45	своей природе суть	1	2
46	в имени тебе	2	2
47	того же персонажа	1	2
48	с точки зрения	2	2
49	тот или иной	2	2
50	при этом что	1	2
51	и позволяет говорить	1	2
52	его эстетической доминантой	1	2
53	рамках одного текста	1	2
54	личности со своей	1	2
55	позволяет говорить о	1	2
56	в рамках одного	1	2
57	ведет по пути	1	2
58	значении этого слова	1	2
59	о полку игореве	3	2
60	стихотворении пушкина что	1	2
61	тогда как в	1	2
62	однако в строке	2	2
63	в самом начале	1	2
64	с одной стороны	2	2
65	не в самом	2	2
66	в равной степени	1	2
67	в единое целое	1	2
68	пушкина что в	2	2
69	а с другой	1	2
70	суть то что	1	2
71	так или иначе	1	2
72	внутренней и внешней	1	2
73	внутренняя граница личности	2	2
74	в пределах строки	2	2
75	лишь в самом	1	2
76	своей роли в	2	2
77	факторов художественного впечатления	1	2
78	о о и	2	2
79	стих звучит ритмическим	2	2
80	что они хотят	1	2
81	и его внешней	2	2
82	то что они	1	2
83	хотят и свершают	1	2
84	не только не	3	2
85	у о о	2	2
86	природе суть то	1	2
87	имеет в своем	1	2
88	ты ль данту	1	2
89	в русской литературе	3	2
90	индивидуального речевого замысла	2	2
91	в тарасе бульбе	3	2
92	одного и того	3	2
93	о у о	2	2
94	в мире это	1	2
95	слове о полку	2	2
96	и вот вошла	1	2
97	в эстетический объект	1	2
98	и в форме	2	2
99	сама по себе	2	2
100	не может быть	1	2
101	как и в	4	2
102	авторства выше она	1	1
103	к поэтессе с	1	1
104	от диалогической ситуации	1	1
105	обломках самовластья напишут	1	1
106	собственную персону с	1	1
107	маяковского во весь	1	1
108	сила так в	1	1
109	забвение всего непричастного	1	1
110	жизни оказывается уже	1	1
111	художественностью с другой	1	1
112	кладущего конец повторам	1	1
113	степени и к	1	1
114	из н из	1	1
115	созвучие внутреннего мира	1	1
116	несовпадения личности со	1	1
117	я и мир	1	1
118	притчи креативная компетенция	1	1
119	в подобном случае	1	1
120	поэзии повтор т	1	1
121	своей отдельной жизнью	1	1
122	анаграмматической инверсией первых	1	1
123	совершается как бы	1	1
124	смятенного порыва и	1	1
125	строфе в из	1	1
126	данному жанру как	1	1
127	самой себе чтобы	1	1
128	автобиографического героя жития	1	1
129	сама собою как	1	1
130	е о а	1	1
131	архетипичность музы прозрачна	1	1
132	совмещения внутренней и	1	1
133	иных жизненных ценностей	1	1
134	и в сущности	1	1
135	к очевидно а	1	1
136	самоопределения стать я	1	1
137	значимостью ритмико-ассонансная субструктура	1	1
138	есть креативная компетенция	1	1
139	во весь голос	1	1
140	раскола вины за	1	1
141	общеизвестные пришел увидел	1	1
142	ситуации жизненного выбора	1	1
143	впоследствии при виде	1	1
144	исчезает очевидным образом	1	1
145	жизненному поведению главного	1	1
146	отреклось от свободы	1	1
147	эта встреча не	1	1
148	сердца своего мужествомъ	1	1
149	мужествомъ наплънився ратнаго	1	1
150	ответная эстетическая реакция	1	1
151	однажды аллитерация в	1	1
152	тем это разграничение	1	1
153	музы прозрачна и	1	1
154	амбиций в дегероизированной	1	1
155	компетенции суть референтная	1	1
156	личность горда своей	1	1
157	который значительнее свободы	1	1
158	встречи-разлуки полная вписанность	1	1
159	нейтральное к языку	1	1
160	града чрънигова отня	1	1
