N	3gram	Tiupa_Hudo_2	VLabPisa
1	и т д	2	15
2	в этом отношении	1	13
3	и т п	2	9
4	с другой стороны	1	8
5	не может быть	3	8
6	по отношению к	7	7
7	хотя бы и	2	5
8	то же время	4	5
9	в конечном счете	3	5
10	в то же	4	5
11	можно сказать что	1	4
12	в том что	11	4
13	о том как	2	3
14	и в то	2	3
15	о том же	1	3
16	а всего лишь	2	3
17	о том что	7	3
18	в одном из	1	3
19	к тому что	4	3
20	в конечном итоге	1	2
21	подобно тому как	4	2
22	в том числе	1	2
23	до сих пор	2	2
24	можно было бы	2	2
25	с одной стороны	3	2
26	в этом и	2	2
27	этом и заключается	1	2
28	не только не	2	2
29	том числе и	1	2
30	мы знаем что	1	2
31	для того чтобы	3	2
32	бы не было	1	2
33	жизни и ее	1	1
34	нет и не	1	1
35	легко и просто	1	1
36	если можно так	2	1
37	то время как	1	1
38	об этом говорит	1	1
39	в самом деле	3	1
40	в соответствии с	3	1
41	же как и	1	1
42	как это обычно	1	1
43	тот или иной	1	1
44	человека а не	1	1
45	в таком случае	1	1
46	что он не	1	1
47	в его детстве	1	1
48	достоевского и толстого	1	1
49	только в том	2	1
50	то или иное	1	1
51	о свободе воли	1	1
52	так или иначе	1	1
53	приводит к тому	1	1
54	в данном случае	2	1
55	не только в	2	1
56	чтобы ответить на	1	1
57	то же самое	2	1
58	так же как	2	1
59	как будто бы	2	1
60	т д перед	1	1
61	с того момента	1	1
62	имеем дело с	1	1
63	все же не	1	1
64	а между тем	3	1
65	того момента когда	1	1
66	того или иного	2	1
67	а в том	1	1
68	у него в	1	1
69	но с другой	1	1
70	в то время	1	1
71	д перед нами	1	1
72	та или иная	1	1
73	места и роли	1	1
74	но и для	1	1
75	той или иной	1	1
76	в сад и	1	1
77	лежит в основе	1	1
78	можно так выразиться	2	1
79	после того как	1	1
80	между собой не	1	1
81	что все они	2	1
82	на одном полюсе	1	1
83	и в конечном	1	1
84	а если можно	1	1
85	мы имеем дело	1	1
86	человека в футляре	1	1
87	никак между собой	1	1
88	к тому же	2	1
89	следующим образом это	1	1
90	учения о свободе	1	1
91	как мы знаем	1	1
92	не только для	1	1
