N	3gram	Vygotskiy__5	Mirosoze
1	не может быть	2	8
2	друг к другу	4	5
3	для того чтобы	19	4
4	что иное как	2	3
5	же как и	1	3
6	до сих пор	5	3
7	к тому что	6	3
8	так же как	2	3
9	и в этом	1	3
10	потому что она	1	3
11	не что иное	2	3
12	для этого необходимо	2	3
13	в чем не	1	2
14	и той же	2	2
15	это означает что	1	2
16	потому что он	2	2
17	может быть и	2	2
18	в нем нет	1	2
19	у нас не	1	2
20	да и нет	1	2
21	о том что	6	2
22	одной и той	2	2
23	по отношению к	1	2
24	ни в чем	1	2
25	что это не	1	2
26	после того как	1	2
27	в том что	14	2
28	мы увидим что	6	2
29	том что в	1	1
30	берет человека в	1	1
31	сам не знает	1	1
32	не мог бы	1	1
33	мы видим в	2	1
34	потому что в	2	1
35	но под этой	1	1
36	было бы назвать	1	1
37	том что он	1	1
38	с точки зрения	2	1
39	и во многих	1	1
40	которых он изображает	1	1
41	сам по себе	3	1
42	того что есть	1	1
43	что он не	1	1
44	в романах достоевского	1	1
45	так это в	1	1
46	в этом отношении	3	1
47	и в учении	1	1
48	на то что	16	1
49	он никогда не	1	1
50	но он был	1	1
51	тому что наш	1	1
52	не есть еще	1	1
53	никогда не достигает	1	1
54	такой силой как	2	1
55	смысле этого слова	1	1
56	по сравнению с	4	1
57	бы для этого	1	1
58	и в этой	1	1
59	с такой силой	2	1
60	есть не только	1	1
61	что у него	1	1
62	но так как	1	1
63	этот смысл в	1	1
64	лежит в основе	1	1
65	сих пор не	1	1
66	к другу как	1	1
67	означает что в	1	1
68	но он не	1	1
69	того чтобы сделать	1	1
70	той или иной	2	1
71	у нее нет	1	1
72	на самом деле	2	1
73	в письме к	1	1
74	в конце концов	2	1
75	чем не подозревает	1	1
76	именно потому что	2	1
77	и этим он	1	1
