N	3gram	Tiupa_Disk_1	Vvedenie
1	в том что	13	12
2	о том что	5	12
3	в этом смысле	1	8
4	не может быть	3	8
5	тем не менее	1	8
6	до сих пор	1	6
7	то же время	4	6
8	в то же	3	6
9	в том чтобы	2	5
10	с другой стороны	3	5
11	по отношению к	9	4
12	и в особенности	2	4
13	в этом случае	1	4
14	в этом отношении	1	4
15	по крайней мере	2	4
16	в данном случае	2	4
17	не только в	2	4
18	во всяком случае	1	4
19	с одной стороны	9	4
20	также и в	1	3
21	одной стороны и	2	3
22	в строгом смысле	1	3
23	вместе с тем	1	3
24	в известном смысле	1	3
25	что представляет собой	1	3
26	и в том	1	3
27	заключается в том	1	3
28	большей или меньшей	2	3
29	можно сказать что	2	3
30	но все же	1	3
31	как мы видели	1	3
32	в свое время	1	3
33	на том что	1	2
34	до наших дней	1	2
35	состоит в том	2	2
36	дело в том	1	2
37	не говоря уже	2	2
38	подобно тому как	2	2
39	в соответствии с	2	2
40	то же самое	2	2
41	что же касается	2	2
42	как будто бы	1	2
43	с точки зрения	1	2
44	хотя бы и	1	2
45	обратить внимание на	2	2
46	в данном отношении	1	2
47	дело не с	1	2
48	не в том	3	2
49	в связи с	1	2
50	в целом ряде	1	2
51	тем или иным	1	2
52	лежит в основании	1	2
53	к этому времени	1	2
54	может быть в	1	2
55	той или иной	3	2
56	и того же	2	1
57	том что с	1	1
58	и даже к	1	1
59	по себе не	2	1
60	точки зрения на	1	1
61	только потому что	1	1
62	как уже говорилось	1	1
63	это как будто	1	1
64	не только по	1	1
65	нами не как	1	1
66	мы имеем дело	2	1
67	потому что в	1	1
68	прежде всего в	1	1
69	может быть названа	1	1
70	более или менее	2	1
71	на самом деле	1	1
72	в принципе не	1	1
73	имеют дело с	1	1
74	данной точки зрения	1	1
75	в этом пункте	1	1
76	в котором они	1	1
77	говоря уже о	2	1
78	в таком случае	1	1
79	сам по себе	1	1
80	в отличие от	4	1
81	только в том	2	1
82	только то что	1	1
83	что не только	1	1
84	поскольку мы имеем	1	1
85	том или ином	1	1
86	том что не	1	1
87	принципе не может	1	1
88	имеем дело с	1	1
89	и что это	1	1
90	ту или иную	1	1
91	одно и то	1	1
92	уже было сказано	1	1
93	в том или	1	1
94	соответствии с правилами	1	1
95	а не только	2	1
96	именно в этой	1	1
97	с данной точки	1	1
98	один из наиболее	1	1
99	и то же	1	1
100	и потому что	1	1
101	одним из наиболее	1	1
102	в большей или	1	1
103	или меньшей степени	1	1
104	составляет один из	1	1
105	хотя бы на	1	1
106	на этом пути	1	1
107	лицом к лицу	1	1
108	в каждой области	2	1
109	служит одновременно и	1	1
110	а в том	2	1
111	в частности в	2	1
112	значение в истории	1	1
113	в новейшее время	1	1
114	имея в виду	1	1
115	в свою очередь	3	1
116	хотя оба они	1	1
117	прежде всего к	1	1
118	того или иного	1	1
119	с самого начала	1	1
120	и прежде всего	1	1
121	как уже было	1	1
122	один из важнейших	1	1
123	одного и того	2	1
124	и все прочие	1	1
125	к одной из	1	1
126	во всех его	1	1
127	из того что	1	1
128	значении этого термина	2	1
