N	2gram	Vinokur_St_2	Formalny
1	т е	10	34
2	и в	29	24
3	в его	13	23
4	прежде всего	5	22
5	и не	9	20
6	так и	9	18
7	и пр	8	17
8	точки зрения	5	16
9	не может	2	16
10	в этом	21	15
11	в нем	4	14
12	может быть	2	14
13	таким образом	10	13
14	на почве	2	13
15	с точки	2	13
16	и т	9	12
17	именно как	1	12
18	в своем	9	11
19	как и	2	11
20	в своей	7	11
21	в их	3	11
22	не менее	3	11
23	в ней	7	10
24	то же	2	10
25	вовсе не	6	10
26	настоящее время	1	10
27	и его	6	10
28	и их	1	10
29	а не	5	10
30	в настоящее	1	10
31	в то	2	9
32	в процессе	2	9
33	и потому	2	9
34	все это	11	9
35	и на	6	8
36	как в	3	8
37	т д	6	8
38	и с	4	8
39	не в	4	8
40	же время	1	8
41	в ее	2	8
42	именно в	4	8
43	то что	11	8
44	в свою	1	8
45	на самом	3	7
46	литературных явлений	1	7
47	не только	19	7
48	место в	1	7
49	жизни и	1	7
50	в содержании	2	7
51	до конца	3	7
52	и от	1	7
53	но и	19	7
54	еще не	1	6
55	самом деле	3	6
56	более или	2	6
57	все эти	2	6
58	в этой	2	6
59	как бы	5	6
60	или менее	2	6
61	она не	1	6
62	свою очередь	1	6
63	в пределах	1	6
64	и здесь	3	6
65	до сих	6	6
66	в том	27	6
67	было бы	5	6
68	в живом	1	6
69	как это	2	6
70	сих пор	5	6
71	и все	1	6
72	а в	1	6
73	бы ни	2	5
74	хотя бы	3	5
75	но в	8	5
76	в самом	7	5
77	при этом	2	5
78	в понимании	1	5
79	по себе	3	5
80	не могло	3	5
81	и до	1	5
82	у нас	3	5
83	должны быть	1	5
84	как мы	1	5
85	искусства и	2	5
86	того что	5	5
87	только на	1	5
88	со стороны	2	5
89	с другой	4	5
90	и др	2	5
91	со всею	1	5
92	с его	2	4
93	по отношению	1	4
94	в истории	2	4
95	независимо от	1	4
96	и к	4	4
97	в которой	11	4
98	не как	1	4
99	с другими	1	4
100	как на	9	4
101	исходить из	1	4
102	оно не	3	4
103	никогда не	3	4
104	если бы	2	4
105	всяком случае	3	4
106	конечно не	1	4
107	т п	3	4
108	ближайшим образом	2	4
109	литература в	1	4
110	в связи	1	4
111	в частности	4	4
112	отношению к	1	4
113	с этой	2	4
114	что в	19	4
115	к этой	1	4
116	так же	3	4
117	во всяком	3	4
118	это и	1	3
119	в конкретном	1	3
120	действительности и	1	3
121	мы не	1	3
122	зависимости от	1	3
123	бы то	2	3
124	но не	3	3
125	в общем	3	3
126	отношение к	1	3
127	все же	6	3
128	когда он	1	3
129	целый ряд	1	3
130	и как	2	3
131	в себе	2	3
132	он не	9	3
133	перестает быть	1	3
134	так например	7	3
135	в каждом	1	3
136	то ни	2	3
137	значение в	1	3
138	на все	1	3
139	его в	2	3
140	в социальной	1	3
141	в них	2	3
142	они не	2	3
143	в отношении	2	3
144	но для	1	3
145	не о	1	3
146	в основе	1	3
147	связи с	4	3
148	не по	2	3
149	материала в	1	3
150	отличается от	1	3
151	к тому	10	3
152	здесь не	1	3
153	особенно в	2	3
154	борьба с	2	3
155	бы в	1	3
156	наконец в	3	3
157	как она	1	3
158	один из	1	3
159	или же	1	3
160	для него	4	3
161	не для	1	3
162	в особенности	2	3
163	и даже	3	3
164	в области	2	3
165	не было	3	3
166	его как	2	3
167	в россии	3	3
168	эти определения	1	3
169	ни на	1	3
170	ничем не	1	3
171	но это	3	3
172	же в	1	3
173	а н	1	3
174	между ними	1	3
175	что он	13	3
176	же как	3	2
177	и это	2	2
178	в зависимости	1	2
179	в году	3	2
180	его не	3	2
181	а как	4	2
182	вопрос о	6	2
183	эстетики и	1	2
184	литературы и	1	2
185	в создании	1	2
186	своей работе	1	2
187	нет и	2	2
188	за пределы	1	2
189	чем же	1	2
190	идет о	3	2
191	с этим	3	2
192	поэтического искусства	1	2
193	стиля и	1	2
194	не приходится	4	2
195	в литературном	1	2
196	остановиться на	1	2
197	и те	2	2
198	и если	1	2
199	на его	2	2
200	том чтобы	1	2
201	и более	2	2
202	о мире	2	2
203	но все	7	2
204	так называемым	1	2
205	действительности в	1	2
206	всю свою	1	2
207	ни в	3	2
208	с тем	7	2
209	мы видели	1	2
210	нисколько не	1	2
211	в эту	3	2
212	не так	1	2
213	значение для	1	2
214	что было	2	2
215	какие бы	1	2
216	виду что	1	2
217	мысли в	1	2
218	на него	1	2
219	только не	2	2
220	ничего не	4	2
221	одна из	1	2
222	к ней	1	2
223	их разрешении	1	2
224	значения и	1	2
225	на нее	3	2
226	не с	1	2
227	каждого из	1	2
228	еще в	2	2
229	она была	1	2
230	и что	6	2
231	и лишь	1	2
232	между тем	5	2
233	что и	2	2
234	в лице	1	2
235	только в	2	2
236	по истории	1	2
237	непосредственно из	1	2
238	ни одного	3	2
239	не дает	2	2
240	могло бы	1	2
241	точка зрения	1	2
242	в одном	6	2
243	сами по	2	2
244	как раз	8	2
245	его исторического	1	2
246	из важнейших	1	2
247	различных художественных	1	2
248	или иначе	1	2
249	мысли об	1	2
250	и самый	2	2
251	не на	2	2
252	все время	1	2
253	была бы	5	2
254	особенностей и	1	2
255	вместе с	7	2
256	из этой	2	2
257	по существу	2	2
258	в ряду	1	2
259	к которому	1	2
260	прежде чем	1	2
261	в результате	2	2
262	места в	1	2
263	ни было	2	2
264	в своих	1	2
265	отношении к	3	2
266	жизни в	1	2
267	одной из	3	2
268	ко времени	2	2
269	на своем	1	2
270	что такое	2	2
271	нас не	2	2
272	а между	1	1
273	смысле слова	1	1
274	произведения но	1	1
275	ту же	1	1
276	но кроме	1	1
277	также и	2	1
278	например в	3	1
279	действительностью в	1	1
280	прочим и	1	1
281	и принципиально	1	1
282	в первом	1	1
283	по преимуществу	1	1
284	из его	2	1
285	высшей степени	1	1
286	едва ли	1	1
287	равнодушен к	1	1
288	той же	1	1
289	в и	13	1
290	со всех	1	1
291	и значение	1	1
292	бы уже	1	1
293	на материале	1	1
294	на первом	2	1
295	почти все	2	1
296	конкретном и	1	1
297	стиль поэзии	1	1
298	все здесь	1	1
299	х годов	1	1
300	вместо того	1	1
301	в составе	1	1
302	направлением в	1	1
303	при таких	1	1
304	в каждой	1	1
305	это время	2	1
306	и отчетливых	1	1
307	xix века	3	1
308	не был	3	1
309	говоря уже	1	1
310	в чем	1	1
311	и всего	1	1
312	предисловии к	2	1
313	совсем не	1	1
314	в данном	2	1
315	что язык	1	1
316	действительно мог	1	1
317	положении вещей	1	1
318	тогда как	2	1
319	были глубоко	1	1
320	произведение не	1	1
321	и речи	2	1
322	всего это	1	1
323	были не	2	1
324	очень большое	2	1
325	о необходимости	1	1
326	общего с	1	1
327	вот как	1	1
328	этом его	1	1
329	от истории	1	1
330	как нам	1	1
331	что касается	1	1
332	хотя и	4	1
333	реальной действительности	1	1
334	важны не	1	1
335	близкого ему	1	1
336	о самом	1	1
337	в общий	1	1
338	в условиях	1	1
339	значения как	1	1
340	об общих	1	1
341	нее так	1	1
342	так или	1	1
343	иначе и	1	1
344	из этих	1	1
345	и принципиальной	1	1
346	так в	1	1
347	с их	1	1
348	особое место	1	1
349	как он	2	1
350	на то	2	1
351	именно этим	1	1
352	идей и	1	1
353	не следует	1	1
354	в статье	2	1
355	тем не	2	1
356	свою собственную	1	1
357	к одному	1	1
358	и дважды	1	1
359	вообще не	3	1
360	прошлого века	1	1
361	и по	3	1
362	на этом	1	1
363	отношении в	1	1
364	что является	1	1
365	они должны	1	1
366	некоторые элементы	1	1
367	случилось так	1	1
368	связанных с	1	1
369	на этой	1	1
370	входя в	1	1
371	заключается в	1	1
372	не умеет	1	1
373	этом смысле	1	1
374	лишь на	1	1
375	должен был	4	1
376	и тем	1	1
377	материал для	3	1
378	который сам	1	1
379	для них	1	1
380	но уже	1	1
381	нет в	1	1
382	это положение	1	1
383	в высшей	1	1
384	а прежде	1	1
385	в контексте	1	1
386	и уже	1	1
387	он и	1	1
388	критик как	1	1
389	нигде не	2	1
390	действительно не	2	1
391	такой же	1	1
392	не мог	3	1
393	истории русской	1	1
394	что собственно	2	1
395	исторической действительности	1	1
396	в этих	3	1
397	и другие	2	1
398	всякая иная	1	1
399	к тем	1	1
400	совершенно независимо	1	1
401	можно найти	1	1
402	к истории	2	1
403	в котором	7	1
404	не столько	7	1
405	классики и	1	1
406	в отличие	2	1
407	своего рода	5	1
408	от его	2	1
409	русской литературной	1	1
410	как своего	2	1
411	вышедшая в	1	1
412	даны в	2	1
413	такую же	1	1
414	времени не	2	1
415	но он	3	1
416	значения с	1	1
417	и эти	1	1
418	которые одновременно	1	1
419	есть еще	2	1
420	и почти	1	1
421	и вся	2	1
422	тому что	7	1
423	и очень	1	1
424	на один	1	1
425	можно указать	1	1
426	иной раз	1	1
427	в обоих	3	1
428	самого начала	3	1
429	в русской	5	1
430	не имеет	2	1
431	той духовной	1	1
432	каждого данного	1	1
433	которого он	1	1
434	но вместе	1	1
435	говорить о	1	1
436	и художественными	1	1
437	и снова	1	1
438	но только	1	1
439	того чтобы	6	1
440	для всего	1	1
441	и глубокая	1	1
442	его от	1	1
443	и без	1	1
444	на себя	3	1
445	всего и	1	1
446	совершенно неправильно	1	1
447	критика это	1	1
448	п в	1	1
449	потому что	9	1
450	в роман	2	1
451	из истории	1	1
452	было не	1	1
453	только с	2	1
454	этом отношении	9	1
455	эту сторону	2	1
456	мы и	1	1
457	что на	3	1
458	за его	1	1
459	свое собственное	1	1
460	уже о	1	1
461	в духе	2	1
462	не могут	1	1
463	следует еще	2	1
464	поэтического языка	2	1
465	что при	1	1
466	ничего общего	1	1
467	годов т	1	1
468	и о	4	1
469	и сами	1	1
470	данном случае	1	1
471	только при	1	1
472	книги и	1	1
473	характер и	1	1
474	ссср в	1	1
475	с самого	3	1
476	на произведение	2	1
477	не те	1	1
478	роль в	1	1
479	слова а	1	1
480	что у	4	1
481	явлениях как	1	1
482	в образе	3	1
483	было в	1	1
484	в борьбе	1	1
485	что также	1	1
486	здесь нет	1	1
487	во многом	2	1
488	она до	1	1
489	такого утверждения	1	1
490	и всегда	2	1
491	по сравнению	1	1
492	понимании этого	1	1
493	связанное с	1	1
494	не существовало	1	1
495	в отдельных	1	1
496	в другом	4	1
497	широкой и	1	1
498	на всех	1	1
499	одного из	1	1
500	можно сказать	1	1
501	а также	2	1
502	с соответствующими	1	1
503	по их	2	1
504	связь между	1	1
505	от них	1	1
506	и во	1	1
507	критика в	1	1
508	должно было	3	1
509	эти два	1	1
510	в языке	5	1
