N	2gram	Vygotskiy__2	KulturaY
1	и т	10	33
2	в том	37	30
3	и в	32	24
4	потому что	21	23
5	том что	21	21
6	т п	8	18
7	что в	20	17
8	того чтобы	14	17
9	для того	13	16
10	было бы	11	15
11	в этом	13	14
12	т д	2	14
13	точки зрения	17	14
14	может быть	18	13
15	все же	4	12
16	таким образом	21	12
17	и не	10	12
18	в его	2	12
19	не в	8	11
20	только в	7	11
21	хотя бы	3	10
22	в самом	12	10
23	не только	12	10
24	в силу	1	10
25	вовсе не	2	10
26	самом деле	16	9
27	с точки	10	9
28	так как	12	9
29	если бы	6	9
30	о том	6	9
31	того что	8	9
32	прежде всего	1	9
33	то что	21	9
34	а только	3	8
35	уже не	1	8
36	то обстоятельство	1	8
37	то же	13	8
38	том чтобы	3	8
39	обстоятельство что	1	8
40	в языке	4	8
41	тем что	9	8
42	как раз	5	8
43	а не	7	8
44	не может	17	7
45	это не	2	7
46	в них	2	7
47	не менее	8	7
48	связи с	1	7
49	в области	1	7
50	так и	3	7
51	бы в	1	7
52	в качестве	1	7
53	с другой	3	7
54	с помощью	1	7
55	как бы	6	7
56	вместе с	2	7
57	только потому	2	6
58	мере в	1	6
59	мы имеем	4	6
60	зависимости от	1	6
61	в ней	5	6
62	однако не	2	6
63	в которой	2	6
64	все эти	7	6
65	при этом	13	6
66	в которых	3	6
67	тогда когда	3	6
68	можно было	7	6
69	что он	13	6
70	в какой	2	6
71	но и	10	6
72	именно в	1	6
73	что же	3	6
74	все это	5	6
75	другой стороны	2	6
76	например в	3	5
77	в зависимости	1	5
78	еще не	2	5
79	но не	2	5
80	не просто	1	5
81	что это	8	5
82	и с	4	5
83	с тем	11	5
84	по крайней	1	5
85	и его	7	5
86	не потому	2	5
87	к тому	7	5
88	в виду	3	5
89	и что	22	5
90	между тем	4	5
91	а потому	2	5
92	крайней мере	1	5
93	всяком случае	2	5
94	что не	3	5
95	в той	1	5
96	в результате	1	5
97	целый ряд	6	5
98	этом отношении	5	5
99	а в	4	5
100	речи и	1	5
101	во всяком	2	5
102	того же	2	4
103	это и	1	4
104	и на	5	4
105	с его	2	4
106	что они	7	4
107	как в	9	4
108	в целом	4	4
109	из этих	1	4
110	роль в	2	4
111	на то	11	4
112	в нем	4	4
113	русском языке	1	4
114	же касается	1	4
115	того или	3	4
116	в данном	4	4
117	и тогда	1	4
118	из области	1	4
119	тем не	4	4
120	стоит в	1	4
121	тем самым	1	4
122	в таких	1	4
123	на язык	1	4
124	того как	4	4
125	в русском	2	4
126	и является	1	4
127	не на	2	4
128	в самой	2	4
129	что и	17	4
130	с ними	1	4
131	должен быть	1	4
132	так что	3	4
133	не есть	1	4
134	из них	4	4
135	со стороны	1	4
136	до сих	5	4
137	там где	2	4
138	в частности	3	4
139	с этим	4	4
140	в тех	1	4
141	по существу	3	4
142	сих пор	5	4
143	один из	3	4
144	указать на	1	4
145	в этих	2	4
146	так же	18	4
147	и то	3	3
148	в первом	1	3
149	в котором	1	3
150	той же	8	3
151	в сущности	7	3
152	то это	3	3
153	и он	3	3
154	только тогда	1	3
155	в общем	3	3
156	очевидно что	2	3
157	в истории	1	3
158	в связи	1	3
159	когда он	10	3
160	его к	1	3
161	более или	1	3
162	в этой	6	3
163	в себе	2	3
164	и если	1	3
165	на его	2	3
166	не имеют	2	3
167	на том	2	3
168	состоит в	3	3
169	что она	16	3
170	и может	1	3
171	несмотря на	4	3
172	должно быть	1	3
173	или менее	1	3
174	в их	3	3
175	представление о	3	3
176	и эти	2	3
177	тому что	4	3
178	казалось бы	2	3
179	ли не	1	3
180	что оно	2	3
181	оно не	2	3
182	свою очередь	2	3
183	сводится к	2	3
184	не с	1	3
185	ясно что	7	3
186	том как	2	3
187	это только	3	3
188	для этого	3	3
189	в известных	1	3
190	и здесь	2	3
191	можно сказать	1	3
192	этом смысле	1	3
193	обе эти	1	3
194	мы увидим	1	3
195	в одном	2	3
196	связано с	1	3
197	уже и	1	3
198	не было	2	3
199	в особенности	2	3
200	и даже	5	3
201	к которому	2	3
202	в свою	3	3
203	а с	2	3
204	в соответствии	1	3
205	есть лишь	1	3
206	под влиянием	1	3
207	как это	4	3
208	этого слова	1	3
209	не сумела	1	3
210	нам не	1	3
211	была бы	2	3
212	или иного	2	3
213	как на	5	3
214	но еще	1	3
215	в таком	2	3
216	они не	1	3
217	позволю себе	1	2
218	речь идет	1	2
219	одним из	1	2
220	также и	2	2
221	п так	1	2
222	по преимуществу	1	2
223	все те	2	2
224	как история	2	2
225	и значение	1	2
226	что если	6	2
227	бы и	3	2
228	которое в	1	2
229	иное как	1	2
230	что его	5	2
231	его так	1	2
232	на самом	5	2
233	значение и	2	2
234	если в	2	2
235	себе и	2	2
236	относится к	3	2
237	меньше всего	2	2
238	идет о	1	2
239	что касается	1	2
240	могли бы	2	2
241	как социальное	1	2
242	и как	7	2
243	какой смысл	1	2
244	увидим что	2	2
245	но в	3	2
246	и говорит	2	2
247	формы в	3	2
248	но ведь	1	2
249	роли в	1	2
250	он не	6	2
251	нет двух	1	2
252	как с	1	2
253	что нужно	1	2
254	отдельных звуков	1	2
255	свое время	1	2
256	так например	1	2
257	но все	1	2
258	в каждом	2	2
259	в состоянии	2	2
260	заключается в	12	2
261	образом если	1	2
262	и мы	6	2
263	и тем	4	2
264	ни в	2	2
265	как об	1	2
266	как и	10	2
267	и было	1	2
268	иначе говоря	4	2
269	убедиться что	2	2
270	одного и	2	2
271	нужно было	1	2
272	к примеру	1	2
273	но если	1	2
274	и при	2	2
275	в своей	3	2
276	не столько	1	2
277	иначе как	1	2
278	что было	1	2
279	и более	4	2
280	том же	2	2
281	и под	1	2
282	по себе	12	2
283	до конца	3	2
284	что с	3	2
285	в то	5	2
286	не имеет	4	2
