N	3gram	Bakhtin_sl_2	Psycholo
1	и т п	33	15
2	в том что	4	9
3	не может быть	15	8
4	на то что	1	8
5	и т д	2	8
6	о том что	1	7
7	во всяком случае	2	6
8	в зависимости от	4	5
9	с другой стороны	1	5
10	с одной стороны	5	5
11	для того чтобы	2	5
12	как и в	1	4
13	том что она	1	3
14	в какой мере	1	3
15	до сих пор	2	3
16	в отличие от	12	3
17	в собственном смысле	3	3
18	не только не	1	3
19	интеллигенции х годов	1	3
20	все то что	1	3
21	хотя и не	1	2
22	более или менее	2	2
23	то есть к	1	2
24	мы не можем	1	2
25	с точки зрения	3	2
26	тем или иным	1	2
27	в этом отношении	3	2
28	т п все	3	2
29	п все это	2	2
30	в применении к	1	2
31	тех или иных	1	2
32	в евгении онегине	1	2
33	мы увидим что	1	2
34	в целом ряде	1	2
35	а в том	1	2
36	в русском языке	1	2
37	так и в	3	2
38	никогда не может	2	2
39	сама по себе	3	2
40	тем не менее	1	2
41	он не только	1	2
42	по себе а	1	2
43	мы видели что	1	2
44	но прежде всего	2	1
45	и в сущности	2	1
46	друг к другу	1	1
47	и в поэзии	1	1
48	не может не	1	1
49	как например в	1	1
50	нашей темы в	2	1
51	а следовательно и	1	1
52	иметь дело с	2	1
53	точки зрения на	1	1
54	вносит в нее	1	1
55	в чем же	1	1
56	и без всякого	1	1
57	а вовсе не	2	1
58	не только о	2	1
59	оно не может	3	1
60	и в особенности	2	1
61	во всем ее	1	1
62	в том числе	1	1
63	том что он	1	1
64	чтобы прийти к	1	1
65	одной стороны и	3	1
66	при этом очень	1	1
67	и там где	3	1
68	и как он	1	1
69	и в той	1	1
70	т п но	2	1
71	сами по себе	1	1
72	а также в	1	1
73	языка то есть	2	1
74	в различные эпохи	2	1
75	самим автором и	1	1
76	не меньше чем	2	1
77	не до конца	1	1
78	утверждать что в	1	1
79	и могут быть	1	1
80	может быть только	1	1
81	он никогда не	1	1
82	она не является	1	1
83	в такой степени	1	1
84	к трем основным	1	1
85	мы смотрим на	1	1
86	в процессе развития	1	1
87	но как ни	1	1
88	до конца и	1	1
89	между тем как	1	1
90	жизни в его	1	1
91	как не может	1	1
92	не только в	2	1
93	приходится иметь дело	2	1
94	мы не знаем	1	1
95	такой степени что	1	1
96	не могут быть	2	1
97	в связи с	2	1
98	всем ее объеме	1	1
99	могут быть сведены	1	1
100	это и не	1	1
101	речь идет о	1	1
102	в широком смысле	1	1
103	лежат в одной	1	1
104	хотя бы только	1	1
105	в двух планах	1	1
106	быть сведены к	1	1
107	в свою очередь	2	1
108	к нему и	1	1
109	одна из форм	1	1
110	с самого начала	1	1
111	т п в	2	1
112	включает в себя	2	1
113	при условии если	1	1
114	и ту же	1	1
115	никак не могут	1	1
116	т п то	1	1
117	одну и ту	1	1
118	было показано выше	1	1
119	в нем не	1	1
120	том числе и	1	1
