N	2gram	Propp_Russ_1	DiskursI
1	в себе	1	19
2	при этом	6	17
3	в этом	12	16
4	как и	10	16
5	состоит в	8	16
6	и в	36	16
7	в качестве	3	16
8	может быть	8	16
9	и не	6	15
10	а не	2	14
11	отличие от	1	12
12	то есть	3	12
13	в отличие	1	12
14	в частности	2	12
15	тогда как	2	11
16	но в	2	11
17	представляет собой	4	11
18	но и	16	11
19	не только	22	10
20	том что	19	10
21	своего рода	3	10
22	так и	7	9
23	не может	4	9
24	как в	5	8
25	в том	17	8
26	а также	3	8
27	но не	2	7
28	в данном	1	7
29	в нем	2	7
30	ни в	1	7
31	не менее	3	7
32	то же	3	6
33	еще не	4	6
34	с его	1	6
35	данном случае	1	6
36	отнюдь не	2	6
37	все же	5	6
38	в своих	2	6
39	и на	10	5
40	в своем	3	5
41	в то	1	5
42	что в	19	5
43	то что	6	5
44	а с	4	5
45	по отношению	1	4
46	в этой	1	4
47	в основе	1	4
48	потому что	10	4
49	этом отношении	1	4
50	о том	8	4
51	в пределах	1	4
52	одно из	5	4
53	в одном	3	4
54	как бы	5	4
55	не является	1	4
56	точки зрения	3	4
57	в период	1	4
58	к этому	4	4
59	отношению к	1	4
60	можно назвать	1	4
61	также и	1	3
62	например в	2	3
63	и ее	1	3
64	не знают	1	3
65	к жизни	3	3
66	перед нами	1	3
67	и как	2	3
68	и наконец	1	3
69	все эти	2	3
70	всей своей	1	3
71	из этих	4	3
72	он не	1	3
73	его в	1	3
74	это не	10	3
75	одного и	1	3
76	в этих	3	3
77	не столько	1	3
78	одном из	1	3
79	в тексте	1	3
80	могут быть	2	3
81	приводит к	3	3
82	еще в	4	3
83	в его	2	3
84	но она	2	3
85	только в	4	3
86	и его	1	3
87	уже не	6	3
88	из них	8	3
89	в них	6	3
90	не было	2	3
91	не знает	1	3
92	было в	1	3
93	как будто	5	3
94	можно сказать	1	3
95	но это	4	3
96	и того	1	3
97	и все	1	3
98	следует признать	1	3
99	жизни и	1	3
100	как на	1	3
101	же как	1	2
102	того же	1	2
103	и это	1	2
104	по преимуществу	1	2
105	место в	1	2
106	говорить о	1	2
107	жизни как	1	2
108	в ней	2	2
109	мы имеем	4	2
110	значении этого	1	2
111	тут же	2	2
112	как уже	4	2
113	в целом	2	2
114	не более	1	2
115	должна быть	1	2
116	не к	1	2
117	с таким	1	2
118	подобно тому	1	2
119	и с	2	2
120	входит в	4	2
121	на почве	1	2
122	который по	1	2
123	такой же	2	2
124	все это	6	2
125	этом случае	5	2
126	с точки	3	2
127	обращение к	1	2
128	их в	3	2
129	дело в	1	2
130	при котором	1	2
131	что на	4	2
132	в области	3	2
133	для себя	1	2
134	ни одно	2	2
135	не с	3	2
136	но здесь	1	2
137	там же	5	2
138	между тем	7	2
139	что и	7	2
140	по свидетельству	1	2
141	к их	1	2
142	есть в	1	2
143	в большинстве	2	2
144	к своим	1	2
145	не о	1	2
146	с той	1	2
147	далеко не	3	2
148	не на	2	2
149	вместе с	10	2
150	или по	1	2
151	о чем	3	2
152	в той	1	2
153	тому как	1	2
154	и для	2	2
155	а к	1	2
156	гораздо менее	1	2
157	интерес к	2	2
158	а в	9	2
159	с ней	2	2
160	что он	1	2
161	и состоит	1	2
162	и развитие	1	1
163	чтобы не	1	1
164	переходит к	1	1
165	самом деле	1	1
166	тех же	1	1
167	переход от	2	1
168	в первом	1	1
