N	2gram	Tiupa_Anal_3	Formalny
1	и не	12	30
2	вовсе не	1	28
3	и в	18	27
4	может быть	9	25
5	не может	2	24
6	так и	14	21
7	и его	13	19
8	в этом	14	18
9	таким образом	4	18
10	а не	9	17
11	самом деле	2	16
12	точки зрения	3	16
13	то же	3	15
14	в нем	2	15
15	между ними	1	15
16	на самом	1	14
17	как и	14	14
18	с точки	2	14
19	не в	6	12
20	если бы	1	12
21	в самом	5	11
22	в жизни	2	11
23	и от	2	11
24	художественное произведение	1	11
25	не могут	1	10
26	место в	1	10
27	но и	13	10
28	не только	22	9
29	лишь в	5	9
30	отнюдь не	4	8
31	с помощью	1	8
32	как бы	10	8
33	при этом	11	8
34	входит в	2	8
35	как мы	1	8
36	в пределах	4	8
37	только в	2	8
38	как раз	7	8
39	то что	2	8
40	и все	2	8
41	что в	9	8
42	тем же	1	7
43	с тем	2	7
44	не менее	4	7
45	же время	3	7
46	потому что	1	7
47	его в	3	7
48	между тем	5	7
49	в его	7	7
50	в том	9	7
51	там где	2	7
52	все это	3	7
53	совершенно не	2	7
54	в то	3	7
55	в искусстве	2	7
56	здесь и	3	6
57	еще не	6	6
58	но в	2	6
59	все эти	2	6
60	в своей	1	6
61	и ее	2	6
62	всяком случае	2	6
63	произведения в	1	6
64	и теперь	1	6
65	произведения как	2	6
66	было бы	3	6
67	в литературе	1	6
68	что он	4	6
69	с другой	7	6
70	вместе с	2	6
71	в данном	4	6
72	все же	4	6
73	и для	2	6
74	бы в	1	6
75	хотя бы	1	6
76	в своих	1	6
77	во всяком	2	6
78	в зависимости	1	5
79	зависимости от	1	5
80	но не	7	5
81	в истории	1	5
82	независимо от	1	5
83	в художественном	1	5
84	так сказать	2	5
85	без исключения	3	5
86	в каждом	3	5
87	войти в	1	5
88	того чтобы	1	5
89	сводится к	2	5
90	в ней	2	5
91	что они	3	5
92	в дальнейшем	2	5
93	никогда не	5	5
94	в литературу	2	5
95	связи с	1	5
96	большинстве случаев	1	5
97	и их	1	5
98	лишь для	1	5
99	между которыми	1	5
100	и между	1	5
101	тем что	2	5
102	и потому	2	5
103	тому как	2	5
104	и формы	1	5
105	высказывания и	1	5
106	не является	5	5
107	в результате	5	5
108	другой стороны	5	5
109	не есть	4	4
110	произведения но	1	4
111	мы не	3	4
112	он был	1	4
113	как в	3	4
114	и как	4	4
115	в целом	3	4
116	бы ни	1	4
117	подобно тому	3	4
118	данном случае	3	4
119	в ее	3	4
120	в слове	5	4
121	мы знаем	1	4
122	том что	12	4
123	для данного	1	4
124	по себе	4	4
125	мы можем	2	4
126	и является	1	4
127	могут быть	2	4
128	к тому	6	4
129	роль в	3	4
130	о том	6	4
131	связь между	1	4
132	субъективного сознания	1	4
133	уже в	3	4
134	в большинстве	2	4
135	для того	1	4
136	со стороны	9	4
137	прежде всего	5	4
138	в связи	1	4
139	как это	3	4
140	ценностный центр	1	4
141	да и	2	4
142	между собой	1	4
143	в романе	2	4
144	от всех	1	4
145	из этого	1	4
146	жизни и	1	4
147	они не	1	4
148	формы и	1	3
149	того же	5	3
150	мы уже	1	3
151	той же	5	3
152	мы и	1	3
153	стороны его	1	3
154	целое и	1	3
155	и на	4	3
156	столь же	4	3
157	время в	1	3
158	во всех	2	3
159	то мы	1	3
160	а и	4	3
161	бы и	2	3
162	в себе	2	3
163	вследствие этого	1	3
164	не следует	1	3
165	те же	2	3
166	это не	2	3
167	ее в	1	3
168	он и	3	3
169	высказывания как	2	3
170	никаких оснований	1	3
171	от его	2	3
172	по отношению	7	3
173	в основе	1	3
174	этом отношении	3	3
175	оно не	1	3
176	реальной действительности	1	3
177	в произведении	3	3
178	жизнь и	3	3
179	никак не	1	3
180	можно сказать	4	3
181	в них	2	3
182	не нуждается	1	3
183	дело с	3	3
184	уже не	5	3
185	его и	1	3
186	нуждается в	2	3
187	в конце	5	3
188	произведения и	2	3
189	не о	1	3
190	всякое высказывание	2	3
