N	3gram	Losev_Dial_2	Freidism
1	с точки зрения	8	11
2	во всяком случае	2	7
3	не может быть	3	7
4	в самом деле	3	6
5	– все это	1	5
6	и прежде всего	2	5
7	в зависимости от	2	4
8	то же время	4	4
9	в то же	3	4
10	в данном случае	2	4
11	на самом деле	1	4
12	можно сказать что	3	4
13	как мы уже	1	4
14	в своей последней	1	3
15	в таком случае	3	3
16	бы то ни	1	3
17	мы можем сказать	1	3
18	с самого начала	2	3
19	можем сказать что	1	3
20	то же самое	2	2
21	то или иное	4	2
22	до сих пор	2	2
23	и не может	1	2
24	это вовсе не	2	2
25	может быть и	3	2
26	не могут быть	2	2
27	во всех своих	1	2
28	в этом отношении	1	2
29	это и есть	1	2
30	выйти за пределы	1	2
31	с одной стороны	1	2
32	тем не менее	2	2
33	на всю жизнь	1	2
34	мы уже знаем	3	2
35	в конце концов	1	2
36	том что в	1	1
37	и может быть	3	1
38	нуждается ни в	1	1
39	но как раз	1	1
40	который мы уже	1	1
41	только потому что	1	1
42	то ни стало	1	1
43	зависит от того	1	1
44	мы никогда не	1	1
45	да и не	1	1
46	ни в каких	1	1
47	так как они	1	1
48	равно как и	1	1
49	и даже не	1	1
50	в таком виде	1	1
51	но даже и	1	1
52	научной точки зрения	1	1
53	как бы ни	2	1
54	жизни так и	1	1
55	и нигде не	1	1
56	в нем и	2	1
57	во что бы	1	1
58	не нуждается ни	1	1
59	мы находим в	1	1
60	он не был	1	1
61	как и все	2	1
62	при других обстоятельствах	1	1
63	не физического но	1	1
64	нам в голову	1	1
65	на самом же	1	1
66	только то что	4	1
67	в себе и	1	1
68	или по крайней	2	1
69	может и должно	1	1
70	со всех сторон	1	1
71	по крайней мере	9	1
72	очень ярким и	1	1
73	что мы называем	1	1
74	ни в какой	2	1
75	что бы то	1	1
76	мы берем его	1	1
77	на своем месте	1	1
78	на первый взгляд	1	1
79	и с ними	1	1
80	но при этом	1	1
81	это как мы	1	1
82	как будто бы	3	1
83	по сравнению с	1	1
84	и пр все	1	1
85	это не может	1	1
86	в каком случае	2	1
87	это – не	2	1
88	с научной точки	1	1
89	данном случае в	1	1
90	бросается в глаза	1	1
91	и пр и	1	1
92	это было бы	1	1
93	ни в каком	3	1
94	от того что	2	1
95	в то время	3	1
96	мы уже сказали	1	1
97	говорить о том	1	1
98	ничем принципиально не	1	1
99	то что мы	1	1
100	имея в виду	1	1
101	сказать и о	1	1
102	о том что	4	1
103	к выводу что	1	1
104	той или иной	1	1
105	но все же	1	1
106	каком случае не	1	1
107	в этом смысле	1	1
108	обратим внимание на	1	1
109	и следовательно в	1	1
110	и т д	15	1
111	и в нем	1	1
112	самом же деле	1	1
113	нуждаются для своего	1	1
114	это мы знаем	1	1
115	– мы уже	1	1
116	в том что	6	1
117	она не может	1	1
118	что и в	1	1
119	не нуждается в	3	1
120	может быть даже	1	1
121	и все его	1	1
