N	2gram	Vygotskiy__5	Vvedenie
1	и т	7	42
2	т д	3	36
3	и в	30	32
4	в том	27	31
5	в этом	14	30
6	том что	21	26
7	может быть	11	26
8	не только	16	22
9	для того	20	21
10	того чтобы	20	20
11	таким образом	20	19
12	то что	37	16
13	потому что	23	15
14	так как	9	15
15	не может	9	14
16	в самом	14	13
17	в нем	7	13
18	о том	10	13
19	со стороны	3	13
20	в их	3	12
21	представляет собой	1	12
22	в его	4	12
23	того что	8	12
24	только в	5	12
25	и не	6	12
26	как на	11	12
27	как мы	5	11
28	в ее	3	11
29	и именно	4	11
30	ясно что	6	11
31	в данном	3	11
32	что такое	1	11
33	что в	24	10
34	то же	7	9
35	и как	7	9
36	но в	5	9
37	по себе	7	9
38	между тем	1	9
39	в той	3	9
40	этом смысле	2	9
41	а только	1	8
42	это не	3	8
43	не в	8	8
44	не менее	1	8
45	с другой	9	8
46	именно в	6	8
47	самом деле	8	7
48	вопрос о	3	7
49	но не	7	7
50	все же	7	7
51	было бы	5	7
52	точки зрения	7	7
53	в применении	1	7
54	можно было	3	7
55	дело с	5	7
56	прежде всего	4	7
57	смысле этого	1	7
58	о котором	6	7
59	в большей	2	7
60	смысле слова	1	6
61	и это	8	6
62	из этих	3	6
63	как он	2	6
64	том чтобы	2	6
65	с тем	8	6
66	как и	6	6
67	представить себе	2	6
68	вовсе не	3	6
69	в то	2	6
70	в качестве	2	6
71	тем что	6	6
72	не могут	3	6
73	не трудно	1	6
74	один из	5	6
75	этот вопрос	4	6
76	и его	6	6
77	в руки	1	6
78	и даже	2	6
79	до сих	5	6
80	но и	6	6
81	применении к	1	6
82	сих пор	5	6
83	все это	2	6
84	хотя бы	3	6
85	одним из	1	5
86	а как	2	5
87	в целом	5	5
88	иное как	2	5
89	так например	3	5
90	об этом	3	5
91	и тем	6	5
92	данном случае	3	5
93	в них	4	5
94	в которых	2	5
95	сказать что	9	5
96	могут быть	8	5
97	имеет дело	4	5
98	как например	2	5
99	так что	3	5
100	уже в	6	5
101	не есть	4	5
102	т п	3	5
103	представляют собой	2	5
104	что не	1	5
105	на этот	3	5
106	а не	8	5
107	по своему	1	5
108	в течение	2	5
109	как бы	19	5
110	другой стороны	5	5
111	в какой	1	5
112	вместе с	12	5
113	связана с	1	4
114	и то	9	4
115	как это	7	4
116	той же	3	4
117	смотреть на	3	4
118	мы имеем	8	4
119	что иное	2	4
120	по отношению	2	4
121	не просто	1	4
122	от этого	1	4
123	уже не	1	4
124	в себе	5	4
125	этот процесс	1	4
126	и заключается	4	4
127	должен был	4	4
128	в своей	4	4
129	в котором	2	4
130	по сравнению	4	4
131	по крайней	1	4
132	эти области	1	4
133	не имеет	1	4
134	в разных	1	4
135	только с	1	4
136	большей мере	1	4
137	в каждом	2	4
138	здесь нет	1	4
139	это только	3	4
140	и т.д	1	4
141	времени и	3	4
142	внимание на	4	4
143	и что	23	4
144	крайней мере	1	4
145	как она	4	4
146	еще не	5	4
147	что он	17	4
