N	4gram	Vygotskiy__7	EvropaiC
1	которых мы говорили выше	2	4
2	о которых мы говорили	2	4
3	заключается в том что	4	3
4	в каждый данный момент	1	3
5	несмотря на то что	1	2
6	же самое что и	1	1
7	которого в данном случае	1	1
8	одно и то же	3	1
9	с самого начала в	1	1
10	и не может быть	1	1
11	в том числе и	1	1
12	нет и не может	1	1
13	представление о том что	2	1
14	в том и другом	2	1
15	в то время как	2	1
16	на вопрос можно ли	1	1
17	друг от друга в	1	1
18	одной и той же	2	1
19	в том что он	2	1
20	но вместе с тем	1	1
21	состоит в том что	3	1
22	только по отношению к	1	1
23	в самом деле если	1	1
24	то же самое что	2	1
25	в том что они	1	1
26	но для того чтобы	1	1
27	приводит к тому что	2	1
28	таким образом оказывается что	1	1
29	в этом и состоит	1	1
