N	3gram	Vinokur_St_3	FransuaR
1	то же время	3	8
2	в то же	3	8
3	в конце концов	3	4
4	более или менее	1	3
5	но и в	2	3
6	для того чтобы	1	3
7	с другой стороны	4	3
8	с самого начала	2	3
9	таким образом в	1	3
10	с точки зрения	4	2
11	и в других	1	2
12	с одной стороны	2	2
13	до наших дней	1	2
14	не только в	3	2
15	в то время	4	2
16	о том что	4	2
17	и с его	1	2
18	как мы видели	1	2
19	можно сказать что	1	1
20	и в конце	1	1
21	которая начинается словами	1	1
22	между прочим и	1	1
23	и в ряде	1	1
24	из рыцарских времен	6	1
25	и так сказать	1	1
26	и др но	2	1
27	с которым мы	1	1
28	то же самое	1	1
29	а сверх того	1	1
30	в одной из	1	1
31	то что эти	1	1
32	до сих пор	2	1
33	в эту эпоху	2	1
34	в этом отношении	4	1
35	и если бы	1	1
36	так сказать классической	1	1
37	все это место	1	1
38	в этом же	1	1
39	как раз в	1	1
40	то время как	4	1
41	это один из	1	1
42	в самом начале	1	1
43	мы находим и	1	1
44	тем что он	2	1
45	что из этого	1	1
46	тесно связана с	2	1
47	на историческом материале	1	1
48	а с другой	2	1
49	в связи с	3	1
50	не может быть	5	1
51	в свою очередь	1	1
52	к этому времени	1	1
53	место в жизни	1	1
54	но это не	3	1
55	атмосферу в которой	1	1
56	на самом деле	1	1
57	в том что	11	1
58	в том же	1	1
