N	2gram	Tiupa_Anal_1	Marksizm
1	может быть	29	28
2	и в	18	19
3	как бы	5	19
4	и не	21	19
5	в процессе	2	18
6	не может	22	18
7	точки зрения	6	17
8	то же	9	16
9	и его	5	16
10	как мы	2	15
11	в этом	13	15
12	языка и	1	15
13	в сущности	6	14
14	таким образом	3	14
15	лишь в	5	14
16	не только	15	13
17	с точки	4	13
18	связи с	1	13
19	речи и	1	13
20	речевого общения	1	12
21	в нем	3	11
22	высказывания и	1	11
23	если бы	3	11
24	вовсе не	2	11
25	не в	14	10
26	речи в	1	10
27	так и	4	10
28	и т.п	5	10
29	но и	17	10
30	в пределах	2	10
31	том что	12	10
32	самом деле	2	9
33	при этом	12	9
34	как и	13	9
35	для него	2	9
36	языка как	1	9
37	в основе	6	9
38	а не	17	9
39	прямой речи	1	9
40	с его	3	8
41	по отношению	6	8
42	высказывание в	1	8
43	в то	9	8
44	же время	6	8
45	только в	6	8
46	слова в	1	8
47	отнюдь не	15	8
48	не является	2	8
49	отношению к	5	8
50	на самом	2	7
51	внутренней речи	5	7
52	его в	1	7
53	и более	4	7
54	высказывания в	1	7
55	одна из	1	7
56	никогда не	2	7
57	в том	27	7
58	прежде всего	6	7
59	в связи	1	7
60	и для	1	7
61	но в	8	7
62	в таком	3	7
63	мы уже	1	6
64	и значение	1	6
65	язык как	1	6
66	во всех	1	6
67	и как	5	6
68	в самом	6	6
69	ни в	4	6
70	того чтобы	3	6
71	к тому	7	6
72	для того	4	6
73	же самое	2	6
74	быть и	1	6
75	между тем	5	6
76	более того	3	6
77	и все	3	6
78	хотя бы	3	6
79	ни было	4	6
80	в свою	1	6
81	смысле слова	1	5
82	того же	4	5
83	и на	5	5
84	все же	4	5
85	то ни	3	5
86	в данном	2	5
87	в их	5	5
88	свою очередь	1	5
89	к нему	3	5
90	в его	13	5
91	мы ни	1	5
92	или иной	6	5
93	значения в	1	5
94	целого высказывания	1	5
95	в той	8	5
96	этого слова	7	5
97	и того	5	5
98	тем более	2	5
99	совершенно не	1	5
100	все те	1	4
101	должна быть	1	4
102	а как	2	4
103	и ее	1	4
104	слова о	1	4
105	бы то	3	4
106	как если	1	4
107	только на	1	4
108	в себе	11	4
109	в данной	1	4
110	это не	6	4
111	было бы	2	4
112	и тем	1	4
113	ведь если	1	4
114	одного и	2	4
115	этой связи	1	4
116	тому что	1	4
117	в отношении	1	4
118	ничего не	1	4
119	следует что	2	4
120	и т.д	1	4
121	той или	6	4
122	для себя	2	4
123	по мере	1	4
124	того что	4	4
125	в формах	1	4
126	что он	3	4
127	чужого языка	1	4
128	в душе	1	4
129	речевой акт	1	4
130	как раз	1	4
131	влияние на	1	4
132	связь с	1	4
133	смысле этого	1	4
134	то что	6	4
135	таком случае	3	3
136	и то	2	3
137	в котором	3	3
138	и до	2	3
139	не имеют	1	3
140	внутренний мир	1	3
141	в ней	1	3
142	еще не	3	3
143	столь же	4	3
144	в ее	1	3
145	отличие от	6	3
146	за пределы	2	3
147	перед нами	1	3
148	все эти	2	3
149	учение о	1	3
150	в этой	5	3
151	он не	3	3
152	не к	2	3
153	не как	1	3
154	какой бы	2	3
155	для данной	1	3
156	одно и	1	3
157	здесь мы	1	3
158	не будет	3	3
159	в другом	4	3
160	той же	2	3
161	с другими	4	3
162	мы постараемся	1	3
163	по себе	4	3
164	в этих	1	3
165	в своей	6	3
166	в отличие	6	3
167	они являются	1	3
168	в каком	1	3
169	могут быть	4	3
170	не есть	8	3
171	оно может	3	3
172	на основе	2	3
173	о том	5	3
174	это вполне	1	3
175	нашей работы	1	3
176	что и	3	3
177	слов и	1	3
178	в двух	2	3
179	в какой	2	3
180	с одной	3	3
181	в качестве	31	3
182	его и	2	3
183	его из	1	3
184	так как	2	3
185	же деле	1	3
186	до сих	1	3
187	с другой	4	3
188	всякое высказывание	1	3
189	не было	1	3
190	одной стороны	3	3
191	подхода к	3	3
192	да и	1	3
193	должно быть	2	3
194	самом же	1	3
195	и от	1	3
196	сих пор	1	3
197	как система	1	3
198	что оно	1	3
199	сознания и	1	3
200	в различных	1	3
201	а в	9	3
202	во всяком	1	3
203	отношения к	2	2
204	одним из	3	2
205	науки о	2	2
206	собственном смысле	1	2
207	в зависимости	1	2
208	принадлежит только	1	2
209	от своего	2	2
210	случае это	2	2
211	вопрос о	2	2
212	имеют место	1	2
213	в целое	1	2
214	зависимости от	1	2
215	и самого	2	2
216	быть понято	1	2
217	он был	1	2
218	иное как	5	2
219	но как	1	2
220	теории высказывания	1	2
221	определяется не	1	2
222	в собственном	3	2
223	независимо от	1	2
224	в противном	1	2
225	вступает в	3	2
226	его к	2	2
227	более или	1	2
228	что это	1	2
229	в нашем	3	2
230	бы не	2	2
231	в идеологическую	1	2
232	тому же	4	2
233	не следует	4	2
234	из него	1	2
235	без исключения	1	2
236	одно слово	1	2
237	этом последнем	1	2
238	выражение и	1	2
239	и с	2	2
240	оно становится	1	2
241	на все	2	2
242	то есть	11	2
243	ощущается как	1	2
244	далеко не	6	2
245	и потому	2	2
246	он и	1	2
247	мы не	1	2
248	и тогда	2	2
249	или менее	1	2
250	является для	1	2
251	место в	3	2
252	является в	1	2
253	слова еще	1	2
254	точку зрения	1	2
255	по крайней	1	2
256	как от	2	2
257	находится не	1	2
258	в коем	2	2
259	слова как	1	2
260	лишь при	4	2
261	и является	2	2
262	только с	1	2
263	разрыв между	1	2
264	процессе его	1	2
265	об одном	1	2
266	должен быть	6	2
267	и о	2	2
268	но по	1	2
269	не с	4	2
270	здесь как	1	2
271	и даже	1	2
272	сводится к	5	2
273	но к	2	2
274	живой язык	1	2
275	крайней мере	1	2
276	соединении с	1	2
277	всяком случае	1	2
278	все время	1	2
279	или может	1	2
280	но не	10	2
281	мы увидим	1	2
282	коем случае	2	2
283	себя в	6	2
284	языка а	1	2
285	в виде	1	2
286	свидетельствует о	2	2
287	не так	1	2
288	в диалоге	1	2
289	друг друга	1	2
290	у него	1	2
291	в особенности	1	2
292	высказывания или	1	2
293	этом как	1	2
294	именно в	4	2
295	здесь в	1	2
296	бытия в	1	2
297	а с	3	2
298	что не	3	2
299	противном случае	1	2
300	во внутренней	1	2
301	они не	1	2
302	однако и	1	2
303	о чем	1	2
304	мы встречаем	1	2
305	оно ни	1	2
306	все более	1	2
307	вместе с	4	2
308	и особенно	1	2
309	ко всем	1	2
310	к его	1	2
311	установкой на	2	2
312	того или	3	2
313	в начале	2	2
314	говорящего и	1	2
315	или в	1	2
316	имеет дело	1	2
317	себя самого	1	2
318	от него	1	2
319	между ними	1	2
320	не знает	1	2
321	или иного	3	2
322	жизни и	1	2
323	что в	5	2
324	именно здесь	1	2
325	и эта	1	2
326	языка является	1	2
327	пока высказывание	1	1
328	как известно	3	1
329	то на	1	1
330	речь идет	1	1
331	также и	2	1
332	например в	1	1
333	сказанному и	1	1
334	язык может	1	1
335	предполагает что	1	1
336	человека и	1	1
337	науки или	1	1
338	сам по	1	1
339	в разные	1	1
340	к сказанному	1	1
341	для науки	3	1
342	то в	2	1
343	между двумя	3	1
344	с целым	1	1
345	и существеннее	1	1
346	ее целостность	1	1
347	между ним	1	1
348	иметь место	2	1
349	обойтись без	1	1
350	на тех	1	1
351	не приходится	1	1
352	переживание вполне	1	1
353	не сделав	1	1
354	сведена к	1	1
355	и случайной	1	1
356	ни единого	1	1
357	работы на	1	1
358	из сказанного	1	1
359	совпадает с	2	1
360	что иное	5	1
361	собою не	1	1
362	из того	4	1
363	которое не	1	1
364	мы и	1	1
365	но при	1	1
366	начало и	1	1
367	голод в	1	1
368	объекта изучения	1	1
369	между собой	2	1
370	является таким	1	1
371	сознания а	1	1
372	из этих	2	1
373	ибо ему	1	1
374	то он	2	1
375	а только	1	1
376	к которой	1	1
377	только тогда	1	1
378	не все	2	1
379	при условии	1	1
380	или иное	1	1
381	же хотя	1	1
382	и процессы	2	1
383	его на	1	1
384	как в	1	1
385	что именно	2	1
386	данный момент	1	1
387	не ощущается	2	1
388	увидим далее	1	1
389	в художественном	3	1
390	как нам	1	1
391	могли бы	2	1
392	и наконец	1	1
393	не являются	2	1
394	данной сфере	1	1
395	свое восприятие	1	1
396	искусство и	1	1
397	к конкретным	1	1
398	не изнутри	1	1
399	в которой	2	1
400	как это	1	1
401	всякое понимание	1	1
402	бы с	1	1
403	социального взаимодействия	1	1
404	как он	3	1
405	с языком	1	1
406	а вовсе	1	1
407	этот процесс	1	1
408	в обратном	1	1
409	приходят к	1	1
410	тех лингвистических	1	1
411	видел в	1	1
412	всех этих	1	1
413	не значит	1	1
414	или иному	1	1
415	и читателя	2	1
416	далека от	1	1
417	художественного высказывания	2	1
418	в силу	3	1
419	широком смысле	2	1
420	мысли как	1	1
421	языком и	1	1
422	жизни конечно	1	1
423	всех своих	1	1
424	собственную речь	1	1
425	высказывание принадлежит	1	1
426	понимание и	1	1
427	в основу	1	1
428	но все	1	1
429	же не	1	1
430	же касается	1	1
431	с целью	2	1
432	входит в	1	1
433	заключается в	1	1
434	и иных	1	1
435	спор в	1	1
436	языку не	1	1
437	к миру	1	1
438	указанных двух	1	1
439	национальный язык	1	1
440	только одно	1	1
441	однако при	1	1
442	в них	1	1
443	пределах первого	1	1
444	с тем	1	1
445	несмотря на	2	1
446	слова если	1	1
447	и религиозные	1	1
448	не поддающийся	1	1
449	остается в	1	1
450	в восприятии	1	1
451	и конец	1	1
452	отрыве от	2	1
453	автором и	1	1
454	к истории	1	1
455	только для	2	1
456	к предмету	2	1
457	не столько	2	1
458	в авторском	1	1
459	собой не	2	1
460	конечном счете	4	1
461	его анализ	1	1
462	не менее	1	1
463	особого рода	7	1
464	но он	1	1
465	с объективностью	1	1
466	вопроса мы	1	1
467	войти в	1	1
468	произведения в	11	1
469	оно само	1	1
470	возможно только	1	1
471	он как	1	1
472	слова до	1	1
473	человека есть	1	1
474	в психике	2	1
475	над их	1	1
476	тогда когда	2	1
477	и остается	1	1
478	во время	1	1
479	для языка	1	1
480	было не	1	1
481	текста но	3	1
482	мышление в	1	1
483	сознания как	1	1
484	на того	1	1
485	научное мышление	1	1
486	принадлежит к	1	1
487	это еще	1	1
488	однако если	1	1
489	в разных	1	1
490	тому или	1	1
491	в самой	1	1
492	на себя	2	1
493	такая же	1	1
494	ему и	1	1
495	понимая под	1	1
496	в составе	2	1
497	не ее	1	1
498	этом отношении	2	1
499	с другом	1	1
500	в действительности	1	1
501	представляется нам	1	1
502	уже о	1	1
503	что можно	1	1
504	не могут	3	1
505	что все	1	1
506	понимаемого высказывания	1	1
507	приобщения к	1	1
508	числе и	1	1
509	есть вещь	2	1
510	его с	1	1
511	как для	1	1
512	оно не	1	1
513	особый тип	1	1
514	время они	1	1
515	языка по	1	1
516	это единство	1	1
517	задают тон	1	1
518	а язык	1	1
519	говоря уже	1	1
520	здесь не	2	1
521	то или	1	1
522	чтобы быть	1	1
523	лишь две	1	1
524	уже с	1	1
525	в себя	6	1
526	роль в	2	1
527	мы наблюдаем	1	1
528	и исторически	1	1
529	на том	1	1
530	иной форме	1	1
531	и сам	2	1
532	только через	2	1
533	данный человек	1	1
534	еще в	2	1
535	продукт социального	1	1
536	сознание говорящего	1	1
537	часть третья	2	1
538	с ним	4	1
539	мысль о	2	1
540	образом в	1	1
541	анализа не	2	1
542	приближается к	1	1
543	ориентирована в	1	1
544	смыслов и	1	1
545	внимание на	1	1
546	и внутреннее	1	1
547	и что	1	1
548	его жизни	1	1
549	можно сказать	2	1
550	этих двух	1	1
551	других людей	2	1
552	и авторской	1	1
553	в отрыве	2	1
554	сказать на	1	1
555	целостность и	2	1
556	в конечном	4	1
557	когда оно	1	1
558	эти два	1	1
559	нуждается в	8	1
560	ним и	2	1
561	полноту и	1	1
