N	2gram	Bakhtin_Pr_1	Mirosoze
1	и в	23	46
2	у достоевского	24	34
3	в нем	20	22
4	у него	6	22
5	может быть	21	21
6	в этом	25	20
7	не только	13	18
8	и не	34	18
9	никогда не	5	18
10	для него	15	18
11	но и	11	15
12	не может	11	15
13	человека в	5	14
14	как и	8	13
15	ведет к	1	13
16	иван карамазов	1	13
17	а не	20	13
18	не есть	1	13
19	друг друга	3	12
20	к человеку	2	12
21	прежде всего	7	12
22	потому что	12	12
23	и он	1	11
24	не было	3	11
25	но он	2	11
26	в ней	1	11
27	у нас	1	11
28	но в	4	10
29	в себе	5	10
30	он не	4	10
31	достоевский был	4	9
32	не в	6	9
33	не знает	1	9
34	и есть	5	8
35	отношение к	1	8
36	и достоевский	3	8
37	в своем	8	8
38	любовь к	1	8
39	так как	7	8
40	она не	5	8
41	как бы	28	8
42	но это	5	8
43	для достоевского	6	8
44	ивана карамазова	5	7
45	в мире	7	7
46	как в	6	7
47	и к	4	7
48	в нашем	1	7
49	в этой	4	7
50	хотя бы	2	7
51	и потому	3	7
52	и для	3	7
53	что он	10	7
54	вопрос о	4	6
55	что это	1	6
56	в русской	1	6
57	он сам	3	6
58	и здесь	3	6
59	жизнь в	1	6
60	так же	6	6
61	того что	2	6
62	жизни и	6	6
63	по преимуществу	3	5
64	то же	10	5
65	есть не	2	5
66	я не	3	5
67	друг к	1	5
68	совсем не	1	5
69	достоевского была	1	5
70	в самом	8	5
71	бы и	4	5
72	и вот	2	5
73	что она	2	5
74	что все	3	5
75	к другу	1	5
76	в своей	11	5
77	в отношении	2	5
78	в конце	5	5
79	достоевский не	5	5
80	и его	13	5
81	к тому	1	5
82	и это	5	5
83	достоевского к	5	5
84	те же	1	5
85	это не	10	5
86	один из	2	5
87	человеческого духа	2	5
88	в его	24	5
89	него нет	1	5
90	для того	2	5
91	то что	18	5
92	и все	3	5
93	в духе	3	5
94	с его	6	4
95	у них	1	4
96	версилова к	1	4
97	его на	2	4
98	интересует достоевского	2	4
99	в жизни	6	4
100	нет в	1	4
101	том что	9	4
102	тому что	2	4
103	того чтобы	4	4
104	должны быть	1	4
105	они и	1	4
106	должен быть	1	4
107	что у	1	4
108	так и	10	4
109	для этого	1	4
110	себя в	3	4
111	уже не	8	4
112	что и	5	4
113	они не	3	4
114	до конца	5	4
115	великого инквизитора	2	4
116	что в	8	4
117	все что	3	4
118	смысле слова	1	3
119	же как	1	3
120	это и	9	3
121	к другому	2	3
122	высшей степени	1	3
123	той же	6	3
124	и иван	1	3
125	и самого	4	3
126	и на	10	3
127	в чем	1	3
128	менее всего	4	3
129	достоевского не	11	3
130	идея и	1	3
131	он в	2	3
132	творчество достоевского	3	3
133	как он	2	3
134	и она	1	3
135	в россии	1	3
136	в каждом	8	3
137	не будет	1	3
138	и с	4	3
139	его в	4	3
140	с самим	1	3
141	на почве	1	3
142	ни в	3	3
143	в них	3	3
144	в высшей	1	3
145	все равно	2	3
146	и тогда	1	3
147	что было	3	3
148	сам достоевский	2	3
149	не для	1	3
150	можно ли	1	3
151	и против	1	3
152	лишь внутренняя	1	3
153	и ивана	1	3
154	по своей	1	3
155	людей и	1	3
156	его он	1	3
157	достоевский в	7	3
158	только с	2	3
159	достоевским в	1	3
160	в трагедии	1	3
161	себя и	2	3
162	не существует	1	3
163	если бы	10	3
164	с ним	6	3
165	и перед	2	3
166	о том	2	3
167	самого достоевского	6	3
168	и во	2	3
169	и можно	1	3
170	что они	1	3
171	к которой	1	3
172	в том	11	3
173	только в	8	3
174	есть в	3	3
175	не так	1	3
176	творчестве достоевского	5	3
177	но достоевский	1	3
178	и никогда	1	3
179	тем что	3	3
180	от того	2	3
181	до сих	2	3
182	к которому	1	3
183	не раскрывает	1	3
184	в творчестве	5	3
185	не знал	1	3
186	жизни в	1	3
187	тех которые	1	3
188	и нет	1	3
189	сих пор	2	3
190	и от	1	3
191	лишь как	5	3
192	отношении к	2	3
193	сказать что	5	3
194	есть и	1	3
195	в своих	2	3
196	и человек	1	3
197	отношения к	2	2
198	в обычном	2	2
199	он считает	1	2
200	от этой	1	2
201	достоевского в	19	2
202	тут в	1	2
203	и за	1	2
204	его не	1	2
205	в сфере	2	2
206	из подполья	11	2
207	достоевского нельзя	1	2
208	который был	1	2
209	только это	1	2
210	принадлежит к	1	2
211	а для	1	2
212	же что	2	2
213	не от	1	2
214	во всех	5	2
215	он легко	1	2
216	то он	3	2
217	по отношению	11	2
218	себе и	3	2
219	как к	1	2
220	хотя и	1	2
221	в действительности	1	2
222	от этого	1	2
223	то в	1	2
224	и этим	2	2
225	духа в	1	2
226	в которой	4	2
227	по достоевскому	2	2
228	момент его	2	2
229	достоевского а	1	2
230	в братьях	1	2
231	но на	1	2
232	замыкается в	2	2
233	этот процесс	1	2
234	на его	2	2
235	иваном карамазовым	1	2
236	не к	1	2
237	образа и	1	2
238	лишь в	3	2
239	достоевского и	12	2
240	чем в	2	2
241	должно быть	1	2
242	достоевского нет	3	2
243	самого последнего	1	2
244	в этих	2	2
245	как раскольников	1	2
246	точки зрения	21	2
247	ее в	1	2
248	место в	1	2
249	то перед	2	2
250	личное начало	1	2
251	мир и	6	2
252	но эта	4	2
253	сам он	3	2
254	ему как	1	2
255	быть лишь	1	2
256	стоит в	1	2
257	тогда когда	1	2
258	него была	1	2
259	чем не	1	2
260	ничего не	6	2
261	к ней	1	2
262	было не	1	2
263	как будто	3	2
264	в основе	5	2
265	и социального	1	2
266	к себе	2	2
267	нет ни	2	2
268	оно не	2	2
269	быть назван	1	2
270	людей в	1	2
271	самим собою	2	2
272	его любовь	1	2
273	смешного человека	1	2
274	он так	1	2
275	человека он	1	2
276	можно было	3	2
277	своего образа	1	2
278	по себе	7	2
279	вот почему	1	2
280	и что	1	2
281	в сущности	5	2
282	к нему	3	2
283	свобода и	1	2
284	не надо	1	2
285	все время	1	2
286	такой человек	1	2
287	подобно тому	3	2
288	но с	1	2
289	мы видим	3	2
290	тот же	2	2
291	направлена на	1	2
292	мы увидим	1	2
293	и свобода	1	2
294	между тем	5	2
295	старец зосима	1	2
296	герои достоевского	3	2
297	так что	1	2
298	же и	1	2
299	со своим	3	2
300	уже в	5	2
301	ни одного	2	2
302	друг за	1	2
303	него и	1	2
304	и других	5	2
305	себе в	1	2
306	вавилонской башни	1	2
307	не о	1	2
308	братьях карамазовых	1	2
309	была еще	1	2
310	лишь один	1	2
311	были бы	4	2
312	как у	2	2
313	человека его	1	2
314	всякого человека	1	2
315	подполья и	2	2
316	что не	1	2
317	и люди	1	2
318	превращается в	1	2
319	так это	1	2
320	человеческой жизни	2	2
321	личности в	4	2
322	личности и	1	2
323	достоевским и	2	2
324	вместе с	2	2
325	перейти в	1	2
326	в человеке	6	2
327	к своему	1	2
328	что за	1	2
329	такого рода	1	2
330	тому как	3	2
331	что же	1	2
332	да и	2	2
333	понял что	1	2
334	другого человека	4	2
335	последний день	2	2
336	всякий человек	1	2
337	ничего кроме	1	2
338	но для	2	2
339	все внешнее	1	2
340	сознания и	3	2
341	его с	1	2
342	человек и	2	2
343	ее и	1	2
344	и самое	2	2
345	бы в	3	2
346	быть и	1	2
347	а в	7	2
348	жизни а	2	2
349	отношению к	11	2
350	героя лишь	1	1
351	и то	1	1
352	достоевского она	1	1
353	самом деле	5	1
354	он может	3	1
355	он хотел	1	1
356	с идеей	3	1
357	из самых	1	1
358	человека достоевский	2	1
359	должна быть	2	1
360	почвы и	3	1
361	со своей	1	1
362	достоевский может	1	1
363	он знает	3	1
364	мы не	2	1
365	преступления и	1	1
366	что если	1	1
367	ни у	1	1
368	среды и	1	1
369	не преодолевает	1	1
370	не была	1	1
371	души достоевский	1	1
372	говорить о	2	1
373	и над	1	1
374	одного или	1	1
375	по замыслу	1	1
376	степени как	2	1
377	на мир	8	1
378	слова достоевский	2	1
379	он остается	2	1
380	святые и	1	1
381	достоевского был	2	1
382	или наташи	1	1
383	выпуклой форме	1	1
384	тем как	4	1
385	а следовательно	1	1
386	не оставляет	1	1
387	внешней среды	1	1
388	себе он	1	1
389	значение и	1	1
390	сознания не	3	1
391	не все	1	1
392	в новом	1	1
393	царство царство	1	1
394	друга и	1	1
395	нет и	1	1
396	в свои	1	1
397	за пределы	6	1
398	которые не	1	1
399	опыт и	1	1
400	которые могли	1	1
401	с этим	1	1
402	мира в	6	1
403	своем творчестве	1	1
404	романах достоевского	6	1
405	оформления в	1	1
406	сознания в	2	1
407	могли бы	3	1
408	и как	8	1
409	раскольникова ставрогина	1	1
410	его к	4	1
411	был таким	1	1
412	в материал	1	1
413	он мыслится	1	1
414	многие из	1	1
415	лежит на	1	1
416	достоевского хотя	1	1
417	его творений	2	1
418	отказывается от	1	1
419	ни один	2	1
420	в целом	4	1
421	что достоевский	3	1
422	все эти	8	1
423	правильного сознания	1	1
424	ее как	2	1
425	существу с	1	1
426	бы только	1	1
427	только один	1	1
428	чем его	1	1
429	мира но	2	1
430	иван и	2	1
431	в первых	1	1
432	на западе	2	1
433	перестает быть	1	1
434	по ту	1	1
435	он должен	1	1
436	есть та	1	1
437	в последний	2	1
438	у толстого	2	1
439	братья карамазовы	1	1
440	не могли	2	1
441	в плане	5	1
442	его судьба	1	1
443	и творческого	1	1
444	что ни	1	1
445	но все	4	1
446	значительной степени	1	1
447	была основная	1	1
448	в вечности	1	1
449	же не	1	1
450	сознание и	3	1
451	мире не	1	1
452	об этом	1	1
453	раскольников и	2	1
454	их и	1	1
455	входит в	2	1
456	за собою	1	1
457	его личности	2	1
458	а без	1	1
459	построен так	1	1
460	достоевского которые	1	1
461	мира иного	1	1
462	было бы	6	1
463	он есть	3	1
464	к миру	1	1
465	начала и	1	1
466	у раскольникова	1	1
467	и тем	2	1
468	и наказания	1	1
469	его ум	1	1
470	так называемого	1	1
471	достоевский и	2	1
472	его образа	4	1
473	духа вообще	1	1
474	и уже	3	1
475	в развитии	1	1
476	достоевский говорит	2	1
477	потому и	1	1
478	данте и	2	1
479	достоевского было	3	1
480	остается в	2	1
481	на себя	3	1
