N	3gram	Vinokur_Ku_1	Myshleni
1	с точки зрения	9	18
2	для того чтобы	15	15
3	в том что	15	15
4	с другой стороны	6	9
5	с одной стороны	1	8
6	по отношению к	8	7
7	заключается в том	2	6
8	о том что	5	6
9	в собственном смысле	1	5
10	вместе с тем	3	5
11	вопрос об отношении	1	5
12	в целом и	2	5
13	так же как	1	5
14	не может быть	3	5
15	до сих пор	4	4
16	в этом отношении	5	4
17	смысле этого слова	1	3
18	в силу этого	1	3
19	на то что	2	3
20	в первую очередь	2	3
21	можно было бы	3	3
22	к тому что	2	3
23	в том чтобы	8	3
24	во всяком случае	5	3
25	в свою очередь	3	3
26	и тем самым	1	3
27	друг от друга	1	3
28	если бы он	1	2
29	он должен быть	1	2
30	в какой мере	1	2
31	и то же	1	2
32	том что он	4	2
33	в зависимости от	5	2
34	общего учения о	1	2
35	в сущности говоря	1	2
36	на этот вопрос	1	2
37	то же время	2	2
38	одно и то	1	2
39	от того что	1	2
40	а с другой	3	2
41	вместо того чтобы	1	2
42	ни в какой	1	2
43	в самом деле	7	2
44	речь идет о	2	2
45	в то же	2	2
46	того факта что	1	2
47	только тогда когда	1	2
48	в том виде	1	1
49	потому что он	1	1
50	не могло не	1	1
51	того что в	2	1
52	всего потому что	2	1
53	на самом деле	2	1
54	было бы назвать	1	1
55	зависит прежде всего	1	1
56	в этом смысле	3	1
57	только и сделали	1	1
58	все другие проявления	1	1
59	свое выражение в	1	1
60	и в самых	1	1
61	в силу того	2	1
62	чтобы показать что	1	1
63	тем более что	1	1
64	как раз и	1	1
65	что можно было	1	1
66	что с точки	1	1
67	и в то	1	1
68	прежде всего то	1	1
69	в отличие от	1	1
70	единство звука и	1	1
71	тех случаях когда	2	1
72	то это потому	1	1
73	в себе и	1	1
74	тогда когда он	2	1
75	с тем чтобы	1	1
76	всего то что	1	1
77	речи так как	1	1
78	точно так же	1	1
79	того чтобы с	1	1
80	то что обычно	1	1
81	с этой точки	1	1
82	по крайней мере	5	1
83	только для того	1	1
84	в известной мере	1	1
85	задача стоявшая перед	1	1
86	то обстоятельство что	8	1
87	едва ли не	1	1
88	бы и не	1	1
89	это не могло	1	1
90	с их помощью	1	1
91	мы видели уже	1	1
92	мы наблюдаем в	1	1
93	и на все	1	1
94	не только в	1	1
95	и с точки	1	1
96	к вопросу о	1	1
97	потому что оно	1	1
98	состоит в том	3	1
99	в одно и	1	1
100	и потому что	2	1
101	которые могли бы	1	1
102	по сравнению со	1	1
103	столько же сколько	1	1
104	в строгом смысле	1	1
105	не в силах	1	1
106	сказал бы что	1	1
107	именно в силу	1	1
108	не может возникнуть	1	1
109	и в силу	1	1
110	собственном смысле слова	1	1
111	обе эти проблемы	1	1
112	все то что	1	1
113	потому что они	1	1
114	и пр и	1	1
115	до наших дней	1	1
116	должна уступить место	1	1
117	шаг вперед в	1	1
118	этой точки зрения	2	1
119	это потому что	1	1
120	живет и развивается	1	1
121	в тех случаях	2	1
122	силу того что	2	1
123	в котором оказываются	1	1
124	а вместе с	1	1
125	того чтобы быть	2	1
126	в соответствии с	3	1
127	само по себе	1	1
128	содержат в себе	1	1
129	прежде всего от	1	1
130	когда речь идет	1	1
131	и вместе с	1	1
132	он я не	1	1
133	что в данном	1	1
134	но все же	2	1
135	этого слова и	1	1
136	в науку в	1	1
137	вперед в области	1	1
138	средство социального общения	2	1
139	хотя бы в	4	1
140	когда мы говорим	1	1
141	предположить что в	1	1
142	пр и пр	1	1
143	и т д	14	1
144	тем не менее	4	1
145	но тем самым	1	1
146	прежде всего потому	2	1
147	речь как на	1	1
148	как именно в	1	1
149	является как бы	1	1
150	отношению к элементам	1	1
151	таким образом если	1	1
152	той или иной	1	1
153	и если не	1	1
