N	2gram	Losev_Dial_2	Literetu
1	а не	16	20
2	и в	19	19
3	может быть	20	17
4	то же	12	12
5	и не	30	11
6	как и	10	10
7	в том	14	10
8	но и	12	10
9	в этом	8	9
10	в то	6	9
11	в мире	2	9
12	же время	5	9
13	не может	9	9
14	не только	19	8
15	и даже	14	8
16	с другой	5	8
17	слова и	1	7
18	том что	10	7
19	так и	10	7
20	с одной	2	7
21	я в	1	7
22	то что	14	7
23	и на	1	6
24	в себе	15	6
25	при этом	4	6
26	не менее	3	6
27	себя в	2	6
28	одной стороны	1	6
29	я не	6	5
30	но не	6	5
31	в принципе	1	5
32	он не	4	5
33	одна из	1	5
34	того что	6	5
35	вместе с	2	5
36	я и	2	4
37	в сфере	2	4
38	мы не	1	4
39	того же	1	4
40	так что	7	4
41	отнюдь не	6	4
42	точки зрения	12	4
43	не в	8	4
44	даже в	3	4
45	в области	2	4
46	в ней	2	4
47	еще в	1	4
48	в его	1	4
49	тем что	2	4
50	прежде всего	8	4
51	в частности	2	4
52	в искусстве	2	4
53	другой стороны	4	4
54	жизни и	6	4
55	что в	7	4
56	речь идет	1	3
57	и то	7	3
58	идет о	1	3
59	тем же	2	3
60	в сущности	2	3
61	как я	2	3
62	и он	1	3
63	во всех	2	3
64	в этой	3	3
65	то и	1	3
66	в нем	10	3
67	всех своих	1	3
68	но лишь	1	3
69	в их	2	3
70	с точки	8	3
71	путь и	1	3
72	никогда не	9	3
73	ничего не	3	3
74	и его	5	3
75	личности в	8	3
76	данном случае	2	3
77	всей своей	1	3
78	и с	5	3
79	быть может	1	3
80	в другом	4	3
81	в художественной	1	3
82	но с	1	3
83	в поэзии	7	3
84	а в	4	3
85	так как	14	3
86	себе и	3	3
87	этом отношении	1	3
88	и др	1	3
89	не знали	1	3
90	в данном	3	3
91	а именно	5	3
92	по существу	1	3
93	но это	7	3
94	и как	10	3
95	что он	6	3
96	как на	1	3
97	и т	17	2
98	же как	3	2
99	и до	1	2
100	поэзии и	4	2
101	я по	2	2
102	с ее	2	2
103	поэзия как	1	2
104	но как	5	2
105	если в	2	2
106	есть по	1	2
107	очевидно что	2	2
108	в истории	2	2
109	все же	4	2
110	и к	7	2
111	но в	2	2
112	в противоположность	2	2
113	ведь я	1	2
114	то в	1	2
115	в целом	1	2
116	жизнь как	1	2
117	жизнь есть	1	2
118	как он	4	2
119	свое время	1	2
120	подобно тому	1	2
121	на этом	2	2
122	не бывает	1	2
123	одно и	4	2
124	в каждом	2	2
125	в жизни	2	2
126	но уже	1	2
127	в них	1	2
128	все равно	5	2
129	с этой	1	2
130	с тем	2	2
131	и еще	1	2
132	как бы	14	2
133	не к	1	2
134	что я	2	2
135	случае это	1	2
136	по преимуществу	1	2
137	тем не	2	2
138	по крайней	9	2
139	не раз	2	2
140	не по	2	2
141	в основе	1	2
142	но только	3	2
143	уже о	2	2
144	могут быть	4	2
145	даже и	1	2
146	в виду	5	2
147	говоря уже	2	2
148	не могу	6	2
149	в ее	4	2
150	это как	3	2
151	то как	3	2
152	за то	1	2
153	еще не	4	2
154	ко всему	1	2
155	о том	5	2
156	и что	5	2
157	путь к	1	2
158	а потому	2	2
159	и только	4	2
160	крайней мере	9	2
161	было бы	3	2
162	и одновременно	1	2
163	тот же	1	2
164	в какой	2	2
165	друг друга	1	2
166	потому что	14	2
167	уже не	3	2
168	уже в	4	2
169	с другим	1	2
170	из них	3	2
171	одно из	4	2
172	ведь это	3	2
173	в одном	4	2
174	т п	2	2
175	в конце	2	2
176	что и	5	2
177	вовсе не	13	2
178	при всей	1	2
179	у него	1	2
180	как раз	5	2
181	ведь мы	2	2
182	наконец в	1	2
183	себя и	1	2
184	что не	6	2
185	не было	3	2
186	в руках	1	2
187	могут служить	1	2
188	как это	7	2
