N	3gram	Bakhtin_Pr_4	KulturaY
1	в том что	2	15
2	с точки зрения	9	9
3	по отношению к	5	8
4	в самом деле	4	7
5	с другой стороны	3	6
6	о том что	2	5
7	во всяком случае	1	5
8	до сих пор	8	4
9	том что он	1	4
10	мере того как	1	3
11	более или менее	3	3
12	в этом смысле	2	3
13	по мере того	1	3
14	можно было бы	2	3
15	в связи с	1	3
16	не может быть	8	3
17	все это не	1	3
18	и еще один	1	2
19	так или иначе	1	2
20	в этом случае	1	2
21	рано или поздно	1	2
22	в каждом из	1	2
23	котором идет речь	1	2
24	так и в	1	2
25	в свое время	2	2
26	то же время	5	2
27	хотя бы и	1	2
28	но все же	1	2
29	в то же	5	2
30	о котором идет	1	2
31	к тому что	1	2
32	мы увидим что	2	2
33	если бы он	1	1
34	слово без всякого	1	1
35	но прежде всего	1	1
36	сплошь да рядом	1	1
37	когда он является	1	1
38	язык с его	1	1
39	между ними как	1	1
40	язык в его	1	1
41	и здесь возможны	1	1
42	прежде всего на	1	1
43	иметь в виду	1	1
44	на том же	1	1
45	диалектическую позицию по	1	1
46	все эти языковые	1	1
47	никак не может	1	1
48	и если мы	1	1
49	с одной стороны	1	1
50	как раз и	3	1
51	и во многих	1	1
52	и в то	1	1
53	только одним из	1	1
54	сами по себе	2	1
55	в отличие от	3	1
56	в строгом смысле	2	1
57	лишь тогда когда	1	1
58	но они не	1	1
59	в себе и	1	1
60	в собственном смысле	1	1
61	в письме к	1	1
62	на этот вопрос	2	1
63	хотя и здесь	1	1
64	и не в	2	1
65	в известной мере	1	1
66	в которых слово	1	1
67	одно и то	1	1
68	в пределах данного	1	1
69	что мы имеем	1	1
70	не только в	1	1
71	и то же	1	1
72	него должно быть	1	1
73	и вместе с	1	1
74	устную речь а	1	1
75	этом смысле имеет	1	1
76	все же есть	1	1
77	имеем в виду	3	1
78	дело не в	1	1
79	к своему предмету	1	1
80	а вовсе не	1	1
81	собственном смысле слова	1	1
82	так же как	1	1
83	вместо того чтобы	1	1
84	лицом к лицу	1	1
85	а может быть	1	1
86	самом деле в	1	1
87	этого слова и	1	1
88	узнает себя в	1	1
89	между тем как	1	1
90	берет на себя	1	1
91	что в большинстве	2	1
92	обстоит дело в	1	1
93	каждом из этих	1	1
94	в его собственном	1	1
95	той или иной	2	1
96	и он тоже	2	1
97	мы имеем в	3	1
98	друг от друга	1	1
99	в этих случаях	2	1
100	значение рядом с	1	1
101	в большинстве случаев	8	1
102	после того как	1	1
103	в братьях карамазовых	2	1
104	потому что она	1	1
105	не язык как	1	1
106	не в этом	1	1
107	свой предмет как	1	1
