N	2gram	Voloshinov_1	Problema
1	в его	7	43
2	и не	8	42
3	и в	13	38
4	эстетический объект	7	37
5	эстетического объекта	5	37
6	не может	8	27
7	может быть	8	26
8	как бы	6	22
9	по отношению	3	21
10	отнюдь не	1	19
11	отношению к	3	19
12	и его	12	16
13	в этом	2	15
14	в нем	2	15
15	только в	6	13
16	прежде всего	9	13
17	но не	1	12
18	за пределы	3	12
19	художественного творчества	1	12
20	в искусстве	3	12
21	художественного произведения	5	11
22	в области	2	11
23	и для	3	11
24	не входит	1	10
25	отношение к	1	10
26	таким образом	6	10
27	в их	3	10
28	материала в	4	10
29	художественном творчестве	1	10
30	к нему	1	10
31	не только	6	9
32	в поэзии	5	9
33	не имеет	2	9
34	его в	1	9
35	художественной формы	1	9
36	но и	3	9
37	и как	1	8
38	входит в	2	8
39	было бы	4	8
40	точки зрения	7	8
41	произведения как	4	8
42	в том	2	8
43	и др	2	8
44	художественное произведение	2	8
45	то что	6	8
46	еще не	1	7
47	в самом	2	7
48	как и	3	7
49	и становится	1	7
50	не в	3	7
51	с другой	2	7
52	между тем	2	7
53	отметить что	1	7
54	с помощью	2	7
55	объекта и	1	7
56	в своей	4	7
57	что в	3	7
58	самом деле	3	6
59	на основе	1	6
60	там где	2	6
61	и наконец	5	6
62	в пределах	3	6
63	не всегда	1	6
64	с точки	5	6
65	есть чисто	1	6
66	содержания и	1	6
67	мы можем	4	6
68	все же	5	6
69	а в	2	6
70	себя как	1	5
71	тем как	1	5
72	отличие от	1	5
73	в своем	1	5
74	все эти	2	5
75	объекта в	1	5
76	к единству	3	5
77	при этом	2	5
78	то же	4	5
79	в музыке	5	5
80	в них	2	5
81	далеко не	1	5
82	в отличие	1	5
83	так и	3	5
84	в основе	1	5
85	и о	1	5
86	никогда не	3	5
87	содержание как	1	5
88	может иметь	2	5
89	конечно не	1	5
90	не на	2	5
91	а не	2	5
92	его чисто	1	5
93	могут быть	2	5
94	должно быть	1	5
95	эстетическим объектом	1	5
96	формы и	1	5
97	имеет место	2	5
98	мы здесь	1	4
99	на самом	1	4
100	содержания в	1	4
101	в виду	1	4
102	в ней	2	4
103	конечном счете	1	4
104	как в	2	4
105	но в	4	4
106	в себе	3	4
107	произведение как	1	4
108	в данном	2	4
109	объект и	2	4
110	с миром	1	4
111	не должна	1	4
112	не менее	2	4
113	о значении	1	4
114	в то	1	4
115	значение материала	2	4
116	должны быть	1	4
117	в ее	3	4
118	данном случае	2	4
119	в произведении	2	4
120	можно было	1	4
121	в конечном	1	4
122	от всех	2	4
123	с ними	2	4
124	и композиционных	1	4
125	к которому	1	4
126	более того	2	4
127	материал в	2	4
128	момент как	1	4
129	лишь как	1	4
130	хотя бы	5	4
131	может и	1	4
132	сказать что	1	4
133	другой стороны	2	4
134	также и	1	3
135	например в	1	3
136	едва ли	1	3
137	особенно часто	1	3
138	поэтического произведения	3	3
139	на материале	1	3
140	которую мы	1	3
141	говорить о	3	3
142	произведение и	1	3
143	менее всего	1	3
144	нет и	1	3
145	значение имеет	1	3
146	и эстетического	1	3
147	и к	2	3
148	отдельных произведений	1	3
149	в целом	2	3
150	формальный метод	2	3
151	вследствие этого	1	3
152	музыкального произведения	1	3
153	что эстетический	1	3
154	творца и	1	3
155	произведении как	1	3
156	в мире	1	3
157	а как	2	3
158	может стать	2	3
159	и тем	2	3
160	несмотря на	2	3
161	том что	2	3
162	есть его	1	3
163	тем не	1	3
164	же время	1	3
165	или как	1	3
166	языка в	1	3
167	все то	1	3
168	и это	1	3
169	в дальнейшем	1	3
170	мы в	1	3
171	если бы	2	3
172	словесных целых	1	3
173	и должно	2	3
174	природы и	1	3
175	одной из	1	3
176	с одной	2	3
177	со всеми	1	3
178	вопроса о	4	3
179	и должна	1	3
180	к произведению	1	3
181	данного материала	2	3
182	себя и	1	3
183	одной стороны	2	3
184	на фоне	4	3
185	связь с	1	3
186	только его	2	3
187	в тех	2	3
188	да и	3	3
189	слова и	2	3
190	но это	1	3
191	все это	4	3
192	не является	4	3
193	у в	1	3
194	от него	1	3
195	и все	3	3
196	не знает	1	3
197	они не	1	3
198	смысле слова	2	2
199	произведения но	2	2
200	можно говорить	1	2
201	в эстетике	1	2
202	и есть	1	2
203	есть не	2	2
204	мы имеем	1	2
205	не вполне	1	2
206	и он	1	2
207	оно может	1	2
208	столь же	1	2
209	в чем	2	2
