N	2gram	Losev_Prob_3	Marksizm
1	может быть	28	28
2	и в	44	19
3	как бы	9	19
4	и не	35	19
5	в процессе	2	18
6	не может	7	18
7	точки зрения	5	17
8	то же	13	16
9	и его	5	16
10	как мы	8	15
11	в этом	17	15
12	языка и	4	15
13	таким образом	9	14
14	лишь в	1	14
15	не только	14	13
16	с точки	2	13
17	связи с	8	13
18	в нем	9	11
19	если бы	3	11
20	вовсе не	37	11
21	не в	13	10
22	речи в	1	10
23	так и	10	10
24	но и	10	10
25	в пределах	1	10
26	том что	12	10
27	самом деле	3	9
28	при этом	4	9
29	как и	10	9
30	как целое	1	9
31	для него	3	9
32	языка как	1	9
33	в основе	2	9
34	а не	18	9
35	в то	9	8
36	только в	19	8
37	слова в	1	8
38	отнюдь не	10	8
39	не является	11	8
40	на самом	7	7
41	его в	3	7
42	и более	2	7
43	никогда не	6	7
44	в том	21	7
45	в языке	1	7
46	прежде всего	3	7
47	в связи	7	7
48	и для	2	7
49	но в	12	7
50	в таком	5	7
51	мы уже	4	6
52	и значение	3	6
53	во всех	2	6
54	и как	3	6
55	в самом	3	6
56	если мы	16	6
57	слова и	3	6
58	ни в	8	6
59	того чтобы	1	6
60	к тому	3	6
61	для того	1	6
62	же самое	9	6
63	и следовательно	2	6
64	быть и	3	6
65	мы можем	6	6
66	и все	3	6
67	хотя бы	3	6
68	ни было	3	6
69	смысле слова	8	5
70	того же	2	5
71	и на	1	5
72	все же	6	5
73	является не	2	5
74	то ни	6	5
75	в данном	9	5
76	в их	2	5
77	и здесь	5	5
78	в его	9	5
79	мы ни	2	5
80	или иной	8	5
81	в той	3	5
82	этого слова	5	5
83	в контексте	2	5
84	и того	1	5
85	тем более	3	5
86	совершенно не	4	5
87	к этому	1	5
88	так же	5	5
89	тем же	2	4
90	все те	1	4
91	должна быть	1	4
92	а как	2	4
93	и ее	3	4
94	к целому	1	4
95	бы то	4	4
96	вполне понятно	1	4
97	только на	5	4
98	в себе	8	4
99	на то	3	4
100	данное слово	5	4
101	значение в	3	4
102	это не	9	4
103	было бы	8	4
104	и тем	9	4
105	ведь если	2	4
106	данного слова	4	4
107	в слове	2	4
