N	3gram	Bakhtin_Pr_1	VrazhdaK
1	то же время	7	4
2	в то же	7	4
3	с точки зрения	15	2
4	по нашему убеждению	2	2
5	в письме к	1	2
6	и что в	1	2
7	но в то	2	2
8	не может быть	3	2
9	в том что	7	2
10	можно говорить об	1	1
11	а следовательно и	1	1
12	в е годы	1	1
13	то что я	1	1
14	и уже по	1	1
15	равно как и	1	1
16	в этом смысле	9	1
17	тем более что	1	1
18	что достоевский в	1	1
19	но для нас	1	1
20	достоевский прежде всего	2	1
21	до сих пор	2	1
22	и не может	2	1
23	в романе достоевского	6	1
24	роман достоевского и	1	1
25	в той же	3	1
26	он и не	1	1
27	к творчеству достоевского	1	1
28	творчества достоевского в	1	1
29	в этом отношении	5	1
30	что в нем	1	1
31	но это не	3	1
32	в этот период	1	1
33	точно так же	1	1
34	достоевский в авторском	1	1
35	по крайней мере	2	1
36	сам достоевский в	1	1
37	и то что	1	1
38	может быть и	1	1
39	и в то	3	1
40	в момент его	1	1
41	идет не об	3	1
42	так же как	1	1
43	он у себя	1	1
44	преступления и наказания	1	1
45	что он ищет	1	1
46	тем что он	1	1
47	в высшей степени	1	1
48	на первый взгляд	1	1
49	в конце концов	4	1
50	по нашему мнению	3	1
51	во всех движениях	1	1
52	в известном смысле	1	1
53	и в этом	3	1
54	что он сам	1	1
55	все же не	1	1
56	прежде всего художник	1	1
57	во всяком случае	3	1
58	с другой стороны	2	1
59	как бы в	2	1
60	о нем в	1	1
61	в мире а	1	1
62	что они не	1	1
63	у него в	1	1
64	заключается в том	2	1
65	в то время	2	1
66	говорит достоевский в	1	1
67	это и есть	3	1
68	достоевского с ее	1	1
69	о том что	2	1
70	и никогда не	1	1
71	не только не	1	1
72	он как бы	1	1
73	достоевский и его	1	1
74	письме к брату	1	1
75	но как в	1	1
76	в россии где	1	1
