N	2gram	Propp_Isto_1	Morfolog
1	может быть	25	52
2	и т	25	49
3	т д	22	47
4	и пр	4	40
5	волшебного средства	2	21
6	таким образом	8	20
7	в сказке	44	19
8	представляет собой	4	17
9	не может	15	17
10	в этих	7	16
11	т е	10	16
12	могут быть	4	15
13	этих случаях	2	14
14	с этим	4	14
15	эта форма	1	13
16	и в	28	13
17	в этом	8	13
18	так как	6	12
19	и др	7	12
20	перед нами	3	11
21	волшебное средство	3	11
22	связи с	4	11
23	чаще всего	1	11
24	мы видим	11	11
25	видим что	9	10
26	заметить что	1	10
27	представляют собой	6	10
28	то же	12	9
29	мы имеем	13	9
30	так и	9	9
31	этом случае	1	9
32	не всегда	8	9
33	прежде всего	10	9
34	а не	15	9
35	в связи	4	9
36	и не	9	9
37	из дома	6	9
38	ход действия	3	8
39	а затем	2	8
40	при помощи	2	8
41	что и	6	8
42	с другой	6	8
43	по существу	5	8
44	в результате	1	8
45	вопрос о	5	7
46	в лес	8	7
47	нет необходимости	2	7
48	и этим	2	7
49	трудная задача	1	7
50	или же	1	7
51	в качестве	5	7
52	хода действия	1	7
53	в тех	2	7
54	все же	10	7
55	но если	2	7
56	этот случай	1	6
57	но не	5	6
58	может считаться	1	6
59	это не	7	6
60	во время	3	6
61	в иное	4	6
62	подобно тому	1	6
63	не могут	2	6
64	составные части	2	6
65	и здесь	7	6
66	а также	1	6
67	в форме	3	6
68	в том	9	6
69	получение волшебного	1	6
70	иное царство	6	6
71	а в	7	6
72	мы не	10	5
73	во всех	2	5
74	не все	4	5
75	тому как	1	5
76	то что	9	5
77	в образе	3	5
78	здесь можно	2	5
79	не менее	6	5
80	потому что	4	5
81	в поле	1	5
82	или в	5	5
83	иногда в	1	5
84	образом мы	2	5
85	этот момент	2	5
86	получает коня	1	5
87	вслед за	6	5
88	один из	4	5
89	мы увидим	10	5
90	если мы	3	5
91	герой получает	1	5
92	наряду с	3	5
93	как бы	2	5
94	на коне	1	5
95	это явление	2	5
96	и другие	4	5
97	также и	3	4
98	обращается в	1	4
99	увидим ниже	2	4
100	тех же	1	4
101	то это	3	4
102	то мы	4	4
103	как в	2	4
104	два раза	1	4
105	не хватает	1	4
106	хотя и	1	4
107	и как	2	4
108	не только	12	4
109	на этом	3	4
110	об этом	4	4
111	его в	6	4
112	было бы	7	4
113	вовсе не	2	4
114	как и	4	4
115	несмотря на	1	4
116	тем не	6	4
117	сказки с	6	4
118	же формах	1	4
119	на котором	3	4
120	ничего не	2	4
121	тем что	3	4
122	трудных задач	1	4
123	героя а	1	4
124	очень часто	3	4
125	в сказку	1	4
126	как мы	3	4
127	могла бы	1	4
128	волшебных сказок	3	4
129	героя попадает	2	4
130	раньше чем	4	4
131	видно что	6	4
132	по отношению	3	4
133	герой и	1	4
134	и затем	1	4
135	сказки по	1	4
136	в некоторых	2	4
137	другой стороны	5	4
138	там где	4	4
139	так же	7	4
140	в иных	1	4
141	на пути	1	4
142	а если	1	4
143	змея и	1	4
144	в точности	2	4
145	оно может	2	4
146	отношению к	3	4
147	героя в	5	4
148	что в	12	4
149	начинается с	3	3
150	связана с	1	3
151	на самом	1	3
152	в первом	1	3
153	момент когда	2	3
154	если герой	1	3
155	и для	4	3
156	не упоминается	1	3
157	между собой	4	3
158	из приведенных	1	3
159	трудные задачи	2	3
160	вступают в	1	3
161	независимо от	1	3
162	целый ряд	1	3
163	как таковое	1	3
164	но в	8	3
165	к чему	3	3
166	в целом	2	3
167	в нашем	1	3
168	в пределах	4	3
169	он должен	2	3
170	и по	3	3
171	но все	4	3
172	а по	2	3
173	вопрос как	1	3
174	из них	3	3
175	чтобы герой	1	3
176	в один	1	3
177	том что	7	3
178	отправляется в	1	3
179	в пропасть	1	3
180	в то	3	3
181	на него	4	3
182	того чтобы	1	3
183	здесь же	2	3
184	такие случаи	2	3
185	не выходить	1	3
186	по воздуху	1	3
187	большей частью	2	3
188	должен знать	2	3
189	с собой	1	3
190	руки героя	2	3
191	то здесь	2	3
192	если бы	8	3
193	нашего материала	1	3
194	с того	3	3
195	но и	10	3
196	он не	2	3
197	значит что	1	3
198	можно ограничиться	1	3
199	в какой	3	3
200	очень многих	2	3
201	и ее	1	3
202	узнает о	1	3
203	в начале	3	3
204	связывается с	1	3
205	друг друга	1	3
206	мы можем	1	3
207	в руки	3	3
208	изучения сказки	5	3
209	по мотивам	1	3
210	что они	5	3
211	быть названо	1	3
212	для этой	1	3
213	из которых	3	3
214	сказки не	4	3
215	но это	4	3
216	кроме того	1	3
217	и вызывает	1	3
218	мы должны	13	3
219	пока же	2	3
220	требует чтобы	1	3
221	первом случае	1	3
222	можно назвать	2	3
223	лесной избушки	2	2
224	по отдельным	3	2
225	как это	3	2
226	по этим	1	2
227	тем же	1	2
228	что эти	1	2
229	выходить в	1	2
230	отсюда видно	1	2
231	царских детей	8	2
232	есть нечто	1	2
233	время как	3	2
234	формы эти	1	2
235	мы получаем	1	2
236	на съедение	1	2
237	как таковая	2	2
238	чем это	4	2
239	совсем не	1	2
240	другой пример	1	2
241	друг на	1	2
242	а с	2	2
243	попадает волшебное	1	2
244	герой не	1	2
245	иные формы	1	2
246	изучение сказки	1	2
247	дает сказка	2	2
248	рассказы о	1	2
249	и конь	1	2
250	себя за	1	2
251	первый взгляд	2	2
252	если она	1	2
253	как уже	2	2
254	и к	1	2
255	более или	5	2
256	перескакивает на	1	2
257	то в	1	2
258	с дарителем	1	2
259	и сказка	1	2
260	та же	1	2
261	право на	2	2
262	из его	1	2
263	лес и	2	2
264	или помощника	1	2
265	женится на	1	2
266	не значит	1	2
267	чего следует	1	2
268	бегство и	1	2
269	д все	3	2
270	в сад	3	2
271	змей и	1	2
272	волшебная сказка	4	2
273	можно было	5	2
274	в другом	3	2
275	мы уже	1	2
276	большинстве случаев	4	2
277	это было	2	2
278	герой или	3	2
279	за ней	1	2
280	сказки дело	1	2
281	о характере	1	2
282	ни одной	2	2
283	этого не	1	2
284	с тем	4	2
285	на друга	1	2
286	сказка знает	2	2
287	и тогда	3	2
288	на первый	2	2
289	или менее	5	2
290	для него	2	2
291	что такое	2	2
292	имеется в	1	2
293	другой вопрос	2	2
294	таких случаях	2	2
295	отсюда вывод	2	2
296	нельзя было	1	2
297	героя из	2	2
298	и более	1	2
299	однако в	2	2
300	и наоборот	1	2
301	все эти	4	2
302	волшебного помощника	1	2
303	в таких	2	2
304	на работу	1	2
305	можно указать	1	2
306	что эта	1	2
307	она просит	1	2
308	с теми	1	2
309	эти формы	3	2
310	одна из	2	2
311	см ниже	1	2
312	все случаи	1	2
313	вопрос не	1	2
314	элемент в	1	2
315	из другой	1	2
316	б в	1	2
317	и его	3	2
318	так например	6	2
319	в каком	1	2
320	д они	1	2
321	один раз	1	2
322	для того	1	2
323	оно не	1	2
324	утверждать что	3	2
325	царь не	1	2
326	вывод что	2	2
327	здесь не	4	2
328	героем сказки	1	2
329	царя и	2	2
330	то время	3	2
331	и что	10	2
332	если они	1	2
333	не с	3	2
334	ясно что	2	2
335	сказку как	1	2
336	с героем	2	2
337	не сообщает	1	2
338	означает что	4	2
339	д если	2	2
340	особый вид	1	2
341	но здесь	1	2
342	можно бы	1	2
343	путь на	1	2
344	случай встречается	1	2
345	о том	9	2
346	многие сказки	1	2
347	с одной	4	2
348	может не	1	2
349	так если	2	2
350	ни к	2	2
351	из дому	5	2
352	если например	1	2
353	путь к	1	2
354	не означает	2	2
355	и только	2	2
356	д он	1	2
357	волшебной сказке	1	2
358	дома в	1	2
359	того что	4	2
360	иных случаях	1	2
361	герой в	1	2
362	можно отметить	1	2
363	хотя бы	4	2
364	идет по	1	2
365	этот вопрос	7	2
366	что он	10	2
367	только в	11	2
368	он действует	1	2
369	никаких новых	1	2
370	себя в	2	2
371	что сказка	10	2
372	отправку героя	2	2
373	можно установить	1	2
374	уже не	3	2
