N	2gram	Propp_Isto_1	Formalny
1	т е	10	32
2	и не	9	30
3	вовсе не	2	28
4	и в	28	27
5	может быть	25	25
6	не может	15	24
7	так и	9	21
8	и его	3	19
9	в этом	8	18
10	таким образом	8	18
11	а не	15	17
12	то же	12	15
13	в нем	2	15
14	и пр	4	15
15	между ними	2	15
16	на самом	1	14
17	как и	4	14
18	не в	9	12
19	если бы	8	12
20	и т	25	11
21	в жизни	1	11
22	и от	2	11
23	не могут	2	10
24	но и	10	10
25	в действительности	2	9
26	не только	12	9
27	как его	1	9
28	так как	6	9
29	так же	7	9
30	отнюдь не	1	8
31	как бы	2	8
32	при этом	3	8
33	как мы	3	8
34	в пределах	4	8
35	только в	11	8
36	как раз	2	8
37	то что	9	8
38	и все	1	8
39	что в	12	8
40	художественного произведения	1	7
41	тем же	1	7
42	с тем	4	7
43	не менее	6	7
44	потому что	4	7
45	его в	6	7
46	между тем	2	7
47	в его	5	7
48	в том	9	7
49	если мы	3	7
50	там где	4	7
51	все это	4	7
52	совершенно не	1	7
53	в то	3	7
54	еще не	7	6
55	но в	8	6
56	все эти	4	6
57	т д	22	6
58	в своей	1	6
59	и ее	1	6
60	было бы	7	6
61	что он	10	6
62	с другой	6	6
63	вместе с	6	6
64	все же	10	6
65	и для	4	6
66	бы в	2	6
67	хотя бы	4	6
68	во всяком	1	6
69	в зависимости	2	5
70	зависимости от	2	5
71	совсем не	1	5
72	но не	5	5
73	в истории	1	5
74	независимо от	1	5
75	что именно	1	5
76	так сказать	1	5
77	войти в	1	5
78	ни было	2	5
79	материала в	1	5
80	того чтобы	1	5
81	сводится к	1	5
82	в ней	7	5
83	что они	5	5
84	в дальнейшем	5	5
85	никогда не	14	5
86	связи с	4	5
87	большинстве случаев	4	5
88	и их	3	5
89	т п	1	5
90	друг друга	1	5
91	и между	2	5
92	тем что	3	5
93	именно так	2	5
94	и потому	2	5
95	тому как	1	5
96	что же	3	5
97	в результате	1	5
98	другой стороны	5	5
99	можно говорить	1	4
100	не есть	2	4
101	мы не	10	4
102	он был	1	4
103	бы то	2	4
104	как в	2	4
105	и как	2	4
106	в целом	2	4
107	но ведь	1	4
108	подобно тому	1	4
109	то ни	2	4
110	в ее	2	4
111	мы знаем	4	4
112	том что	7	4
113	по себе	3	4
114	она не	1	4
115	тогда когда	2	4
116	мы можем	1	4
