N	2gram	Bakhtin_KF_1	KulturaY
1	и в	24	23
2	точки зрения	12	23
3	в том	6	22
4	не только	5	17
5	в этом	14	16
6	было бы	8	16
7	с точки	9	16
8	самом деле	3	14
9	может быть	45	14
10	в области	2	14
11	в самом	1	13
12	что в	4	13
13	не менее	3	12
14	потому что	2	12
15	для того	3	12
16	вопрос о	2	11
17	том что	4	11
18	того чтобы	2	11
19	в его	40	11
20	того что	3	11
21	а не	17	11
22	можно говорить	1	10
23	и не	26	10
24	еще не	4	9
25	тем не	2	9
26	хотя бы	4	9
27	так как	1	9
28	прежде всего	2	9
29	лишь в	8	8
30	зависимости от	1	8
31	если бы	8	8
32	в виду	3	8
33	уже не	7	8
34	между прочим	1	8
35	как это	1	7
36	в зависимости	1	7
37	все эти	10	7
38	в нашем	1	7
39	должно быть	6	7
40	если мы	1	7
41	или иной	2	7
42	в данном	2	7
43	слова и	1	7
44	то же	5	6
45	говорить о	2	6
46	только в	16	6
47	так и	2	6
48	при этом	4	6
49	и тем	3	6
50	с тем	2	6
51	в их	8	6
52	ничего не	3	6
53	не может	27	6
54	могут быть	3	6
55	по себе	2	6
56	о том	3	6
57	что и	7	6
58	тот же	1	6
59	что он	2	6
60	для этого	2	6
61	также и	1	5
62	и есть	9	5
63	в первом	1	5
64	я не	6	5
65	в чем	4	5
66	независимо от	3	5
67	все же	5	5
68	хотя и	1	5
69	как бы	9	5
70	что она	1	5
71	как и	5	5
72	не значит	6	5
73	не в	12	5
74	вовсе не	7	5
75	от того	3	5
76	той или	3	5
77	и должно	1	5
78	тем что	3	5
79	не будем	1	5
80	но это	6	5
81	а в	4	5
82	совершенно не	6	5
83	того же	1	4
84	для нашей	1	4
85	столь же	1	4
86	как в	2	4
87	в своем	16	4
88	только тогда	1	4
89	в целом	10	4
90	ответственность за	2	4
91	лишь с	2	4
92	том случае	1	4
93	ясно что	3	4
94	этого слова	2	4
95	что значит	2	4
96	в своей	10	4
97	тому что	2	4
98	тем самым	4	4
99	тогда когда	3	4
100	как раз	1	4
101	и о	1	4
102	в ее	16	4
103	были бы	2	4
104	для нас	4	4
105	между тем	4	4
106	один из	2	4
107	что не	3	4
108	слова в	2	4
109	не было	8	4
110	однако что	2	4
111	мы говорим	1	4
112	то что	7	4
113	только как	4	4
114	я и	2	3
115	на самом	3	3
116	это и	2	3
117	той же	1	3
118	мы не	3	3
119	в ней	3	3
120	но не	12	3
121	но как	5	3
122	по отношению	26	3
123	отношение к	5	3
124	отнюдь не	6	3
125	что именно	1	3
126	и к	1	3
127	бы и	3	3
