N	2gram	Vygotskiy__6	Freidism
1	таким образом	18	24
2	и не	11	23
3	не может	19	20
4	точки зрения	13	19
5	прежде всего	2	18
6	в этом	27	15
7	в его	3	15
8	с помощью	13	14
9	мы можем	9	13
10	может быть	13	13
11	и его	3	12
12	все эти	2	11
13	как и	6	11
14	с точки	10	11
15	как бы	11	11
16	то что	28	11
17	самом деле	2	10
18	но в	5	10
19	его в	6	10
20	с ним	2	10
21	как мы	10	10
22	так и	6	10
23	с его	3	9
24	во всех	4	9
25	по отношению	10	9
26	и в	28	9
27	то же	7	8
28	не только	16	8
29	он не	7	8
30	в своей	2	8
31	еще не	8	8
32	что он	18	8
33	только в	18	8
34	так как	10	8
35	все это	2	8
36	и все	5	8
37	отношению к	10	8
38	все что	1	8
39	в самом	8	7
40	мы уже	2	7
41	отношение к	7	7
42	и наконец	2	7
43	ни в	1	7
44	мы видели	8	7
45	те же	3	7
46	к нему	1	7
47	один из	3	7
48	тот же	1	7
49	мы знаем	4	7
50	что же	1	7
51	сказать что	13	7
52	за пределы	1	6
53	и с	1	6
54	и ее	1	6
55	точку зрения	2	6
56	того что	24	6
57	для него	6	6
58	вовсе не	1	6
59	никогда не	8	6
60	совершенно не	1	6
61	на самом	1	5
62	и на	5	5
63	он сам	2	5
64	в чем	6	5
65	и к	6	5
66	в этой	5	5
67	что такое	3	5
68	знаем что	4	5
69	не в	4	5
70	мы должны	3	5
71	в то	6	5
72	в каком	1	5
73	могут быть	5	5
74	в себя	3	5
75	для этого	2	5
76	но мы	3	5
77	можно сказать	6	5
78	для того	8	5
79	а в	2	5
80	но и	10	5
81	с этим	4	5
82	в свою	1	5
83	что в	17	5
84	смысле слова	1	4
85	старой психологии	1	4
86	в зависимости	5	4
87	и за	1	4
88	той же	4	4
89	связанных с	1	4
90	мы не	6	4
91	в которой	7	4
92	я не	4	4
93	зависимости от	5	4
94	но не	10	4
95	в собственном	1	4
96	все же	2	4
97	из этих	3	4
98	в пределах	5	4
99	с их	1	4
100	в нем	7	4
101	всех этих	1	4
102	на этом	4	4
103	связанные с	3	4
104	при этом	3	4
105	об этом	1	4
106	с другими	2	4
107	во время	1	4
108	не менее	2	4
109	в основе	3	4
110	потому что	22	4
111	к тому	10	4
112	т.е в	1	4
113	если мы	2	4
114	того чтобы	10	4
115	данном случае	1	4
116	с самого	7	4
117	с ними	2	4
118	конечно не	1	4
119	уже не	1	4
120	в котором	2	4
121	как раз	6	4
122	от того	10	4
123	и др	2	4
124	в данном	2	4
125	и о	1	4
126	в более	1	4
127	в следующей	1	4
128	в этих	2	4
129	этот вопрос	3	4
130	между ними	7	4
131	другому человеку	1	3
132	собственном смысле	1	3
133	при анализе	1	3
134	а только	2	3
135	один и	1	3
136	как в	3	3
137	и той	3	3
138	и как	6	3
139	между двумя	2	3
140	учение о	1	3
141	и тот	1	3
142	в себе	4	3
143	главным образом	1	3
144	одной и	3	3
145	и по	3	3
146	что все	5	3
147	и может	1	3
148	в детской	1	3
149	может стать	1	3
150	было бы	9	3
151	мы имеем	4	3
152	мысли и	2	3
153	тому что	11	3
154	этой области	2	3
155	самого начала	7	3
156	одна из	1	3
157	мыслей и	2	3
158	в сознании	4	3
159	не могут	5	3
160	бы он	1	3
161	она не	2	3
162	ничего общего	1	3
163	свою очередь	1	3
164	всем этим	2	3
165	только то	3	3
166	приводит к	6	3
167	если бы	7	3
168	развития как	3	3
169	и что	6	3
170	на всех	1	3
171	во втором	3	3
172	из которого	2	3
173	у него	2	3
174	в них	3	3
175	ребенка в	8	3
176	на этот	4	3
177	вместе с	7	3
178	по своему	2	3
179	ребенка к	1	3
180	сейчас же	1	3
181	и от	2	3
182	но это	2	3
183	ступенях развития	2	3
184	это как	1	3
185	когда он	2	3
186	не знает	3	3
187	ни на	1	3
188	ее в	2	3
189	ли мы	1	2
190	отношения к	3	2
191	в такой	2	2
192	не остается	1	2
193	и то	4	2
194	тех же	1	2
195	это и	3	2
196	тем же	1	2
197	в первом	4	2
198	и до	1	2
199	для своего	1	2
200	в первый	1	2
201	нам в	1	2
202	с мыслью	1	2
203	того же	7	2
204	между собой	9	2
205	в ее	1	2
206	видели что	3	2
207	ко всякому	1	2
208	но как	3	2
209	с которыми	1	2
210	ответ на	1	2
211	себе и	2	2
212	отличие от	1	2
213	из важнейших	1	2
214	значение для	3	2
215	относится к	4	2
216	опирается на	2	2
217	что как	1	2
218	в своем	7	2
219	от этого	3	2
220	в этот	1	2
221	помощью которого	1	2
222	не приходится	1	2
223	что это	1	2
224	и современная	1	2
225	в нашем	4	2
226	что она	1	2
227	освобождение от	2	2
228	их в	1	2
229	но все	1	2
230	у ребенка	13	2
231	на всю	1	2
232	в совершенно	2	2
233	на этой	5	2
