N	3gram	Savitsky_P_1	Problemy
1	с точки зрения	3	13
2	в этом смысле	1	10
3	то же время	7	9
4	в то же	7	9
5	в том что	4	6
6	и в этом	1	5
7	но в то	1	5
8	в творчестве достоевского	1	4
9	не может быть	1	4
10	сами по себе	3	3
11	во всяком случае	1	3
12	само по себе	1	3
13	с другой стороны	1	3
14	и не может	1	2
15	и в то	2	2
16	хотя бы и	1	2
17	не только в	4	2
18	которые были бы	1	2
19	в большинстве случаев	1	2
20	именно потому что	1	2
21	тем же в	1	1
22	не было бы	1	1
23	творчества если бы	1	1
24	что дело идет	1	1
25	в нем в	1	1
26	и в частности	1	1
27	все это в	1	1
28	так же как	1	1
29	там где он	1	1
30	в этом не	1	1
31	или иная форма	1	1
32	в противоречии с	1	1
33	в известном смысле	1	1
34	не только как	1	1
35	не в том	1	1
36	бы оно ни	1	1
37	из тех кто	1	1
38	и именно в	1	1
39	более или менее	1	1
40	только в россии	1	1
41	по сравнению с	1	1
42	заключается в том	2	1
43	та или иная	1	1
44	высшая реальность и	1	1
45	мира а не	1	1
46	в настоящее время	1	1
47	в полной мере	2	1
48	как одна из	1	1
49	друг с другом	1	1
50	в отношении к	5	1
51	для того чтобы	1	1
52	и т д	1	1
