N	3gram	Medvedev_F_2	Problemy
1	то же время	5	12
2	в то же	5	12
3	на самом деле	3	10
4	с самого начала	2	8
5	с самим собою	1	7
6	и т п	9	6
7	не может быть	10	6
8	и в то	3	5
9	во всяком случае	5	5
10	в этом смысле	2	4
11	с точки зрения	7	4
12	бы то ни	1	4
13	его отношение к	1	4
14	и прежде всего	2	4
15	в самом деле	5	3
16	он не может	1	3
17	по крайней мере	1	3
18	и не в	2	3
19	но в то	1	3
20	в высшей степени	4	3
21	в конце концов	2	3
22	с другой стороны	3	3
23	может быть даже	1	3
24	смысле этого слова	1	2
25	в чем не	1	2
26	сводится к тому	1	2
27	а вовсе не	1	2
28	как раз и	3	2
29	в этом случае	1	2
30	и не может	3	2
31	вместе с тем	4	2
32	сама по себе	1	2
33	не входит в	2	2
34	в отличие от	2	2
35	же время не	1	2
36	что в нем	2	2
37	такой же степени	1	2
38	к тому чтобы	2	2
39	как мы знаем	2	2
40	в другом направлении	1	2
41	тем что он	1	2
42	все без исключения	2	2
43	и в этом	5	2
44	в такой же	1	2
45	а не в	1	2
46	в его целом	1	2
47	дело идет лишь	1	2
48	ни в чем	2	2
49	так и в	3	2
50	идет лишь о	1	2
51	в сущности не	1	2
52	тем не менее	1	2
53	в большинстве случаев	3	2
54	и т д	5	2
55	как мы видели	4	2
56	что он есть	1	1
57	как к своему	1	1
58	может быть с	1	1
59	этом отношении очень	2	1
60	не в плане	1	1
61	прежде всего как	1	1
62	прежде всего в	2	1
63	отчетливо и резко	1	1
64	большей или меньшей	1	1
65	раз и не	1	1
66	же степени как	1	1
67	т е именно	1	1
68	и в особенности	1	1
69	новых точек зрения	1	1
70	но даже и	1	1
71	одну в высшей	1	1
72	что же касается	1	1
73	потому что не	1	1
74	может быть речь	1	1
75	не было и	2	1
76	должно было быть	1	1
77	точки зрения его	1	1
78	до сих пор	1	1
79	и в других	1	1
80	точек зрения не	1	1
81	что он не	1	1
82	степени как и	1	1
83	в первом и	1	1
84	оставаясь в пределах	1	1
85	в этом отношении	7	1
86	т е все	1	1
87	прежде всего поражает	1	1
88	только с другими	1	1
89	и пр в	1	1
90	даже и не	2	1
91	в своей статье	3	1
92	к тому что	2	1
93	в значительной степени	3	1
94	в большей или	1	1
95	может быть что	1	1
96	в данном случае	1	1
97	лежит в основе	1	1
98	то что уже	1	1
99	всяком случае в	1	1
100	но при этом	1	1
101	быть и речи	3	1
102	настолько велико что	1	1
103	то что они	1	1
104	все более и	1	1
105	или меньшей степени	1	1
106	речь лишь о	1	1
107	понять его нельзя	1	1
108	может быть и	3	1
109	один из моментов	1	1
110	то что он	1	1
111	так и для	1	1
112	но и с	1	1
113	каждого из них	1	1
114	и тот же	1	1
115	один и тот	1	1
116	что же такое	1	1
117	и во всяком	1	1
118	и хотя бы	1	1
119	как бы не	1	1
120	только на фоне	2	1
121	между этими двумя	2	1
122	от встречи с	1	1
123	неразрывной связи с	1	1
124	мы бы сказали	1	1
125	что же это	1	1
126	чем иным как	1	1
127	раз и навсегда	1	1
128	но тем не	1	1
129	быть даже и	1	1
130	как и в	1	1
131	в свою очередь	1	1
132	все равно что	1	1
133	рядом с этим	1	1
134	с обратным знаком	1	1
135	не чем иным	1	1
136	дело идет о	2	1
137	и понять его	1	1
138	ни о каком	3	1
139	но все эти	1	1
140	более и более	1	1
141	но в этом	2	1
142	и дело идет	1	1
143	слова и в	1	1
144	но все же	2	1
145	или во всяком	1	1
146	что каждый из	1	1
147	быть речь лишь	1	1
148	речи может быть	1	1
149	в узком смысле	1	1
150	вовсе не является	1	1
151	для того чтобы	3	1
152	в том что	2	1
153	что и в	1	1
