N	2gram	Propp_Isto_2	UchenyiS
1	и в	15	14
2	а не	5	10
3	не только	18	10
4	прежде всего	5	8
5	и не	11	8
6	не может	5	7
7	вот почему	1	7
8	в этом	11	7
9	то что	12	7
10	может быть	17	6
11	то же	10	5
12	и только	2	5
13	все это	3	5
14	хотя бы	2	5
15	с другой	2	4
16	но и	14	4
17	что такое	1	4
18	в их	3	4
19	в этой	4	4
20	и то	2	3
21	это не	2	3
22	было бы	5	3
23	как и	2	3
24	в частности	1	3
25	в своей	1	3
26	в то	1	3
27	все же	9	3
28	но в	6	3
29	у нас	1	3
30	другой стороны	2	3
31	именно как	1	2
32	и с	4	2
33	до сих	6	2
34	а как	1	2
35	это было	1	2
36	самом деле	2	2
37	в некоторых	2	2
38	превращается в	2	2
39	мы не	3	2
40	о чем	1	2
41	является в	1	2
42	что мы	3	2
43	ничего не	7	2
44	не столько	2	2
45	должна была	1	2
46	том что	7	2
47	материал для	1	2
48	сводится к	1	2
49	с его	1	2
50	но не	2	2
51	в сторону	1	2
52	думается что	1	2
53	не все	2	2
54	в его	6	2
55	по существу	2	2
56	что и	6	2
57	по себе	1	2
58	сих пор	7	2
59	но это	4	2
60	в том	6	2
61	и для	2	2
62	что он	24	2
63	в себе	4	2
64	при таком	1	2
65	в самом	1	2
66	только в	6	2
67	не в	7	2
68	для всех	1	2
69	все они	1	2
70	в системе	2	2
71	его и	4	2
72	всех этих	3	2
73	их и	1	2
74	не могут	1	2
75	могут быть	2	2
76	смысле этого	2	2
77	тем что	4	2
78	что она	5	2
79	таким образом	7	2
80	он прежде	1	1
81	и это	3	1
82	что такой	1	1
83	об этом	11	1
84	же как	5	1
85	в исторической	1	1
86	связанных с	1	1
87	не делает	1	1
88	такой момент	1	1
89	в этот	1	1
90	но по	3	1
91	в виду	2	1
92	сам по	1	1
93	входит в	1	1
94	или иначе	1	1
95	только при	1	1
96	к следующему	1	1
97	бывает что	1	1
98	и прежде	1	1
99	существу то	1	1
100	в пределах	1	1
101	или по	1	1
102	и др	4	1
103	она все	1	1
104	к которой	1	1
105	никогда не	15	1
106	как живой	3	1
107	так и	5	1
108	по его	1	1
109	одной стороны	3	1
110	той же	2	1
111	этого не	5	1
112	до конца	1	1
113	у других	1	1
114	часто бывает	1	1
115	с тем	9	1
116	мы имеем	15	1
117	это впечатление	1	1
118	место и	1	1
119	и вне	1	1
120	остается в	1	1
121	не вполне	1	1
122	пройти мимо	1	1
123	стороны в	1	1
124	о нем	4	1
125	материал и	1	1
126	приводит к	2	1
127	о том	3	1
128	в ней	4	1
129	и потому	1	1
130	почти не	1	1
131	в котором	5	1
132	только для	1	1
133	и что	6	1
134	это доказывается	1	1
135	он был	3	1
136	где же	2	1
137	слагается из	1	1
138	все в	1	1
139	в течение	1	1
140	в той	1	1
141	он может	1	1
142	учителя и	2	1
143	что же	1	1
144	не то	1	1
145	переходит в	1	1
146	того что	3	1
147	в которых	2	1
148	доказывает что	1	1
149	и приемы	1	1
150	отдельности и	1	1
151	сложного и	1	1
152	так возникает	1	1
153	их в	2	1
154	друг с	1	1
155	на его	2	1
156	говорит он	1	1
157	это значит	1	1
158	что этот	3	1
159	делает и	1	1
160	на то	3	1
161	быть не	1	1
162	иначе в	1	1
163	еще один	1	1
164	отнюдь не	1	1
165	она не	5	1
166	этом случае	5	1
167	его на	2	1
168	изучение этого	1	1
169	как нам	1	1
170	имеет свою	1	1
171	себе еще	1	1
172	этого сложного	1	1
173	того как	4	1
174	на звук	2	1
175	тот же	1	1
176	на своем	1	1
177	много но	2	1
178	есть ли	2	1
179	и действительно	1	1
180	в точном	1	1
181	в которой	2	1
182	о котором	1	1
183	не было	2	1
184	так или	1	1
185	он в	3	1
186	с одной	4	1
187	с которыми	1	1
188	в качестве	3	1
189	то о	1	1
190	его еще	1	1
191	что по	1	1
192	же остается	1	1
193	живого человека	1	1
194	уже не	1	1
195	на одно	1	1
196	далеко не	1	1
197	имеем в	5	1
198	же в	1	1
199	же автор	1	1
200	в процессе	1	1
201	не обладает	3	1
202	что было	1	1
203	в нем	7	1
204	связанные с	1	1
205	пример у	1	1
206	с другом	1	1
207	но если	3	1
208	он не	8	1
209	сказать что	2	1
210	вводится в	1	1
211	они до	1	1
212	очень часто	4	1
213	одно из	2	1
214	часто встречается	1	1
215	и так	2	1
216	он и	3	1
217	в отдельности	1	1
218	что под	2	1
219	почему все	1	1
220	это верно	1	1
221	самое что	1	1
222	но он	4	1
223	но что	1	1
224	у него	4	1
225	мы можем	8	1
226	так то	1	1
227	ее в	2	1
228	и эта	1	1
229	а это	1	1
230	что при	5	1
231	к этому	1	1
232	что в	12	1
233	в таком	1	1
