N	2gram	Voloshinov_1	VrazhdaK
1	не только	5	9
2	в этом	13	8
3	и в	15	8
4	и что	3	8
5	но и	4	7
6	и все	4	7
7	то что	10	7
8	что в	6	7
9	все же	5	6
10	но в	9	6
11	в нем	4	6
12	как и	6	6
13	в котором	1	6
14	и с	7	6
15	о нем	1	6
16	в начале	1	6
17	и даже	2	6
18	– это	15	6
19	то же	7	5
20	об этом	4	5
21	в то	6	5
22	же время	5	5
23	между тем	2	5
24	у него	3	5
25	не было	4	5
26	и не	16	5
27	в ней	5	4
28	что он	8	4
29	в истории	3	4
30	при этом	7	4
31	это не	2	4
32	все это	5	4
33	первая любовь	1	4
34	в виду	1	4
35	во многом	2	4
36	с ним	12	4
37	о том	1	4
38	уже в	1	4
39	может быть	13	4
40	как бы	11	4
41	в своих	4	4
42	так же	1	4
43	одним из	3	3
44	я не	3	3
45	он был	3	3
46	в чем	4	3
47	с его	8	3
48	в своем	2	3
49	и как	1	3
50	в этот	4	3
51	на то	1	3
52	его в	8	3
53	он не	4	3
54	далеко не	4	3
55	и уже	1	3
56	том что	5	3
57	в русской	1	3
58	и его	15	3
59	связи с	1	3
60	человека в	3	3
61	и о	3	3
62	и во	1	3
63	в его	9	3
64	в том	4	3
65	и у	6	3
66	чтобы он	1	3
67	тем что	1	3
68	о себе	2	3
69	матери и	2	3
70	к этому	7	3
71	отношения к	2	2
72	же как	1	2
73	и то	2	2
74	на место	3	2
75	он сам	4	2
76	но как	1	2
77	– сказал	1	2
78	ответ на	2	2
79	человека с	2	2
80	отнюдь не	2	2
81	в этой	5	2
82	в себе	4	2
83	чувств и	6	2
84	о которой	2	2
85	в нашей	1	2
86	их в	2	2
87	таким образом	21	2
88	в мире	1	2
89	рядом с	2	2
90	а с	1	2
91	мы знаем	7	2
92	на первый	1	2
93	в эту	2	2
94	во время	5	2
95	точки зрения	13	2
96	в своей	9	2
97	и ее	3	2
98	с точки	10	2
99	не менее	3	2
100	одна из	3	2
101	никогда не	7	2
102	в момент	1	2
103	к себе	3	2
104	его с	1	2
105	на это	1	2
106	и это	1	2
107	на основе	1	2
108	еще не	7	2
109	а также	1	2
110	там же	1	2
111	тем более	1	2
112	и образы	3	2
113	по мнению	6	2
114	об их	1	2
115	с нею	1	2
116	уже не	5	2
117	при помощи	1	2
118	из них	1	2
119	его и	2	2
120	для него	5	2
121	отношение к	7	2
122	как раз	2	2
123	и т.п	2	2
124	как же	1	2
125	не может	13	2
126	вместе с	4	2
127	в него	2	2
128	но это	2	2
129	а в	6	2
130	в период	5	2
131	в свою	2	2
132	а между	1	1
133	ко всем	1	1
134	также и	1	1
135	доступ в	1	1
136	человека и	6	1
137	и борьбы	2	1
138	того же	1	1
139	это и	1	1
140	и есть	2	1
141	презрения к	1	1
142	смерти отца	3	1
143	полагает что	1	1
144	той же	2	1
145	начинается с	1	1
146	еще до	1	1
147	равно как	1	1
148	в составе	1	1
149	ему в	1	1
150	один пример	1	1
151	был еще	1	1
152	что мог	1	1
153	разобраться в	3	1
154	меня в	1	1
155	собой в	1	1
156	как ему	1	1
157	на них	1	1
158	влияния на	1	1
159	служит для	1	1
160	по своему	1	1
161	а следовательно	2	1
162	одним словом	1	1
163	а отношение	1	1
164	и всего	2	1
165	совсем не	5	1
166	но не	5	1
167	о смерти	1	1
168	же на	1	1
169	заметим что	1	1
170	энергии и	1	1
