N	3gram	Losev_Prob_2	Marksizm
1	не может быть	3	13
2	в самом деле	2	9
3	и не может	1	9
4	до сих пор	4	8
5	бы то ни	2	8
6	то ни было	1	8
7	в связи с	5	7
8	в настоящее время	16	6
9	язык как система	1	6
10	языка как системы	1	5
11	с другой стороны	5	5
12	с самого начала	2	4
13	является не только	1	3
14	в этом случае	7	3
15	то же самое	5	3
16	мы не будем	1	3
17	в этом отношении	1	3
18	и здесь мы	2	3
19	может быть и	2	3
20	в конце концов	7	3
21	и тот же	2	3
22	науки о языке	1	3
23	один и тот	2	3
24	связи с этим	2	3
25	но все же	1	3
26	можно сказать что	3	3
27	в то же	4	3
28	для того чтобы	2	3
29	в том что	4	3
30	или хотя бы	2	2
31	же как и	1	2
32	и той же	2	2
33	в том числе	2	2
34	самом деле если	1	2
35	на первый план	3	2
36	в таком случае	10	2
37	сама по себе	4	2
38	на самом же	1	2
39	том числе и	2	2
40	можно было бы	2	2
41	в узком смысле	1	2
42	так же как	1	2
43	и этот момент	1	2
44	во всяком случае	10	2
45	при этом условии	1	2
46	отношение знака к	4	2
47	вопрос о том	2	2
48	одной и той	2	2
49	то что слово	1	2
50	до тех пор	4	2
51	от того что	1	2
52	это и есть	2	2
53	если мы скажем	3	2
54	и прежде всего	2	2
55	самом же деле	1	2
56	в этом смысле	5	2
57	тем не менее	12	2
58	ничего общего с	2	2
59	от знака к	2	1
60	все более и	1	1
61	всякий знак и	2	1
62	тот же самый	1	1
63	он сам и	1	1
64	что такое язык	1	1
65	прежде всего как	1	1
66	как только мы	2	1
67	одним и тем	1	1
68	не в своем	1	1
69	для данного момента	1	1
70	подобно тому как	2	1
71	есть прежде всего	4	1
72	отношение может быть	1	1
73	в результате нашего	2	1
74	тот или иной	4	1
75	именно то что	1	1
76	хотя бы и	3	1
77	или совсем не	1	1
78	сами по себе	2	1
79	знака к другим	1	1
80	но и в	3	1
81	таком случае оно	1	1
82	это вовсе не	1	1
83	если мы прибавим	1	1
84	но если мы	2	1
85	и потому в	1	1
86	для нашей темы	2	1
87	чем иным как	1	1
88	может быть только	2	1
89	является не чем	1	1
90	и вовсе не	4	1
91	ни в какой	1	1
92	ту или иную	1	1
93	так или иначе	6	1
94	если мы возьмем	2	1
95	к частному и	1	1
96	нас не будет	1	1
97	в едином и	1	1
98	и осуществляется в	1	1
99	от речи в	1	1
100	не чем иным	1	1
101	в нашем случае	1	1
102	не несет с	1	1
103	и тем же	1	1
104	сих пор мы	1	1
105	очень важный момент	1	1
106	с одной стороны	5	1
107	не является только	1	1
108	взятая сама по	2	1
109	мы скажем что	3	1
110	тот и другой	1	1
111	в результате чего	1	1
112	связаны между собой	1	1
113	в последнее время	1	1
114	какой бы то	1	1
115	знак и что	3	1
116	так и от	1	1
117	а в том	1	1
118	уже с самого	2	1
119	вообще не существует	1	1
120	перестает быть знаком	1	1
121	физических физиологических и	1	1
122	значения со знаком	1	1
123	и все другие	1	1
124	более или менее	4	1
125	таком случае можно	1	1
126	между собой и	2	1
127	так и в	1	1
128	для каждого данного	2	1
129	самое это отношение	1	1
130	само по себе	2	1
131	в точном смысле	1	1
132	только в плане	1	1
133	и др о	1	1
134	это значит что	3	1
135	не только не	2	1
136	ни о каком	1	1
137	не менее совершенно	1	1
138	его так сказать	1	1
139	и мышления в	1	1
140	более и более	1	1
141	не только в	2	1
142	друг от друга	2	1
143	в другом случае	1	1
144	как мы уже	1	1
145	имеется в виду	2	1
146	у нас не	2	1
147	в данном контексте	1	1
148	допустим что мы	1	1
149	на самом деле	2	1
150	необходимо чтобы он	1	1
151	во многих отношениях	1	1
152	связь значения со	1	1
153	в ту или	1	1
154	имеются в виду	1	1
155	той или иной	1	1
