N	4gram	Vygotskiy__1	StatiiOP
1	в то время как	5	4
2	состоит в том что	1	2
3	и тем не менее	1	2
4	заключается в том что	3	2
5	что у него есть	1	1
6	и т п в	1	1
7	дело не в том	1	1
8	в том чтобы показать	3	1
9	скупой рыцарь моцарт и	1	1
10	в одном из писем	1	1
11	и тот и другой	1	1
12	с этой точки зрения	4	1
13	не в том что	1	1
14	одной и той же	3	1
15	не в том чтобы	2	1
16	состоит в том чтобы	1	1
17	и т п но	1	1
18	то же самое и	1	1
19	если принять во внимание	1	1
20	и в самом деле	2	1
21	задача состоит в том	1	1
22	на вопрос о том	1	1
23	и в конце концов	1	1
24	рыцарь моцарт и сальери	1	1
25	о том что он	1	1
