N	2gram	Vinokur_St_1	Myslijsy
1	потому что	6	49
2	для нас	7	31
3	то есть	2	30
4	и в	44	24
5	может быть	15	23
6	в сознании	2	23
7	то что	18	20
8	и не	16	19
9	в том	36	18
10	а не	16	18
11	что в	30	16
12	не только	18	15
13	по себе	1	15
14	того же	3	14
15	при этом	2	13
16	в слове	5	13
17	не в	12	13
18	было бы	17	13
19	то же	5	12
20	но не	3	12
21	не может	8	12
22	мы не	2	11
23	таким образом	7	11
24	вместе с	1	11
25	если бы	9	11
26	что и	6	11
27	что мы	5	11
28	только в	10	11
29	как в	13	10
30	в себе	2	10
31	для него	6	10
32	тогда когда	1	10
33	так что	6	10
34	так как	5	10
35	в нем	5	9
36	вовсе не	19	9
37	но и	10	9
38	как бы	4	9
39	точно так	1	9
40	и на	1	8
41	а только	1	8
42	в этом	21	8
43	том что	29	8
44	в одно	1	8
45	могут быть	5	8
46	а в	17	8
47	в чем	3	7
48	во всех	8	7
49	с этим	3	7
50	мысль о	1	7
51	как и	9	7
52	всяком случае	6	7
53	того как	1	7
54	или же	2	7
55	не могут	1	7
56	прежде всего	7	7
57	сами по	1	7
58	тем что	5	7
59	того что	9	7
60	во всяком	6	7
61	и т	30	6
62	тем не	2	6
63	в то	9	6
64	не имеет	4	6
65	есть только	2	6
66	между тем	3	6
67	и только	3	6
68	в одном	1	6
69	с другой	9	6
70	не было	4	6
71	этого слова	2	6
72	по поводу	7	6
73	если б	1	5
74	столь же	4	5
75	что они	7	5
76	все же	8	5
77	уже в	2	5
78	бы не	2	5
79	на то	4	5
80	и уже	2	5
81	не менее	5	5
82	по крайней	2	5
83	и наоборот	1	5
84	судя по	2	5
85	так и	9	5
86	о том	17	5
87	а потому	2	5
88	крайней мере	2	5
89	тот же	1	5
90	бы ни	1	5
91	слова в	1	5
92	из них	8	5
93	от того	1	5
94	в них	1	5
95	для того	10	5
96	что не	3	5
97	и их	2	5
98	приводит в	1	5
99	в которой	4	5
100	а между	1	4
101	в самом	7	4
102	время как	2	4
103	еще не	3	4
104	но в	10	4
105	уже не	1	4
106	из этих	6	4
107	как он	1	4
108	одно целое	1	4
109	то все	1	4
110	с тем	1	4
111	такой же	5	4
112	в котором	5	4
113	место в	1	4
114	том смысле	2	4
115	сих пор	7	4
116	одном из	1	4
117	между прочим	2	4
118	они не	1	4
119	тем самым	2	4
120	и другое	1	4
121	образом в	1	4
122	одна из	1	4
123	таким путем	1	4
124	должны быть	3	4
125	в некоторых	1	4
126	то время	2	4
127	так в	1	4
128	никогда не	5	4
129	и что	4	4
130	что он	10	4
131	с одной	3	4
132	указания на	1	4
133	которые могут	1	4
134	в других	2	4
135	до сих	7	4
136	там где	5	4
137	если не	2	4
138	что оно	3	4
139	во время	3	4
140	в таком	3	4
141	вряд ли	5	3
142	например в	8	3
