N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	3	31
2	с точки зрения	6	11
3	с одной стороны	3	9
4	в этом смысле	3	8
5	с другой стороны	4	8
6	то же самое	2	7
7	в этом отношении	2	7
8	смысле этого слова	1	7
9	в самом деле	3	6
10	в готовом виде	1	5
11	можно было бы	3	5
12	для того чтобы	2	5
13	с помощью слова	1	4
14	на первый план	2	4
15	и тем самым	2	4
16	на то что	1	4
17	по своему значению	1	3
18	между тем как	5	3
19	с тем что	1	3
20	в равной мере	1	3
21	по сравнению с	1	3
22	в связи с	1	3
23	как мы уже	1	3
24	оно может быть	1	2
25	в настоящее время	1	2
26	одной стороны и	1	2
27	именно то что	1	2
28	в отличие от	5	2
29	но и в	2	2
30	в данном случае	4	2
31	в высшей степени	5	2
32	с помощью которого	1	2
33	не могут быть	2	2
34	в следующей главе	1	2
35	мышления и в	1	2
36	в свое время	1	2
37	в свою очередь	1	2
38	к выводу что	1	2
39	подобно тому как	1	2
40	в том смысле	1	2
41	первый план в	1	2
42	может войти в	1	1
43	что иное как	1	1
44	к целому ряду	1	1
45	образом в основе	1	1
46	в какой мере	2	1
47	можем сказать что	1	1
48	далеко не все	1	1
49	имеет место в	2	1
50	равно как и	1	1
51	том же самом	2	1
52	не говоря уже	1	1
53	на самом деле	3	1
54	чем иным как	1	1
55	о том как	1	1
56	этом смысле мы	2	1
57	и во всех	2	1
58	не входит в	4	1
59	как это ни	1	1
60	со всеми другими	1	1
61	бы то ни	3	1
62	только на основе	1	1
63	что все эти	1	1
64	до сих пор	1	1
65	вопроса о том	1	1
66	говоря уже о	1	1
67	едва ли может	1	1
68	которые могут быть	1	1
69	ни в какой	1	1
70	и в частности	2	1
71	к тому что	1	1
72	то ни было	2	1
73	как мы показали	1	1
74	то время как	1	1
75	как мы указывали	1	1
76	не чем иным	1	1
77	приходит к созданию	1	1
78	никакому сомнению что	1	1
79	настоящая работа является	1	1
80	далеко не всегда	3	1
81	во всей полноте	1	1
82	если бы мы	1	1
83	не только в	2	1
84	а также и	1	1
85	художественное произведение и	1	1
86	мы имеем дело	2	1
87	и как бы	1	1
88	не является исключением	1	1
89	имеем дело с	1	1
90	равной мере и	1	1
91	как мы это	1	1
92	не может быть	11	1
93	это находит свое	1	1
94	по себе не	1	1
95	в то время	1	1
96	свое время был	1	1
97	по отношению к	19	1
98	то что в	1	1
99	так например в	1	1
100	первый план выступает	1	1
101	том смысле что	1	1
102	между ними на	1	1
103	мы можем сказать	2	1
104	вопрос о том	1	1
105	можно сказать что	2	1
106	бы они ни	1	1
107	и как мы	1	1
108	они ни были	1	1
109	к которому он	1	1
110	они могут быть	1	1
111	мы можем назвать	1	1
112	не что иное	1	1
113	тем не менее	3	1
114	мы уже указывали	1	1
115	но как только	1	1
116	как и в	1	1
117	готовом виде и	1	1
118	в том же	2	1
