N	2gram	Bakhtin_sl_2	StatiiOP
1	и в	39	25
2	в этом	16	24
3	у пушкина	1	22
4	в том	5	20
5	что он	2	19
6	может быть	37	19
7	тем что	1	19
8	что в	3	19
9	том что	5	15
10	в этой	1	14
11	не только	24	12
12	в его	7	12
13	то что	2	12
14	в этих	7	11
15	таким образом	8	10
16	прежде всего	8	10
17	и не	22	10
18	у него	3	9
19	но и	21	9
20	и т	35	8
21	все это	16	8
22	о том	2	8
23	в языке	2	8
24	как например	2	8
25	это было	1	8
26	в своих	1	8
27	с этим	2	7
28	это не	5	7
29	в то	4	7
30	не может	20	7
31	точки зрения	8	7
32	что такое	1	7
33	место в	1	6
34	и на	4	6
35	как в	13	6
36	не в	9	6
37	между тем	3	6
38	только в	5	6
39	т п	33	6
40	в конце	1	6
41	в области	2	6
42	как бы	7	6
43	а в	4	6
44	то же	4	5
45	независимо от	2	5
46	но в	6	5
47	на то	1	5
48	он не	2	5
49	об этом	1	5
50	на почве	4	5
51	ни в	4	5
52	и это	1	5
53	так и	15	5
54	в них	6	5
55	отметить что	3	5
56	с другой	5	5
57	связано с	3	5
58	а не	14	5
59	в речах	2	5
60	того что	1	5
61	другой стороны	1	5
62	например в	5	4
63	в чем	3	4
64	точка зрения	2	4
65	все же	6	4
66	не было	2	4
67	и к	6	4
68	в целом	1	4
69	на его	2	4
70	в каждом	1	4
71	мировой литературе	2	4
72	лишь в	3	4
73	на протяжении	2	4
74	и тем	1	4
75	как и	6	4
76	в эту	1	4
77	а как	1	4
78	с точки	3	4
79	ничего не	1	4
80	к ней	2	4
81	этом отношении	3	4
82	отличается от	2	4
83	в ней	3	4
84	и с	9	4
85	можно сказать	1	4
86	а также	3	4
87	к нему	3	4
88	в качестве	1	4
89	и др	4	4
90	всяком случае	2	4
91	отношение к	4	4
92	в особенности	3	4
93	действующих лиц	2	4
94	xix века	4	4
95	он говорит	1	4
96	в смысле	4	4
97	и для	5	4
98	но это	3	4
99	сказать что	3	4
100	в своей	1	4
101	во всяком	3	4
102	говорить о	3	3
103	подчеркнуть что	2	3
104	с его	7	3
105	кроме того	2	3
106	и наконец	5	3
107	все эти	6	3
108	всех этих	4	3
109	на этом	3	3
110	в другом	2	3
111	о которых	1	3
112	попадает в	1	3
113	несмотря на	1	3
114	в их	2	3
115	но он	2	3
116	и более	2	3
117	на тему	1	3
118	же время	4	3
119	это слово	1	3
120	связи с	3	3
121	и здесь	2	3
122	и что	1	3
123	и его	33	3
124	уже не	5	3
125	уже в	2	3
126	для него	7	3
127	так как	4	3
128	в некоторых	3	3
129	в системе	1	3
130	как раз	1	3
131	не является	1	3
132	связан с	3	3
133	одной стороны	5	3
134	до конца	17	3
135	с которым	2	3
136	его как	2	3
137	в связи	2	3
138	в мировой	2	3
139	обращается к	1	3
140	все они	2	3
141	к этому	1	3
142	в виде	2	3
143	в какой	1	3
144	к материалу	2	2
145	речь идет	1	2
