N	3gram	Bakhtin_Pr_2	formyVre
1	и т п	9	11
2	с точки зрения	8	8
3	в связи с	1	7
4	в этом мире	1	6
5	в том же	1	4
6	то же время	5	4
7	в то же	5	4
8	как мы уже	1	4
9	друг с другом	4	4
10	к себе самому	3	3
11	в том числе	1	3
12	о том как	1	3
13	но и в	1	3
14	мы уже говорили	3	3
15	в большинстве случаев	8	3
16	в том что	1	3
17	и т д	4	3
18	а следовательно и	1	2
19	прежде всего в	1	2
20	и в поэзии	1	2
21	то же самое	1	2
22	как необходимый момент	1	2
23	до сих пор	7	2
24	и во всех	1	2
25	сами по себе	1	2
26	друг на друга	2	2
27	и та же	2	2
28	том числе и	1	2
29	может быть и	2	2
30	то что было	1	2
31	одна и та	2	2
32	тон и стиль	1	2
33	друг от друга	2	2
34	каждая из этих	1	1
35	в форме диалога	1	1
36	мы будем говорить	1	1
37	не может не	1	1
38	в той или	3	1
39	есть и что	1	1
40	выходит из них	1	1
41	то есть не	1	1
42	а вовсе не	1	1
43	в виду что	1	1
44	и наконец в	1	1
45	уже говорили что	2	1
46	на самом деле	1	1
47	более глубокой и	1	1
48	есть прежде всего	1	1
49	так что в	1	1
50	том что он	2	1
51	здесь еще нет	1	1
52	более глубокий и	1	1
53	все больше и	1	1
54	с установкой на	1	1
55	со всеми ее	1	1
56	со всею его	3	1
57	как и все	4	1
58	в конце концов	2	1
59	что он не	1	1
60	в отличие от	4	1
61	только в сюжете	1	1
62	и среди них	2	1
63	как мы увидим	3	1
64	между тем как	1	1
65	но в этом	1	1
66	с самим собою	5	1
67	это вовсе не	2	1
68	становится как бы	1	1
69	рано или поздно	1	1
70	может быть или	1	1
71	ведь дело идет	1	1
72	так сказать в	1	1
73	те же явления	1	1
74	же относится и	1	1
75	из уст в	1	1
76	одно и то	2	1
77	конечно не в	1	1
78	из одного куска	2	1
79	мы увидим дальше	1	1
80	то время как	2	1
81	многообразнейший мир вещей	1	1
82	проявляется прежде всего	1	1
83	как и в	3	1
84	дело идет о	1	1
85	как бы уже	1	1
86	о которых мы	1	1
87	таким образом и	1	1
88	с одной стороны	1	1
89	на более глубокой	1	1
90	и в большинстве	2	1
91	мы здесь не	1	1
92	и то же	2	1
93	но при этом	2	1
94	или иной форме	1	1
95	до некоторой степени	1	1
96	каждый из них	1	1
97	и в их	1	1
98	с другой стороны	3	1
99	себе самом и	1	1
100	уст в уста	1	1
101	вместо того чтобы	1	1
102	не может быть	4	1
103	бы не было	1	1
104	что до сих	1	1
105	но в то	3	1
106	здесь как бы	1	1
107	этой точки зрения	1	1
108	же характер носит	1	1
109	в то время	2	1
110	его жизни и	1	1
111	сделаны из одного	2	1
112	о том что	1	1
113	в одном из	1	1
114	кроме того здесь	1	1
115	имеет еще довольно	1	1
116	т п в	1	1
117	но все же	2	1
118	можно сказать что	1	1
119	все они как	1	1
120	также и в	1	1
121	все что ему	1	1
122	сюда же относится	1	1
123	не только тон	1	1
124	в другом случае	1	1
125	больше и больше	1	1
126	только тон и	1	1
127	такой же характер	1	1
128	как бы в	4	1
129	и в нем	1	1
130	и чувствует себя	1	1
131	человека и его	2	1
132	мы будем рассматривать	1	1
133	той или иной	3	1
134	в точном смысле	1	1
135	но к этому	1	1
136	и в другом	1	1
