N	3gram	Tiupa_Anal_3	StatiiOP
1	в том что	7	11
2	не может быть	1	5
3	в этом смысле	1	4
4	по крайней мере	4	4
5	с точки зрения	2	4
6	в этом отношении	3	4
7	во всяком случае	2	4
8	с другой стороны	5	4
9	о том что	5	4
10	не в том	1	3
11	в связи с	1	3
12	то же время	3	3
13	не только в	1	3
14	в то же	3	3
15	в русской поэзии	2	2
16	а а а	1	2
17	что в общем	1	2
18	до сих пор	1	2
19	в царском селе	1	2
20	в том чтобы	1	2
21	с одной стороны	2	2
22	между тем как	1	2
23	заключается в том	1	2
24	этого ничего не	1	2
25	тем более что	1	2
26	а с другой	1	2
27	тем не менее	2	2
28	можно сказать что	2	1
29	и может быть	1	1
30	под углом зрения	1	1
31	характерным в этом	1	1
32	устах самого пушкина	1	1
33	в особенности это	1	1
34	в устах самого	1	1
35	и той же	2	1
36	у пушкина не	1	1
37	и судя по	1	1
38	на самом деле	1	1
39	и так сказать	1	1
40	в самом деле	1	1
41	словами самого пушкина	1	1
42	по тем или	1	1
43	том что он	2	1
44	тот или иной	2	1
45	говоря уже о	1	1
46	сам по себе	1	1
47	да еще и	1	1
48	что мы знаем	1	1
49	а а и	1	1
50	как раз в	1	1
51	в применении к	1	1
52	в самом начале	1	1
53	и тогда со	1	1
54	а а в	1	1
55	воспоминания в царском	1	1
56	в известном смысле	1	1
57	себя а за	1	1
58	по этому пути	1	1
59	так или иначе	1	1
60	все что мы	1	1
61	тем или иным	2	1
62	в той или	1	1
63	в этом же	1	1
64	все это было	1	1
65	остаться самим собой	1	1
66	в свое время	2	1
67	что несмотря на	2	1
68	не за себя	1	1
69	каждом отдельном случае	1	1
70	таким образом в	1	1
71	за себя а	1	1
72	сказать что они	1	1
73	в свою очередь	4	1
74	свое отражение в	1	1
75	в одном из	1	1
76	не только не	3	1
77	в статье о	1	1
78	той или иной	3	1
79	речь идет о	1	1
80	пушкина в этом	1	1
81	совершенно очевидно что	2	1
82	вопрос о том	1	1
83	можно судить по	1	1
84	в каждом отдельном	1	1
85	одной и той	2	1
86	так что она	1	1
87	не отступал в	1	1
88	в отдельных случаях	1	1
89	для того чтобы	1	1
90	дело не в	1	1
91	в русской литературе	3	1
92	не говоря уже	1	1
