N	3gram	Bakhtin_Pr_1	Myshleni
1	для того чтобы	2	14
2	по отношению к	19	12
3	в том что	3	11
4	с точки зрения	6	9
5	по сравнению с	1	5
6	в этом отношении	2	5
7	можно сказать что	2	5
8	подобно тому как	1	4
9	то же самое	2	4
10	на этот вопрос	1	4
11	то время как	1	4
12	в то время	1	4
13	к целому ряду	1	3
14	в лучшем случае	2	3
15	до сих пор	1	3
16	можно было бы	3	3
17	с одной стороны	3	3
18	в свою очередь	1	3
19	не может быть	11	3
20	вопрос о том	1	3
21	отношению к данному	1	2
22	вообще не может	1	2
23	в самом деле	3	2
24	с помощью которого	1	2
25	о том как	1	2
26	и не может	2	2
27	в отличие от	5	2
28	таким образом в	1	2
29	мы можем говорить	2	2
30	и в частности	2	2
31	в высшей степени	5	2
32	тем или иным	1	2
33	с другой стороны	4	2
34	в свое время	1	2
35	только в пределах	1	2
36	его отношение к	1	2
37	хотя бы в	1	2
38	можем говорить о	2	2
39	и в области	2	2
40	и в другом	1	2
41	и может быть	1	1
42	что иное как	1	1
43	в той области	1	1
44	образом в основе	1	1
45	или хотя бы	1	1
46	что с ним	1	1
47	имеет дело с	4	1
48	тем что оно	1	1
49	той области где	1	1
50	на самом деле	3	1
51	в этом последнем	1	1
52	только в этой	1	1
53	в этом смысле	3	1
54	в том же	2	1
55	одной стороны и	1	1
56	то что является	1	1
57	которое как мы	1	1
58	только по отношению	4	1
59	если так то	1	1
60	на первый план	2	1
61	как мы увидим	3	1
62	в известной мере	1	1
63	в нем но	1	1
64	именно то что	1	1
65	оно было бы	1	1
66	в равной мере	1	1
67	приводит к целому	1	1
68	в применении к	3	1
69	объект в его	3	1
70	не что иное	1	1
71	и не с	2	1
72	иной чем в	1	1
73	не совпадает с	2	1
74	в первом случае	1	1
75	таким образом и	1	1
76	чем в области	1	1
77	смысле этого слова	1	1
78	вопроса о том	1	1
79	как мы это	1	1
80	его значение в	1	1
81	точка зрения на	1	1
82	как мы показали	1	1
83	в целом в	1	1
84	не могут быть	2	1
85	и ничего не	1	1
86	равной мере и	1	1
87	и тем самым	2	1
88	в связи с	1	1
89	не может возникнуть	1	1
90	так и в	2	1
91	по своему значению	1	1
92	тем не менее	3	1
93	на основе этого	1	1
94	не было бы	1	1
95	первый план в	1	1
96	только в той	1	1
97	в одном и	1	1
98	есть не что	1	1
99	тем самым и	1	1
100	том смысле что	1	1
101	по аналогии с	1	1
102	того или иного	2	1
103	к выводу что	1	1
104	с помощью одного	1	1
105	они ни были	1	1
106	но не на	1	1
107	что в его	1	1
108	в готовом виде	1	1
109	в другом случае	1	1
110	в то же	3	1
111	к тому что	1	1
112	в том смысле	1	1
113	к вопросу о	1	1
114	жизни таким образом	1	1
115	не нуждается в	1	1
116	лежит не в	1	1
117	ничто не может	1	1
118	одной из важнейших	2	1
119	той или иной	2	1
120	как только оно	1	1
