N	2gram	Propp_Isto_5	Problemy
1	и в	25	34
2	и не	11	29
3	как бы	2	27
4	что он	22	23
5	в его	12	22
6	в нем	7	19
7	может быть	17	19
8	не может	6	19
9	и все	3	19
10	как и	7	18
11	к себе	1	17
12	в этом	10	16
13	но в	1	16
14	и его	9	16
15	все это	4	16
16	он не	4	15
17	и с	3	15
18	прежде всего	6	15
19	то же	4	14
20	к нему	3	14
21	самом деле	2	13
22	для него	1	13
23	и к	1	12
24	в то	3	12
25	же время	1	12
26	потому что	7	12
27	но и	13	12
28	т е	16	12
29	на самом	1	11
30	вовсе не	2	11
31	то что	7	11
32	не только	13	10
33	а я	1	10
34	не в	6	9
35	героя и	3	9
36	а не	2	9
37	и т	20	8
38	с самого	1	8
39	самого начала	1	8
40	никогда не	3	8
41	с ним	4	8
42	в самом	1	8
43	так же	5	8
44	и для	2	8
45	точки зрения	2	8
46	я не	1	7
47	на него	8	7
48	как будто	1	7
49	как мы	5	7
50	слова в	1	7
51	и даже	1	7
52	что не	1	7
53	с которым	2	7
54	там где	6	7
55	все же	10	7
56	что в	8	7
57	мы уже	4	6
58	и на	8	6
59	отношение к	1	6
60	что они	1	6
61	в пределах	4	6
62	что у	4	6
63	от себя	2	6
64	в себе	1	6
65	только в	7	6
66	от него	1	6
67	не знает	1	6
68	которым он	1	6
69	отношению к	2	6
70	на них	2	5
71	он сам	1	5
72	по отношению	2	5
73	и наконец	1	5
74	и у	1	5
75	что это	5	5
76	в целом	3	5
77	и вот	1	5
78	но все	5	5
79	с тем	8	5
80	в конце	1	5
81	даже в	2	5
82	таким образом	9	5
83	к тому	1	5
84	и сам	2	5
85	и что	8	5
86	что и	6	5
87	это не	6	5
88	того что	2	5
89	и так	1	5
90	так что	2	5
91	из них	2	5
92	всяком случае	1	5
93	в одном	1	5
94	себе и	1	5
95	к своему	1	5
96	и от	1	5
97	мы должны	4	5
98	хотя бы	1	5
99	а в	3	5
100	героя в	9	5
101	во всяком	1	5
102	из его	1	4
103	еще не	8	4
104	но не	5	4
105	но как	1	4
106	как в	6	4
107	над собой	1	4
108	он в	1	4
109	все эти	8	4
110	но на	1	4
111	при этом	1	4
112	на этом	3	4
113	что все	4	4
114	его в	9	4
115	с другими	4	4
116	и вы	1	4
117	с точки	1	4
118	но это	7	4
119	меня не	1	4
120	он с	1	4
121	ничего не	2	4
122	его с	1	4
123	и это	4	4
124	если бы	2	4
125	на вопрос	1	4
126	только на	1	4
127	в виде	9	4
128	так как	11	4
129	у него	2	4
130	с другой	9	4
131	тем что	10	4
132	вместе с	22	4
133	мы остановимся	1	4
134	как к	1	4
135	из своего	1	4
136	функции в	1	3
137	за собой	1	3
138	сливается с	1	3
139	в виду	1	3
140	в ней	5	3
141	что его	3	3
142	совсем не	1	3
143	в одной	1	3
144	и как	3	3
145	уже в	2	3
146	героя из	1	3
147	он ни	1	3
148	не как	4	3
149	их в	3	3
150	знает что	1	3
151	это было	2	3
152	его и	2	3
153	а что	1	3
154	этого не	1	3
155	мы видели	7	3
156	такой же	2	3
157	в своей	2	3
158	в котором	1	3
159	и слез	1	3
160	не менее	4	3
161	но он	2	3
162	по себе	2	3
163	как можно	2	3
164	что с	1	3
165	том что	8	3
166	во всем	2	3
167	уже говорили	1	3
168	его за	1	3
169	где он	1	3
170	в ее	4	3
171	еще в	2	3
172	для этого	1	3
173	сводится к	1	3
174	говорит он	1	3
175	наконец в	1	3
176	в него	5	3
177	но так	2	3
178	в том	6	3
179	а с	1	3
180	в стиле	1	3
181	под влиянием	2	3
182	он уже	1	3
183	по своему	1	3
184	но для	2	3
185	же я	1	3
186	если не	4	3
187	бы в	1	3
188	только что	1	3
189	его к	3	3
190	другой стороны	8	3
191	им и	2	3
192	жизни и	2	3
193	например в	5	2
194	себя как	1	2
195	он может	2	2
196	здесь и	1	2
197	той же	1	2
198	а как	2	2
199	героя на	1	2
200	он знает	1	2
201	и свой	1	2
202	та же	1	2
203	героя но	2	2
204	из братьев	1	2
205	мы и	2	2
206	того же	2	2
207	и он	6	2
208	меня в	2	2
209	в которых	3	2
210	во всех	2	2
211	мысль что	1	2
212	герой не	3	2
213	отличие от	1	2
214	с этим	5	2
215	по которому	3	2
216	в своем	1	2
217	когда он	2	2
218	увидим что	1	2
219	них он	1	2
220	в которой	4	2
221	вас и	1	2
222	т д	18	2
223	всех этих	1	2
224	он должен	1	2
225	и тотчас	1	2
226	пределах одного	1	2
227	и если	1	2
228	друг с	2	2
229	подобно тому	1	2
230	когда уже	2	2
231	входит в	5	2
232	было бы	1	2
233	в жизни	1	2
234	мог бы	1	2
235	по всему	1	2
236	вот пример	1	2
237	что такое	1	2
238	она в	1	2
239	в отличие	1	2
240	тем не	4	2
241	войти в	1	2
242	на всю	1	2
243	между двумя	1	2
244	этими двумя	1	2
245	во время	7	2
246	о них	1	2
247	этом случае	7	2
248	к ней	1	2
249	как на	1	2
250	мире и	1	2
251	же он	1	2
252	о нем	3	2
253	обращает на	1	2
254	ли это	1	2
255	с другом	2	2
256	очень часто	1	2
257	отнюдь не	1	2
258	как для	1	2
259	и говорит	1	2
260	так в	2	2
261	обращаясь к	1	2
262	особенно в	2	2
263	и происходит	1	2
264	и вообще	3	2
265	с человеком	1	2
266	в мою	1	2
267	находится в	2	2
268	о том	7	2
269	все его	2	2
270	на нее	2	2
271	или как	2	2
272	с вами	1	2
273	на одном	2	2
274	в форме	3	2
275	и только	1	2
276	один из	2	2
277	но с	1	2
278	тот же	1	2
279	мы увидим	5	2
280	то в	2	2
281	и ее	1	2
282	в эти	1	2
283	не то	1	2
284	же и	1	2
285	конечно не	1	2
286	уже не	11	2
287	него и	5	2
288	за ним	4	2
289	мы знаем	8	2
290	него нет	1	2
291	друг друга	3	2
292	тогда в	1	2
293	нет в	1	2
294	были бы	1	2
295	связан с	2	2
296	со всем	1	2
297	или иной	1	2
298	он это	1	2
299	говорит о	2	2
300	не было	1	2
301	о чем	2	2
302	человек в	1	2
303	и потому	2	2
304	себя за	1	2
305	не знал	2	2
306	тому как	1	2
307	и уверенно	1	2
308	или другого	1	2
309	с этой	2	2
310	которой он	2	2
311	пока еще	1	2
312	это уже	2	2
313	что оно	1	2
314	вопрос о	2	2
315	в другой	3	2
316	которых он	1	2
317	сказать что	2	2
318	сам в	2	2
319	к другим	1	2
320	ту же	2	1
321	одним из	2	1
322	также и	1	1
323	это народ	1	1
324	человека и	2	1
325	мы здесь	4	1
326	в сердце	1	1
327	всего этот	1	1
328	силы и	1	1
329	тех же	2	1
330	но тем	1	1
331	и меня	1	1
332	спать не	1	1
333	ясно что	5	1
334	мертвых я	1	1
335	непосредственной близости	1	1
336	проникает в	1	1
337	в их	1	1
338	пока он	1	1
339	что уже	1	1
340	приводят к	1	1
341	время как	1	1
342	но чаще	1	1
343	они были	1	1
344	но даже	1	1
345	то это	3	1
346	не совсем	6	1
347	из которых	2	1
348	и заставляет	1	1
349	зависимости от	1	1
350	такое же	2	1
351	свою очередь	1	1
352	другим в	1	1
353	а еще	2	1
354	на своих	2	1
355	в изображении	1	1
356	видели что	2	1
