N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	65
2	и др	2	24
3	как бы	5	22
4	и не	13	22
5	вовсе не	6	18
6	и т.п	1	17
7	в сущности	3	16
8	в том	31	16
9	в этом	34	15
10	но в	10	14
11	в нем	13	13
12	мы уже	1	12
13	и на	3	11
14	прежде всего	8	11
15	все эти	3	10
16	не только	21	10
17	и его	5	10
18	так и	1	10
19	но и	5	10
20	во всех	2	9
21	в эпоху	1	9
22	в его	10	9
23	все это	6	9
24	в своем	3	8
25	в духе	1	8
26	культуры и	1	8
27	в дальнейшем	2	8
28	и даже	5	8
29	здесь в	1	8
30	по своему	5	8
31	и другие	1	8
32	его в	6	7
33	точки зрения	7	7
34	в области	4	7
35	только в	13	7
36	жизни и	2	7
37	на самом	1	6
38	и литературы	2	6
39	в ней	3	6
40	еще не	4	6
41	все же	8	6
42	и у	1	6
43	главным образом	1	6
44	при этом	3	6
45	том что	26	6
46	в отношении	2	6
47	никогда не	3	6
48	как мы	9	6
49	времени и	4	6
50	искусства и	1	6
51	в значительной	2	6
52	в литературе	1	6
53	одно из	5	6
54	так как	13	6
55	может быть	24	6
56	сказать что	5	6
57	связана с	4	5
58	меньшей степени	1	5
59	литературы и	1	5
60	отличие от	3	5
61	как в	1	5
62	с их	5	5
63	на протяжении	2	5
64	в них	4	5
65	рядом с	2	5
66	как и	5	5
67	есть в	1	5
68	в своей	4	5
69	потому что	14	5
70	той или	1	5
71	между тем	8	5
72	для него	1	5
73	в одном	4	5
74	или иной	1	5
75	еще и	3	5
76	превращается в	1	5
77	в частности	3	5
78	в той	7	5
79	и все	1	5
80	еще более	1	5
81	в большей	7	5
82	в своих	2	5
83	в средние	1	4
84	и до	2	4
85	в общем	12	4
86	и к	1	4
87	в самом	12	4
88	в этой	3	4
89	так сказать	1	4
90	входит в	2	4
91	во время	1	4
92	в их	11	4
93	в отличие	3	4
94	мысли и	2	4
95	не в	8	4
96	до сих	5	4
97	можно только	2	4
98	большей или	2	4
99	связи с	3	4
100	в жизни	1	4
101	из них	3	4
102	отношение к	3	4
103	или меньшей	2	4
104	нужно сказать	1	4
105	сих пор	5	4
106	это уже	1	4
107	это как	1	4
108	между ними	2	4
109	средние века	1	4
110	культуры в	5	4
111	совершенно не	1	4
112	это в	2	4
113	можно говорить	1	3
114	в применении	6	3
115	самом деле	6	3
116	по его	2	3
117	жизни как	2	3
118	не просто	4	3
119	в себя	1	3
120	уже не	5	3
121	но все	3	3
122	то что	17	3
123	в себе	4	3
124	перестает быть	1	3
125	европейской культуры	1	3
126	и с	2	3
127	на этой	3	3
128	и других	3	3
129	это не	8	3
130	в ее	11	3
131	он и	2	3
132	с точки	2	3
133	разного рода	1	3
134	но это	1	3
135	на котором	2	3
136	ничего не	2	3
137	преимущественно в	2	3
138	этом отношении	3	3
139	не могут	5	3
140	и прежде	1	3
141	романтического и	1	3
142	в виду	4	3
143	средних веков	2	3
144	она была	2	3
145	известной мере	2	3
146	и вообще	3	3
147	с ним	1	3
148	в самой	1	3
149	с другой	8	3
150	второй половины	3	3
151	к нему	2	3
152	вся эта	1	3
153	во всей	1	3
154	в форме	2	3
155	что он	4	3
156	до нас	3	3
157	но как	2	3
158	в известной	3	3
159	в системе	1	3
160	как раз	4	3
161	даже и	3	3
162	эпоху возрождения	1	3
163	самом же	1	3
164	и эта	1	3
165	в ряду	1	3
166	на время	1	3
167	мира в	1	3
168	во франции	1	3
169	применении к	6	3
170	в тех	2	3
171	но для	1	3
172	в более	2	3
173	не может	13	3
174	что в	11	3
175	отношения к	1	2
176	одним из	5	2
177	например в	2	2
178	вопрос мы	1	2
179	видеть в	1	2
180	вся она	1	2
181	всего того	2	2
182	всех его	1	2
183	не была	1	2
184	который был	1	2
185	не вполне	4	2
186	которое в	2	2
187	так называемые	1	2
188	он был	1	2
189	время в	2	2
190	в чем	4	2
191	различия между	1	2
192	но не	7	2
193	значение и	2	2
194	нет и	1	2
195	форме и	1	2
196	его к	2	2
197	в чисто	4	2
198	таковы например	1	2
199	из этих	5	2
200	во многих	1	2
201	с традициями	1	2
202	не к	2	2
203	и вот	3	2
204	на его	1	2
205	новое и	1	2
206	свое время	2	2
207	его от	1	2
208	так например	6	2
209	значительной степени	1	2
210	в германии	3	2
211	а затем	1	2
212	это было	1	2
213	истории и	4	2
214	были в	1	2
215	всегда и	1	2
216	в этих	3	2
217	от своего	1	2
218	и без	2	2
219	и очень	1	2
220	в таких	1	2
221	дело в	3	2
222	образом в	1	2
223	этих двух	1	2
224	во всем	2	2
225	литературного развития	1	2
226	уже очень	1	2
227	и первых	1	2
228	половины xix	3	2
229	он называет	1	2
230	и именно	12	2
231	есть только	2	2
232	могут быть	4	2
233	языках и	1	2
234	к тому	4	2
235	объем и	1	2
236	и это	6	2
237	которого мы	2	2
238	значительной мере	1	2
239	и многие	1	2
240	и этим	1	2
241	во второй	3	2
242	понятно что	3	2
243	из основных	1	2
244	о том	15	2
245	второй половине	2	2
246	в риме	1	2
247	можно сказать	3	2
248	на отдельные	1	2
249	в свете	1	2
250	но с	4	2
251	мы видим	1	2
252	этот вопрос	4	2
253	и особые	1	2
254	с одной	4	2
255	к какому	2	2
256	литературы в	3	2
257	только на	3	2
258	или даже	1	2
259	ни с	2	2
260	от того	3	2
261	в особенности	4	2
262	при всей	1	2
263	что не	5	2
264	др в	1	2
265	дошедших до	1	2
266	одной стороны	4	2
267	на этот	4	2
268	до конца	3	2
269	более того	1	2
270	с конца	2	2
271	несмотря на	2	2
272	и так	1	2
273	и особенно	1	2
274	в разной	2	2
275	в изображении	1	2
276	наряду с	2	2
277	да и	4	2
278	и судьбы	1	2
279	возрождения и	2	2
280	того что	12	2
281	еще раз	1	2
282	что мы	2	2
283	в целом	5	2
284	кроме того	1	2
285	и для	4	2
286	и часто	1	2
287	и от	1	2
288	иных отношениях	1	2
289	это можно	1	2
290	или в	1	2
291	хотя и	3	2
292	интерес к	1	2
293	разной степени	1	2
294	ни к	2	2
295	же в	1	2
296	и глубокого	1	2
297	себе самому	1	2
298	одновременно и	1	2
299	в свое	2	2
300	а между	1	1
301	от этой	1	1
302	в мировоззрении	1	1
303	сохраняет свое	1	1
304	речь идет	2	1
305	человека и	1	1
306	с исторической	1	1
307	и объясняется	1	1
308	самом его	1	1
309	тех же	1	1
310	это и	1	1
311	на деле	1	1
312	из самых	1	1
313	на две	1	1
314	оно было	1	1
315	в какой-то	1	1
316	собственном смысле	2	1
317	объясняется и	1	1
318	действительности и	1	1
319	был и	1	1
320	то же	8	1
321	а как	3	1
322	смотреть на	4	1
323	и была	1	1
324	мы не	2	1
325	и ничего	1	1
326	и новые	1	1
327	нам в	1	1
328	греков и	3	1
329	из дошедших	1	1
330	говорить о	3	1
331	и народов	1	1
332	этого термина	2	1
333	сложностью и	1	1
334	нем все	1	1
335	типа были	1	1
336	разумеется не	1	1
337	целое и	2	1
338	и римлян	3	1
339	исследовании на	1	1
340	ним должно	1	1
341	смысле может	1	1
342	необходимых условий	1	1
343	и всего	1	1
344	видит в	4	1
345	времени вполне	1	1
346	с которыми	1	1
347	по отношению	4	1
348	а и	1	1
349	это были	1	1
350	действительности а	1	1
351	или иное	1	1
352	и чем	1	1
353	в настоящем	1	1
354	в произведениях	1	1
355	чем же	3	1
356	с этим	2	1
357	так называемая	2	1
358	искусстве и	1	1
359	как к	1	1
360	просто как	1	1
361	не остается	1	1
362	как уже	2	1
363	и понимания	1	1
364	в дальнейших	1	1
365	и как	9	1
366	говорит что	1	1
367	что по	1	1
368	двух разных	1	1
369	есть ли	1	1
370	от этого	5	1
371	судьбы не	1	1
372	в этот	2	1
