1	в то же время	3	5
2	и в то же	1	3
3	с одной стороны и	1	2
4	в том отношении что	1	2
5	по одному тому что	1	2
6	не в том что	1	2
7	т е более или	1	1
8	в том смысле что	3	1
9	так же как и	1	1
10	приводит к тому что	1	1
11	не говоря уже о	2	1
12	бы и не быть	1	1
13	одно и то же	4	1
14	то это вовсе не	1	1
15	и вместе с тем	1	1
16	в то время как	3	1
17	о том как он	1	1
18	уже сама по себе	1	1
19	вовсе не значит что	1	1
20	именно в том что	1	1
21	и может быть даже	1	1
22	е более или менее	1	1
23	есть одно и то	1	1
24	это вовсе не значит	1	1
25	теснейшим образом связана с	1	1
26	же время никогда не	1	1
27	же в таком случае	1	1
28	иметь в виду что	2	1
